Categoria: Todas as categorias

Semana,dengue: (Ceará),sintomas dengue: (Ceará)
2023-09-17,8,1
2023-09-24,7,1
2023-10-01,8,2
2023-10-08,6,0
2023-10-15,6,1
2023-10-22,6,0
2023-10-29,6,1
2023-11-05,7,0
2023-11-12,8,1
2023-11-19,7,2
2023-11-26,8,2
2023-12-03,7,2
2023-12-10,7,2
2023-12-17,7,2
2023-12-24,6,2
2023-12-31,8,2
2024-01-07,10,2
2024-01-14,10,2
2024-01-21,14,4
2024-01-28,21,5
2024-02-04,32,6
2024-02-11,48,14
2024-02-18,83,20
2024-02-25,98,21
2024-03-03,100,22
2024-03-10,89,19
2024-03-17,81,19
2024-03-24,57,15
2024-03-31,71,19
2024-04-07,68,17
2024-04-14,59,16
2024-04-21,53,14
2024-04-28,42,10
2024-05-05,35,8
2024-05-12,30,6
2024-05-19,28,5
2024-05-26,22,3
2024-06-02,25,5
2024-06-09,24,5
2024-06-16,17,4
2024-06-23,15,2
2024-06-30,13,3
2024-07-07,13,3
2024-07-14,12,3
2024-07-21,11,2
2024-07-28,10,3
2024-08-04,10,2
2024-08-11,12,2
2024-08-18,9,2
2024-08-25,9,2
2024-09-01,8,1
2024-09-08,11,0
2024-09-15,10,2
2024-09-22,9,0
2024-09-29,8,2
2024-10-06,8,2
2024-10-13,8,0
2024-10-20,13,2
2024-10-27,9,1
2024-11-03,8,0
2024-11-10,9,2
2024-11-17,7,0
2024-11-24,6,1
2024-12-01,10,2
2024-12-08,9,1
