Categoria: Todas as categorias

Semana,dengue: (Mato Grosso),sintomas dengue: (Mato Grosso)
2019-06-09,22,6
2019-06-16,21,0
2019-06-23,18,5
2019-06-30,14,0
2019-07-07,8,0
2019-07-14,7,0
2019-07-21,9,0
2019-07-28,7,0
2019-08-04,0,0
2019-08-11,10,5
2019-08-18,6,0
2019-08-25,10,0
2019-09-01,6,0
2019-09-08,5,0
2019-09-15,7,0
2019-09-22,5,0
2019-09-29,7,0
2019-10-06,5,0
2019-10-13,10,0
2019-10-20,10,0
2019-10-27,7,0
2019-11-03,13,0
2019-11-10,14,4
2019-11-17,8,0
2019-11-24,12,0
2019-12-01,12,6
2019-12-08,16,5
2019-12-15,15,0
2019-12-22,21,0
2019-12-29,19,7
2020-01-05,27,8
2020-01-12,40,13
2020-01-19,41,9
2020-01-26,34,9
2020-02-02,43,8
2020-02-09,43,10
2020-02-16,45,11
2020-02-23,40,11
2020-03-01,45,11
2020-03-08,62,14
2020-03-15,78,22
2020-03-22,54,18
2020-03-29,45,11
2020-04-05,38,9
2020-04-12,36,9
2020-04-19,33,6
2020-04-26,33,7
2020-05-03,31,7
2020-05-10,27,5
2020-05-17,22,5
2020-05-24,26,8
2020-05-31,29,9
2020-06-07,31,10
2020-06-14,33,10
2020-06-21,32,10
2020-06-28,26,10
2020-07-05,23,9
2020-07-12,18,7
2020-07-19,18,6
2020-07-26,15,4
2020-08-02,12,5
2020-08-09,14,4
2020-08-16,12,0
2020-08-23,10,0
2020-08-30,8,4
2020-09-06,6,0
2020-09-13,6,0
2020-09-20,13,0
2020-09-27,8,0
2020-10-04,7,0
2020-10-11,0,0
2020-10-18,9,0
2020-10-25,6,0
2020-11-01,10,0
2020-11-08,7,0
2020-11-15,4,0
2020-11-22,11,0
2020-11-29,11,0
2020-12-06,10,0
2020-12-13,14,5
2020-12-20,10,5
2020-12-27,16,7
2021-01-03,15,7
2021-01-10,18,6
2021-01-17,23,6
2021-01-24,16,7
2021-01-31,20,5
2021-02-07,19,6
2021-02-14,18,6
2021-02-21,21,7
2021-02-28,21,6
2021-03-07,28,9
2021-03-14,28,8
2021-03-21,28,10
2021-03-28,24,6
2021-04-04,27,9
2021-04-11,29,9
2021-04-18,22,6
2021-04-25,19,5
2021-05-02,18,0
2021-05-09,21,4
2021-05-16,21,4
2021-05-23,20,8
2021-05-30,21,5
2021-06-06,17,0
2021-06-13,16,5
2021-06-20,14,0
2021-06-27,6,0
2021-07-04,10,4
2021-07-11,12,0
2021-07-18,8,0
2021-07-25,9,4
2021-08-01,8,0
2021-08-08,9,0
2021-08-15,4,0
2021-08-22,9,0
2021-08-29,11,0
2021-09-05,8,0
2021-09-12,7,0
2021-09-19,6,0
2021-09-26,8,0
2021-10-03,5,0
2021-10-10,8,0
2021-10-17,8,4
2021-10-24,9,5
2021-10-31,7,0
2021-11-07,8,0
2021-11-14,10,0
2021-11-21,16,0
2021-11-28,16,4
2021-12-05,21,6
2021-12-12,34,10
2021-12-19,37,9
2021-12-26,35,12
2022-01-02,44,15
2022-01-09,36,13
2022-01-16,46,15
2022-01-23,50,14
2022-01-30,35,8
2022-02-06,30,10
2022-02-13,31,9
2022-02-20,31,8
2022-02-27,32,7
2022-03-06,28,6
2022-03-13,31,7
2022-03-20,35,8
2022-03-27,36,9
2022-04-03,43,10
2022-04-10,39,8
2022-04-17,44,11
2022-04-24,41,9
2022-05-01,36,9
2022-05-08,36,10
2022-05-15,32,10
2022-05-22,28,8
2022-05-29,25,8
2022-06-05,26,10
2022-06-12,23,8
2022-06-19,26,9
2022-06-26,26,8
2022-07-03,19,8
2022-07-10,19,4
2022-07-17,15,4
2022-07-24,13,6
2022-07-31,12,3
2022-08-07,7,6
2022-08-14,7,0
2022-08-21,10,0
2022-08-28,10,3
2022-09-04,10,0
2022-09-11,8,0
2022-09-18,9,0
2022-09-25,8,3
2022-10-02,10,3
2022-10-09,10,0
2022-10-16,10,3
2022-10-23,14,0
2022-10-30,9,0
2022-11-06,12,4
2022-11-13,15,4
2022-11-20,11,4
2022-11-27,12,0
2022-12-04,12,5
2022-12-11,19,5
2022-12-18,13,5
2022-12-25,21,7
2023-01-01,18,6
2023-01-08,20,6
2023-01-15,24,6
2023-01-22,22,5
2023-01-29,23,4
2023-02-05,28,5
2023-02-12,31,8
2023-02-19,38,10
2023-02-26,38,10
2023-03-05,31,10
2023-03-12,40,9
2023-03-19,33,10
2023-03-26,64,20
2023-04-02,54,19
2023-04-09,55,18
2023-04-16,50,14
2023-04-23,45,11
2023-04-30,44,11
2023-05-07,33,9
2023-05-14,36,8
2023-05-21,33,11
2023-05-28,28,8
2023-06-04,24,5
2023-06-11,18,0
2023-06-18,18,4
2023-06-25,13,0
2023-07-02,21,3
2023-07-09,13,4
2023-07-16,10,0
2023-07-23,8,0
2023-07-30,12,6
2023-08-06,12,3
2023-08-13,11,5
2023-08-20,11,0
2023-08-27,9,3
2023-09-03,10,0
2023-09-10,8,0
2023-09-17,8,0
2023-09-24,10,0
2023-10-01,12,3
2023-10-08,9,0
2023-10-15,10,0
2023-10-22,9,0
2023-10-29,10,0
2023-11-05,11,0
2023-11-12,11,5
2023-11-19,11,0
2023-11-26,13,4
2023-12-03,14,0
2023-12-10,13,4
2023-12-17,15,6
2023-12-24,15,0
2023-12-31,24,7
2024-01-07,30,8
2024-01-14,32,7
2024-01-21,38,9
2024-01-28,50,10
2024-02-04,60,12
2024-02-11,92,20
2024-02-18,86,22
2024-02-25,100,21
2024-03-03,81,18
2024-03-10,75,16
2024-03-17,71,16
2024-03-24,66,16
2024-03-31,77,19
2024-04-07,80,21
2024-04-14,88,16
2024-04-21,95,20
2024-04-28,91,18
2024-05-05,84,21
2024-05-12,74,12
2024-05-19,58,11
2024-05-26,34,6
2024-06-02,39,8
2024-06-09,35,6
