Categoria: Todas as categorias

Semana,dengue: (Tocantins),sintomas dengue: (Tocantins)
2019-06-30,10,0
2019-07-07,0,0
2019-07-14,0,0
2019-07-21,0,0
2019-07-28,0,0
2019-08-04,0,0
2019-08-11,0,0
2019-08-18,8,0
2019-08-25,7,0
2019-09-01,0,0
2019-09-08,0,0
2019-09-15,0,0
2019-09-22,0,0
2019-09-29,0,0
2019-10-06,6,0
2019-10-13,8,0
2019-10-20,0,0
2019-10-27,10,0
2019-11-03,9,0
2019-11-10,9,0
2019-11-17,7,0
2019-11-24,9,0
2019-12-01,10,0
2019-12-08,11,0
2019-12-15,7,0
2019-12-22,0,0
2019-12-29,0,0
2020-01-05,7,0
2020-01-12,9,0
2020-01-19,8,0
2020-01-26,0,0
2020-02-02,6,0
2020-02-09,9,0
2020-02-16,11,0
2020-02-23,13,0
2020-03-01,8,0
2020-03-08,15,6
2020-03-15,20,0
2020-03-22,17,6
2020-03-29,9,0
2020-04-05,11,0
2020-04-12,10,0
2020-04-19,9,0
2020-04-26,12,0
2020-05-03,8,0
2020-05-10,8,0
2020-05-17,8,0
2020-05-24,7,0
2020-05-31,8,0
2020-06-07,0,0
2020-06-14,0,0
2020-06-21,6,0
2020-06-28,7,0
2020-07-05,11,0
2020-07-12,7,0
2020-07-19,0,0
2020-07-26,7,0
2020-08-02,0,0
2020-08-09,12,0
2020-08-16,0,0
2020-08-23,0,0
2020-08-30,0,0
2020-09-06,0,0
2020-09-13,0,0
2020-09-20,6,5
2020-09-27,0,0
2020-10-04,0,0
2020-10-11,0,0
2020-10-18,0,0
2020-10-25,0,0
2020-11-01,0,0
2020-11-08,5,0
2020-11-15,0,0
2020-11-22,0,0
2020-11-29,7,0
2020-12-06,6,0
2020-12-13,0,0
2020-12-20,0,0
2020-12-27,0,0
2021-01-03,6,0
2021-01-10,0,0
2021-01-17,0,0
2021-01-24,6,0
2021-01-31,0,0
2021-02-07,8,0
2021-02-14,6,0
2021-02-21,10,0
2021-02-28,9,0
2021-03-07,14,0
2021-03-14,9,0
2021-03-21,12,0
2021-03-28,11,0
2021-04-04,0,0
2021-04-11,6,0
2021-04-18,10,0
2021-04-25,8,0
2021-05-02,11,0
2021-05-09,21,0
2021-05-16,24,6
2021-05-23,29,6
2021-05-30,24,6
2021-06-06,21,5
2021-06-13,18,0
2021-06-20,11,0
2021-06-27,8,0
2021-07-04,8,0
2021-07-11,6,0
2021-07-18,0,0
2021-07-25,7,0
2021-08-01,12,0
2021-08-08,9,0
2021-08-15,9,0
2021-08-22,14,0
2021-08-29,9,0
2021-09-05,7,0
2021-09-12,6,0
2021-09-19,0,0
2021-09-26,11,0
2021-10-03,0,0
2021-10-10,11,0
2021-10-17,8,0
2021-10-24,7,0
2021-10-31,8,0
2021-11-07,9,0
2021-11-14,16,0
2021-11-21,23,0
2021-11-28,30,10
2021-12-05,37,9
2021-12-12,46,12
2021-12-19,51,16
2021-12-26,68,22
2022-01-02,100,30
2022-01-09,78,22
2022-01-16,75,23
2022-01-23,69,21
2022-01-30,53,14
2022-02-06,49,15
2022-02-13,40,10
2022-02-20,31,7
2022-02-27,31,5
2022-03-06,31,5
2022-03-13,43,9
2022-03-20,53,10
2022-03-27,45,8
2022-04-03,45,7
2022-04-10,32,8
2022-04-17,33,9
2022-04-24,35,8
2022-05-01,42,8
2022-05-08,42,7
2022-05-15,40,9
2022-05-22,34,8
2022-05-29,27,8
2022-06-05,29,7
2022-06-12,21,7
2022-06-19,25,4
2022-06-26,11,5
2022-07-03,9,5
2022-07-10,16,6
2022-07-17,9,0
2022-07-24,8,0
2022-07-31,6,0
2022-08-07,8,0
2022-08-14,6,0
2022-08-21,10,0
2022-08-28,7,5
2022-09-04,0,0
2022-09-11,7,0
2022-09-18,7,0
2022-09-25,5,0
2022-10-02,0,0
2022-10-09,6,0
2022-10-16,8,0
2022-10-23,8,0
2022-10-30,5,0
2022-11-06,9,0
2022-11-13,10,0
2022-11-20,12,0
2022-11-27,12,4
2022-12-04,10,0
2022-12-11,11,0
2022-12-18,12,0
2022-12-25,10,0
2023-01-01,12,0
2023-01-08,11,0
2023-01-15,11,0
2023-01-22,18,5
2023-01-29,12,0
2023-02-05,12,0
2023-02-12,12,10
2023-02-19,19,0
2023-02-26,14,0
2023-03-05,20,5
2023-03-12,19,0
2023-03-19,29,7
2023-03-26,22,7
2023-04-02,23,0
2023-04-09,27,7
2023-04-16,21,6
2023-04-23,25,9
2023-04-30,25,0
2023-05-07,24,0
2023-05-14,22,0
2023-05-21,19,4
2023-05-28,17,0
2023-06-04,13,0
2023-06-11,12,0
2023-06-18,8,0
2023-06-25,9,0
2023-07-02,8,5
2023-07-09,6,0
2023-07-16,6,0
2023-07-23,0,0
2023-07-30,0,0
2023-08-06,0,0
2023-08-13,7,0
2023-08-20,0,0
2023-08-27,4,0
2023-09-03,6,0
2023-09-10,5,0
2023-09-17,5,0
2023-09-24,5,0
2023-10-01,0,0
2023-10-08,0,0
2023-10-15,4,0
2023-10-22,5,0
2023-10-29,6,0
2023-11-05,8,0
2023-11-12,8,0
2023-11-19,9,0
2023-11-26,8,0
2023-12-03,9,0
2023-12-10,9,0
2023-12-17,0,0
2023-12-24,8,0
2023-12-31,9,0
2024-01-07,10,0
2024-01-14,11,0
