Categoria: Todas as categorias

Semana,dengue: (Rondônia),sintomas dengue: (Rondônia)
2020-03-15,41,10
2020-03-22,37,9
2020-03-29,23,5
2020-04-05,21,7
2020-04-12,21,6
2020-04-19,19,5
2020-04-26,19,5
2020-05-03,24,7
2020-05-10,20,5
2020-05-17,23,6
2020-05-24,24,7
2020-05-31,19,7
2020-06-07,20,0
2020-06-14,19,7
2020-06-21,15,0
2020-06-28,13,0
2020-07-05,17,6
2020-07-12,15,0
2020-07-19,11,0
2020-07-26,11,0
2020-08-02,11,0
2020-08-09,8,0
2020-08-16,7,0
2020-08-23,5,0
2020-08-30,6,0
2020-09-06,7,0
2020-09-13,8,0
2020-09-20,7,0
2020-09-27,8,0
2020-10-04,6,0
2020-10-11,6,0
2020-10-18,6,0
2020-10-25,9,0
2020-11-01,7,0
2020-11-08,10,0
2020-11-15,9,0
2020-11-22,9,0
2020-11-29,9,0
2020-12-06,12,5
2020-12-13,10,0
2020-12-20,13,6
2020-12-27,9,6
2021-01-03,14,0
2021-01-10,17,7
2021-01-17,16,5
2021-01-24,19,8
2021-01-31,13,4
2021-02-07,22,0
2021-02-14,13,5
2021-02-21,25,9
2021-02-28,22,7
2021-03-07,26,6
2021-03-14,25,8
2021-03-21,25,4
2021-03-28,20,6
2021-04-04,22,5
2021-04-11,16,0
2021-04-18,15,5
2021-04-25,15,0
2021-05-02,13,0
2021-05-09,10,0
2021-05-16,17,0
2021-05-23,15,0
2021-05-30,10,0
2021-06-06,10,0
2021-06-13,12,0
2021-06-20,13,0
2021-06-27,6,0
2021-07-04,0,0
2021-07-11,0,0
2021-07-18,0,0
2021-07-25,0,0
2021-08-01,12,0
2021-08-08,5,0
2021-08-15,4,0
2021-08-22,0,0
2021-08-29,0,0
2021-09-05,8,0
2021-09-12,6,0
2021-09-19,7,0
2021-09-26,5,0
2021-10-03,10,0
2021-10-10,7,0
2021-10-17,10,0
2021-10-24,8,0
2021-10-31,5,0
2021-11-07,8,0
2021-11-14,9,0
2021-11-21,17,0
2021-11-28,9,0
2021-12-05,9,0
2021-12-12,13,0
2021-12-19,14,8
2021-12-26,16,0
2022-01-02,26,6
2022-01-09,28,14
2022-01-16,33,7
2022-01-23,29,9
2022-01-30,28,10
2022-02-06,32,8
2022-02-13,27,8
2022-02-20,30,6
2022-02-27,26,10
2022-03-06,30,6
2022-03-13,33,6
2022-03-20,39,8
2022-03-27,46,8
2022-04-03,37,11
2022-04-10,41,9
2022-04-17,34,8
2022-04-24,40,9
2022-05-01,32,8
2022-05-08,39,10
2022-05-15,35,11
2022-05-22,34,7
2022-05-29,28,7
2022-06-05,29,6
2022-06-12,30,5
2022-06-19,27,8
2022-06-26,28,8
2022-07-03,18,7
2022-07-10,19,5
2022-07-17,16,7
2022-07-24,15,6
2022-07-31,12,4
2022-08-07,14,5
2022-08-14,15,6
2022-08-21,12,0
2022-08-28,12,0
2022-09-04,8,0
2022-09-11,11,0
2022-09-18,7,0
2022-09-25,7,0
2022-10-02,8,3
2022-10-09,10,0
2022-10-16,14,0
2022-10-23,13,3
2022-10-30,19,5
2022-11-06,13,4
2022-11-13,23,6
2022-11-20,24,7
2022-11-27,29,7
2022-12-04,24,7
2022-12-11,36,12
2022-12-18,40,12
2022-12-25,45,13
2023-01-01,50,14
2023-01-08,54,13
2023-01-15,58,15
2023-01-22,49,14
2023-01-29,45,17
2023-02-05,47,12
2023-02-12,58,15
2023-02-19,47,16
2023-02-26,53,16
2023-03-05,52,14
2023-03-12,54,12
2023-03-19,50,14
2023-03-26,48,13
2023-04-02,41,13
2023-04-09,31,10
2023-04-16,33,8
2023-04-23,25,6
2023-04-30,24,5
2023-05-07,22,7
2023-05-14,21,6
2023-05-21,18,5
2023-05-28,19,7
2023-06-04,13,0
2023-06-11,14,4
2023-06-18,14,0
2023-06-25,9,0
2023-07-02,12,0
2023-07-09,6,0
2023-07-16,7,0
2023-07-23,6,5
2023-07-30,4,0
2023-08-06,7,0
2023-08-13,8,0
2023-08-20,7,0
2023-08-27,9,0
2023-09-03,7,0
2023-09-10,9,0
2023-09-17,6,0
2023-09-24,10,0
2023-10-01,6,0
2023-10-08,7,0
2023-10-15,9,0
2023-10-22,16,0
2023-10-29,7,0
2023-11-05,11,0
2023-11-12,9,0
2023-11-19,9,0
2023-11-26,10,0
2023-12-03,12,0
2023-12-10,11,5
2023-12-17,12,0
2023-12-24,15,5
2023-12-31,22,7
2024-01-07,26,7
2024-01-14,29,8
2024-01-21,33,11
2024-01-28,48,11
2024-02-04,71,20
2024-02-11,97,20
2024-02-18,95,19
2024-02-25,100,24
2024-03-03,88,15
2024-03-10,89,20
2024-03-17,73,11
2024-03-24,58,7
2024-03-31,59,14
2024-04-07,51,12
2024-04-14,44,10
2024-04-21,44,9
2024-04-28,39,7
2024-05-05,24,0
2024-05-12,18,5
2024-05-19,18,0
2024-05-26,16,0
2024-06-02,18,0
2024-06-09,9,0
2024-06-16,15,0
2024-06-23,9,0
2024-06-30,12,0
2024-07-07,11,0
2024-07-14,0,0
2024-07-21,8,0
2024-07-28,10,0
2024-08-04,6,0
2024-08-11,9,0
2024-08-18,6,0
2024-08-25,9,0
2024-09-01,5,0
2024-09-08,9,5
2024-09-15,7,0
2024-09-22,11,0
2024-09-29,5,0
2024-10-06,7,0
2024-10-13,6,0
2024-10-20,11,0
2024-10-27,11,6
2024-11-03,6,0
2024-11-10,9,0
2024-11-17,11,0
2024-11-24,13,0
2024-12-01,12,0
2024-12-08,13,0
2024-12-15,10,0
2024-12-22,14,0
2024-12-29,10,0
2025-01-05,9,0
2025-01-12,13,6
2025-01-19,12,0
2025-01-26,14,9
2025-02-02,16,0
2025-02-09,24,0
2025-02-16,23,0
2025-02-23,26,0
2025-03-02,20,2
2025-03-09,33,5
2025-03-16,31,5
