Categoria: Todas as categorias

Semana,dengue: (Rio Grande do Norte),sintomas dengue: (Rio Grande do Norte)
2020-03-15,25,4
2020-03-22,23,4
2020-03-29,16,3
2020-04-05,18,3
2020-04-12,15,0
2020-04-19,14,3
2020-04-26,16,5
2020-05-03,15,4
2020-05-10,19,7
2020-05-17,19,7
2020-05-24,21,7
2020-05-31,20,7
2020-06-07,19,3
2020-06-14,18,8
2020-06-21,17,4
2020-06-28,16,5
2020-07-05,17,5
2020-07-12,14,5
2020-07-19,12,3
2020-07-26,11,2
2020-08-02,8,0
2020-08-09,9,3
2020-08-16,6,0
2020-08-23,7,0
2020-08-30,5,0
2020-09-06,6,0
2020-09-13,5,0
2020-09-20,4,0
2020-09-27,3,0
2020-10-04,5,0
2020-10-11,4,0
2020-10-18,5,0
2020-10-25,4,0
2020-11-01,3,0
2020-11-08,5,0
2020-11-15,4,0
2020-11-22,5,0
2020-11-29,6,3
2020-12-06,3,0
2020-12-13,6,0
2020-12-20,0,0
2020-12-27,5,0
2021-01-03,4,0
2021-01-10,4,0
2021-01-17,3,0
2021-01-24,4,0
2021-01-31,5,0
2021-02-07,5,0
2021-02-14,6,0
2021-02-21,6,0
2021-02-28,7,0
2021-03-07,6,2
2021-03-14,7,0
2021-03-21,9,0
2021-03-28,8,0
2021-04-04,8,2
2021-04-11,8,0
2021-04-18,11,3
2021-04-25,11,3
2021-05-02,9,0
2021-05-09,12,0
2021-05-16,9,3
2021-05-23,13,2
2021-05-30,11,4
2021-06-06,11,3
2021-06-13,10,3
2021-06-20,7,3
2021-06-27,8,0
2021-07-04,7,3
2021-07-11,7,0
2021-07-18,7,0
2021-07-25,6,0
2021-08-01,6,0
2021-08-08,5,0
2021-08-15,5,0
2021-08-22,6,0
2021-08-29,5,0
2021-09-05,3,0
2021-09-12,5,0
2021-09-19,4,0
2021-09-26,5,0
2021-10-03,4,0
2021-10-10,4,0
2021-10-17,5,0
2021-10-24,4,0
2021-10-31,5,0
2021-11-07,4,0
2021-11-14,6,0
2021-11-21,4,0
2021-11-28,5,0
2021-12-05,6,0
2021-12-12,4,0
2021-12-19,3,0
2021-12-26,4,0
2022-01-02,9,3
2022-01-09,7,3
2022-01-16,9,3
2022-01-23,7,0
2022-01-30,5,0
2022-02-06,5,0
2022-02-13,6,0
2022-02-20,10,2
2022-02-27,8,3
2022-03-06,12,2
2022-03-13,17,4
2022-03-20,22,5
2022-03-27,27,10
2022-04-03,33,9
2022-04-10,39,12
2022-04-17,63,24
2022-04-24,84,25
2022-05-01,77,23
2022-05-08,79,26
2022-05-15,100,30
2022-05-22,97,25
2022-05-29,91,29
2022-06-05,84,27
2022-06-12,84,31
2022-06-19,72,25
2022-06-26,63,21
2022-07-03,55,21
2022-07-10,50,14
2022-07-17,41,13
2022-07-24,39,11
2022-07-31,34,10
2022-08-07,26,7
2022-08-14,27,6
2022-08-21,20,7
2022-08-28,18,4
2022-09-04,14,4
2022-09-11,11,3
2022-09-18,14,4
2022-09-25,7,3
2022-10-02,9,0
2022-10-09,8,0
2022-10-16,7,0
2022-10-23,6,0
2022-10-30,7,0
2022-11-06,7,0
2022-11-13,8,3
2022-11-20,8,2
2022-11-27,7,2
2022-12-04,6,0
2022-12-11,7,0
2022-12-18,3,0
2022-12-25,5,2
2023-01-01,4,0
2023-01-08,5,0
2023-01-15,5,3
2023-01-22,5,2
2023-01-29,6,0
2023-02-05,6,0
2023-02-12,6,0
2023-02-19,6,2
2023-02-26,10,0
2023-03-05,9,3
2023-03-12,11,2
2023-03-19,14,4
2023-03-26,20,6
2023-04-02,18,6
2023-04-09,18,5
2023-04-16,21,8
2023-04-23,20,6
2023-04-30,15,5
2023-05-07,13,4
2023-05-14,13,3
2023-05-21,12,4
2023-05-28,10,2
2023-06-04,8,3
2023-06-11,9,0
2023-06-18,9,0
2023-06-25,10,2
2023-07-02,12,0
2023-07-09,9,0
2023-07-16,10,0
2023-07-23,5,3
2023-07-30,6,0
2023-08-06,5,0
2023-08-13,6,0
2023-08-20,7,0
2023-08-27,7,0
2023-09-03,7,0
2023-09-10,5,0
2023-09-17,6,0
2023-09-24,6,0
2023-10-01,5,0
2023-10-08,6,0
2023-10-15,6,0
2023-10-22,6,0
2023-10-29,3,0
2023-11-05,7,0
2023-11-12,7,0
2023-11-19,6,0
2023-11-26,7,0
2023-12-03,4,0
2023-12-10,7,0
2023-12-17,7,0
2023-12-24,7,3
2023-12-31,7,0
2024-01-07,9,3
2024-01-14,11,3
2024-01-21,14,0
2024-01-28,19,4
2024-02-04,32,7
2024-02-11,53,17
2024-02-18,85,20
2024-02-25,89,21
2024-03-03,99,22
2024-03-10,86,16
2024-03-17,93,18
2024-03-24,62,15
2024-03-31,71,15
2024-04-07,69,12
2024-04-14,65,15
2024-04-21,61,14
2024-04-28,42,10
2024-05-05,30,7
2024-05-12,28,6
2024-05-19,26,5
2024-05-26,20,5
2024-06-02,18,3
2024-06-09,19,5
2024-06-16,16,4
2024-06-23,13,4
2024-06-30,16,0
2024-07-07,12,0
2024-07-14,15,3
2024-07-21,12,4
2024-07-28,9,0
2024-08-04,9,0
2024-08-11,8,2
2024-08-18,10,3
2024-08-25,7,0
2024-09-01,9,0
2024-09-08,8,0
2024-09-15,7,2
2024-09-22,4,0
2024-09-29,7,0
2024-10-06,6,0
2024-10-13,7,3
2024-10-20,8,0
2024-10-27,6,0
2024-11-03,6,0
2024-11-10,6,0
2024-11-17,7,0
2024-11-24,6,0
2024-12-01,4,0
2024-12-08,5,0
2024-12-15,7,0
2024-12-22,5,0
2024-12-29,6,0
2025-01-05,9,0
2025-01-12,4,0
2025-01-19,8,0
2025-01-26,11,0
2025-02-02,9,0
2025-02-09,11,0
2025-02-16,13,0
2025-02-23,9,0
2025-03-02,11,1
2025-03-09,13,2
2025-03-16,13,2
