Categoria: Todas as categorias

Semana,dengue: (Sergipe),sintomas dengue: (Sergipe)
2020-03-15,24,0
2020-03-22,16,4
2020-03-29,16,0
2020-04-05,20,0
2020-04-12,15,0
2020-04-19,11,0
2020-04-26,12,0
2020-05-03,14,0
2020-05-10,17,5
2020-05-17,21,13
2020-05-24,23,7
2020-05-31,22,7
2020-06-07,25,10
2020-06-14,31,13
2020-06-21,32,9
2020-06-28,33,13
2020-07-05,31,8
2020-07-12,29,9
2020-07-19,21,6
2020-07-26,21,9
2020-08-02,19,8
2020-08-09,16,4
2020-08-16,10,0
2020-08-23,11,0
2020-08-30,9,0
2020-09-06,10,0
2020-09-13,12,0
2020-09-20,6,0
2020-09-27,10,0
2020-10-04,11,0
2020-10-11,7,0
2020-10-18,6,0
2020-10-25,9,0
2020-11-01,9,0
2020-11-08,8,0
2020-11-15,6,0
2020-11-22,6,0
2020-11-29,5,0
2020-12-06,5,0
2020-12-13,7,0
2020-12-20,5,0
2020-12-27,7,0
2021-01-03,0,0
2021-01-10,6,0
2021-01-17,6,0
2021-01-24,4,0
2021-01-31,5,0
2021-02-07,0,0
2021-02-14,7,0
2021-02-21,8,0
2021-02-28,8,6
2021-03-07,6,0
2021-03-14,7,0
2021-03-21,6,0
2021-03-28,10,0
2021-04-04,7,0
2021-04-11,9,0
2021-04-18,8,0
2021-04-25,6,0
2021-05-02,7,0
2021-05-09,11,5
2021-05-16,15,0
2021-05-23,15,0
2021-05-30,9,0
2021-06-06,16,4
2021-06-13,14,0
2021-06-20,13,0
2021-06-27,9,7
2021-07-04,8,0
2021-07-11,10,0
2021-07-18,10,0
2021-07-25,9,0
2021-08-01,7,0
2021-08-08,9,0
2021-08-15,8,0
2021-08-22,10,0
2021-08-29,6,0
2021-09-05,0,0
2021-09-12,6,0
2021-09-19,7,0
2021-09-26,6,0
2021-10-03,5,0
2021-10-10,5,0
2021-10-17,6,0
2021-10-24,7,0
2021-10-31,0,0
2021-11-07,9,0
2021-11-14,6,0
2021-11-21,7,0
2021-11-28,5,0
2021-12-05,6,0
2021-12-12,7,0
2021-12-19,0,0
2021-12-26,0,0
2022-01-02,7,0
2022-01-09,7,0
2022-01-16,10,0
2022-01-23,8,0
2022-01-30,4,0
2022-02-06,0,0
2022-02-13,5,0
2022-02-20,4,0
2022-02-27,7,0
2022-03-06,6,0
2022-03-13,8,0
2022-03-20,9,0
2022-03-27,12,0
2022-04-03,16,3
2022-04-10,11,4
2022-04-17,18,3
2022-04-24,20,6
2022-05-01,23,8
2022-05-08,27,6
2022-05-15,31,8
2022-05-22,27,8
2022-05-29,29,9
2022-06-05,23,7
2022-06-12,28,9
2022-06-19,28,10
2022-06-26,29,8
2022-07-03,36,12
2022-07-10,27,7
2022-07-17,31,9
2022-07-24,25,11
2022-07-31,26,7
2022-08-07,21,7
2022-08-14,18,6
2022-08-21,19,5
2022-08-28,20,5
2022-09-04,12,4
2022-09-11,12,0
2022-09-18,14,0
2022-09-25,13,5
2022-10-02,9,0
2022-10-09,12,4
2022-10-16,9,4
2022-10-23,12,3
2022-10-30,7,0
2022-11-06,11,5
2022-11-13,10,0
2022-11-20,7,0
2022-11-27,8,0
2022-12-04,8,4
2022-12-11,9,0
2022-12-18,6,0
2022-12-25,10,0
2023-01-01,6,0
2023-01-08,5,0
2023-01-15,7,0
2023-01-22,8,0
2023-01-29,9,5
2023-02-05,9,3
2023-02-12,10,4
2023-02-19,8,0
2023-02-26,9,0
2023-03-05,12,0
2023-03-12,11,6
2023-03-19,12,4
2023-03-26,21,5
2023-04-02,12,5
2023-04-09,17,6
2023-04-16,14,5
2023-04-23,13,5
2023-04-30,13,4
2023-05-07,18,5
2023-05-14,23,6
2023-05-21,16,5
2023-05-28,19,7
2023-06-04,21,6
2023-06-11,20,7
2023-06-18,22,7
2023-06-25,16,4
