Categoria: Todas as categorias

Semana,dengue: (Rondônia),sintomas dengue: (Rondônia)
2019-11-10,11,0
2019-11-17,9,0
2019-11-24,10,0
2019-12-01,9,0
2019-12-08,9,0
2019-12-15,15,0
2019-12-22,12,9
2019-12-29,6,0
2020-01-05,16,0
2020-01-12,15,0
2020-01-19,16,7
2020-01-26,15,7
2020-02-02,16,6
2020-02-09,22,6
2020-02-16,17,5
2020-02-23,27,9
2020-03-01,28,9
2020-03-08,32,8
2020-03-15,40,10
2020-03-22,36,8
2020-03-29,22,6
2020-04-05,19,7
2020-04-12,24,5
2020-04-19,20,4
2020-04-26,18,7
2020-05-03,22,6
2020-05-10,19,4
2020-05-17,24,6
2020-05-24,24,7
2020-05-31,18,6
2020-06-07,19,6
2020-06-14,18,9
2020-06-21,14,0
2020-06-28,14,0
2020-07-05,18,6
2020-07-12,14,0
2020-07-19,12,5
2020-07-26,9,0
2020-08-02,11,0
2020-08-09,8,0
2020-08-16,7,0
2020-08-23,7,0
2020-08-30,7,0
2020-09-06,6,0
2020-09-13,9,0
2020-09-20,8,0
2020-09-27,8,0
2020-10-04,7,0
2020-10-11,5,0
2020-10-18,10,0
2020-10-25,9,0
2020-11-01,7,0
2020-11-08,11,0
2020-11-15,8,0
2020-11-22,9,0
2020-11-29,10,0
2020-12-06,11,0
2020-12-13,11,0
2020-12-20,15,5
2020-12-27,15,6
2021-01-03,13,0
2021-01-10,15,6
2021-01-17,15,6
2021-01-24,19,7
2021-01-31,18,6
2021-02-07,19,6
2021-02-14,17,4
2021-02-21,24,9
2021-02-28,24,8
2021-03-07,24,8
2021-03-14,24,7
2021-03-21,23,5
2021-03-28,19,0
2021-04-04,21,5
2021-04-11,15,0
2021-04-18,13,5
2021-04-25,13,0
2021-05-02,11,5
2021-05-09,12,0
2021-05-16,21,0
2021-05-23,15,0
2021-05-30,12,0
2021-06-06,10,0
2021-06-13,10,0
2021-06-20,10,0
2021-06-27,6,0
2021-07-04,5,0
2021-07-11,0,0
2021-07-18,0,0
2021-07-25,4,0
2021-08-01,5,0
2021-08-08,8,0
2021-08-15,5,0
2021-08-22,0,0
2021-08-29,5,0
2021-09-05,7,0
2021-09-12,0,0
2021-09-19,0,0
2021-09-26,7,0
2021-10-03,8,0
2021-10-10,7,0
2021-10-17,8,0
2021-10-24,11,0
2021-10-31,7,0
2021-11-07,10,0
2021-11-14,8,0
2021-11-21,11,0
2021-11-28,10,0
2021-12-05,12,0
2021-12-12,13,0
2021-12-19,14,0
2021-12-26,16,0
2022-01-02,25,7
2022-01-09,27,11
2022-01-16,30,8
2022-01-23,27,9
2022-01-30,28,8
2022-02-06,30,8
2022-02-13,25,9
2022-02-20,27,8
2022-02-27,27,8
2022-03-06,27,6
2022-03-13,31,5
2022-03-20,38,8
2022-03-27,44,8
2022-04-03,35,9
2022-04-10,38,10
2022-04-17,33,9
2022-04-24,39,9
2022-05-01,32,6
2022-05-08,39,9
2022-05-15,32,12
2022-05-22,32,7
2022-05-29,28,5
2022-06-05,28,6
2022-06-12,28,8
2022-06-19,25,8
2022-06-26,27,8
2022-07-03,21,8
2022-07-10,16,6
2022-07-17,18,7
2022-07-24,15,4
2022-07-31,11,4
2022-08-07,14,5
2022-08-14,13,0
2022-08-21,8,0
2022-08-28,12,0
2022-09-04,7,0
2022-09-11,11,0
2022-09-18,8,0
2022-09-25,7,0
2022-10-02,8,0
2022-10-09,10,0
2022-10-16,13,5
2022-10-23,12,0
2022-10-30,16,3
2022-11-06,14,4
2022-11-13,23,7
2022-11-20,22,7
2022-11-27,28,5
2022-12-04,24,6
2022-12-11,33,12
2022-12-18,39,14
2022-12-25,43,14
2023-01-01,45,13
2023-01-08,49,13
2023-01-15,53,15
2023-01-22,46,17
2023-01-29,42,15
2023-02-05,41,12
2023-02-12,57,13
2023-02-19,48,10
2023-02-26,52,16
2023-03-05,52,14
2023-03-12,50,13
2023-03-19,47,12
2023-03-26,46,11
2023-04-02,38,11
2023-04-09,30,9
2023-04-16,32,8
2023-04-23,24,5
2023-04-30,22,5
2023-05-07,21,6
2023-05-14,21,8
2023-05-21,17,5
2023-05-28,19,7
2023-06-04,11,0
2023-06-11,12,0
2023-06-18,11,3
2023-06-25,9,0
2023-07-02,12,0
2023-07-09,6,0
2023-07-16,6,0
2023-07-23,5,0
2023-07-30,0,0
2023-08-06,7,0
2023-08-13,7,0
2023-08-20,6,0
2023-08-27,7,0
2023-09-03,7,0
2023-09-10,8,0
2023-09-17,7,0
2023-09-24,9,0
2023-10-01,5,0
2023-10-08,6,0
2023-10-15,8,0
2023-10-22,12,0
2023-10-29,5,0
2023-11-05,9,0
2023-11-12,9,0
2023-11-19,7,0
2023-11-26,11,0
2023-12-03,9,0
2023-12-10,10,5
2023-12-17,13,0
2023-12-24,18,0
2023-12-31,20,7
2024-01-07,24,6
2024-01-14,26,9
2024-01-21,33,8
2024-01-28,46,9
2024-02-04,68,18
2024-02-11,95,19
2024-02-18,96,16
2024-02-25,100,23
2024-03-03,81,15
2024-03-10,86,19
2024-03-17,72,11
2024-03-24,52,9
2024-03-31,55,13
2024-04-07,47,12
2024-04-14,42,9
2024-04-21,43,10
2024-04-28,35,7
2024-05-05,26,0
2024-05-12,17,0
2024-05-19,15,0
2024-05-26,15,0
