Categoria: Todas as categorias

Semana,dengue: (Tocantins),sintomas dengue: (Tocantins)
2020-02-16,13,0
2020-02-23,13,0
2020-03-01,11,0
2020-03-08,19,0
2020-03-15,22,0
2020-03-22,20,0
2020-03-29,10,0
2020-04-05,8,0
2020-04-12,10,0
2020-04-19,9,0
2020-04-26,10,0
2020-05-03,8,0
2020-05-10,8,0
2020-05-17,8,0
2020-05-24,7,0
2020-05-31,6,0
2020-06-07,5,0
2020-06-14,5,0
2020-06-21,7,0
2020-06-28,5,0
2020-07-05,5,0
2020-07-12,7,0
2020-07-19,9,0
2020-07-26,5,0
2020-08-02,6,0
2020-08-09,7,0
2020-08-16,5,0
2020-08-23,7,0
2020-08-30,0,0
2020-09-06,0,0
2020-09-13,0,0
2020-09-20,6,0
2020-09-27,0,0
2020-10-04,5,0
2020-10-11,4,0
2020-10-18,6,0
2020-10-25,0,0
2020-11-01,0,0
2020-11-08,4,0
2020-11-15,6,0
2020-11-22,0,0
2020-11-29,6,0
2020-12-06,4,0
2020-12-13,6,0
2020-12-20,6,0
2020-12-27,0,0
2021-01-03,7,0
2021-01-10,6,0
2021-01-17,5,0
2021-01-24,0,0
2021-01-31,0,0
2021-02-07,8,0
2021-02-14,6,0
2021-02-21,10,4
2021-02-28,10,0
2021-03-07,12,7
2021-03-14,9,0
2021-03-21,7,0
2021-03-28,11,6
2021-04-04,6,4
2021-04-11,8,0
2021-04-18,10,0
2021-04-25,10,0
2021-05-02,12,0
2021-05-09,18,4
2021-05-16,23,5
2021-05-23,30,5
2021-05-30,28,6
2021-06-06,22,4
2021-06-13,16,0
2021-06-20,9,0
2021-06-27,10,4
2021-07-04,11,0
2021-07-11,7,0
2021-07-18,0,0
2021-07-25,0,0
2021-08-01,8,0
2021-08-08,8,0
2021-08-15,10,0
2021-08-22,15,0
2021-08-29,11,0
2021-09-05,8,0
2021-09-12,8,0
2021-09-19,6,0
2021-09-26,10,0
2021-10-03,6,0
2021-10-10,8,0
2021-10-17,11,0
2021-10-24,10,0
2021-10-31,11,0
2021-11-07,11,0
2021-11-14,18,0
2021-11-21,26,0
2021-11-28,31,9
2021-12-05,39,10
2021-12-12,45,15
2021-12-19,57,13
2021-12-26,71,25
2022-01-02,100,33
2022-01-09,82,23
2022-01-16,79,24
2022-01-23,72,20
2022-01-30,52,14
2022-02-06,52,16
2022-02-13,41,11
2022-02-20,31,5
2022-02-27,29,7
2022-03-06,33,7
2022-03-13,49,11
2022-03-20,53,9
2022-03-27,43,9
2022-04-03,44,10
2022-04-10,34,10
2022-04-17,36,8
2022-04-24,37,8
2022-05-01,45,8
2022-05-08,44,9
2022-05-15,41,9
2022-05-22,33,8
2022-05-29,28,8
2022-06-05,23,8
2022-06-12,21,0
2022-06-19,19,4
2022-06-26,14,4
2022-07-03,14,4
2022-07-10,13,6
2022-07-17,10,0
2022-07-24,9,4
2022-07-31,6,0
2022-08-07,8,0
2022-08-14,7,0
2022-08-21,9,3
2022-08-28,8,0
2022-09-04,5,0
2022-09-11,7,0
2022-09-18,8,3
2022-09-25,8,0
2022-10-02,3,0
2022-10-09,6,3
2022-10-16,7,0
2022-10-23,8,0
2022-10-30,7,0
2022-11-06,10,0
