Categoria: Todas as categorias

Semana,dengue: (Mato Grosso),sintomas dengue: (Mato Grosso)
2020-02-16,46,9
2020-02-23,43,11
2020-03-01,47,13
2020-03-08,66,16
2020-03-15,81,22
2020-03-22,59,15
2020-03-29,43,11
2020-04-05,41,10
2020-04-12,39,9
2020-04-19,36,6
2020-04-26,36,9
2020-05-03,33,8
2020-05-10,34,9
2020-05-17,26,4
2020-05-24,31,9
2020-05-31,29,9
2020-06-07,30,11
2020-06-14,36,12
2020-06-21,34,11
2020-06-28,29,11
2020-07-05,24,9
2020-07-12,18,6
2020-07-19,19,7
2020-07-26,15,5
2020-08-02,15,4
2020-08-09,12,4
2020-08-16,12,0
2020-08-23,8,0
2020-08-30,7,0
2020-09-06,7,0
2020-09-13,7,0
2020-09-20,10,0
2020-09-27,9,0
2020-10-04,6,0
2020-10-11,6,3
2020-10-18,8,3
2020-10-25,7,0
2020-11-01,9,0
2020-11-08,8,0
2020-11-15,6,0
2020-11-22,9,2
2020-11-29,12,3
2020-12-06,12,3
2020-12-13,15,5
2020-12-20,11,4
2020-12-27,15,6
2021-01-03,18,8
2021-01-10,21,7
2021-01-17,17,5
2021-01-24,17,6
2021-01-31,20,6
2021-02-07,20,6
2021-02-14,19,8
2021-02-21,23,9
2021-02-28,24,8
2021-03-07,27,9
2021-03-14,29,9
2021-03-21,27,10
2021-03-28,25,8
2021-04-04,28,9
2021-04-11,26,9
2021-04-18,27,6
2021-04-25,21,5
2021-05-02,19,5
2021-05-09,23,5
2021-05-16,23,5
2021-05-23,22,7
2021-05-30,23,6
2021-06-06,21,4
2021-06-13,15,5
2021-06-20,17,4
2021-06-27,10,0
2021-07-04,12,4
2021-07-11,12,3
2021-07-18,8,3
2021-07-25,9,4
2021-08-01,8,0
2021-08-08,11,0
2021-08-15,9,0
2021-08-22,9,3
2021-08-29,10,0
2021-09-05,7,0
2021-09-12,7,0
2021-09-19,8,0
2021-09-26,8,0
2021-10-03,5,0
2021-10-10,8,0
2021-10-17,11,0
2021-10-24,9,2
2021-10-31,7,0
2021-11-07,10,0
2021-11-14,13,0
2021-11-21,17,3
2021-11-28,18,4
2021-12-05,22,6
2021-12-12,31,11
2021-12-19,37,10
2021-12-26,42,14
2022-01-02,47,15
