Categoria: Todas as categorias

Semana,dengue: (Mato Grosso),sintomas dengue: (Mato Grosso)
2019-06-02,19,4
2019-06-09,18,6
2019-06-16,19,5
2019-06-23,20,0
2019-06-30,14,0
2019-07-07,9,0
2019-07-14,8,0
2019-07-21,7,0
2019-07-28,7,0
2019-08-04,5,0
2019-08-11,8,0
2019-08-18,7,0
2019-08-25,8,0
2019-09-01,7,0
2019-09-08,6,0
2019-09-15,6,0
2019-09-22,0,0
2019-09-29,7,0
2019-10-06,8,0
2019-10-13,11,0
2019-10-20,10,0
2019-10-27,9,0
2019-11-03,13,0
2019-11-10,12,0
2019-11-17,10,0
2019-11-24,12,0
2019-12-01,12,5
2019-12-08,16,6
2019-12-15,16,0
2019-12-22,19,0
2019-12-29,17,6
2020-01-05,26,7
2020-01-12,40,10
2020-01-19,39,6
2020-01-26,33,9
2020-02-02,47,12
2020-02-09,40,11
2020-02-16,42,11
2020-02-23,39,9
2020-03-01,43,11
2020-03-08,62,14
2020-03-15,78,20
2020-03-22,55,14
2020-03-29,44,11
2020-04-05,36,9
2020-04-12,38,8
2020-04-19,32,5
2020-04-26,32,8
2020-05-03,30,7
2020-05-10,29,7
2020-05-17,24,5
2020-05-24,26,8
2020-05-31,26,7
2020-06-07,29,10
2020-06-14,31,10
2020-06-21,30,11
2020-06-28,26,7
2020-07-05,22,8
2020-07-12,19,6
2020-07-19,19,7
2020-07-26,17,4
2020-08-02,14,5
2020-08-09,14,4
2020-08-16,12,0
2020-08-23,10,0
2020-08-30,7,0
2020-09-06,6,0
2020-09-13,7,0
2020-09-20,11,3
2020-09-27,10,0
2020-10-04,5,0
2020-10-11,5,0
2020-10-18,8,0
2020-10-25,6,0
2020-11-01,9,0
2020-11-08,7,0
2020-11-15,6,0
2020-11-22,10,0
2020-11-29,11,0
2020-12-06,11,4
2020-12-13,13,6
2020-12-20,9,7
2020-12-27,16,7
2021-01-03,13,0
2021-01-10,15,5
2021-01-17,19,6
2021-01-24,15,6
2021-01-31,19,5
2021-02-07,19,8
2021-02-14,17,7
2021-02-21,19,7
2021-02-28,22,6
2021-03-07,28,7
2021-03-14,29,8
2021-03-21,27,9
2021-03-28,24,7
2021-04-04,27,9
2021-04-11,25,6
2021-04-18,22,4
2021-04-25,21,4
2021-05-02,19,5
2021-05-09,22,4
2021-05-16,21,4
2021-05-23,21,4
2021-05-30,20,6
2021-06-06,17,4
2021-06-13,16,5
2021-06-20,15,4
2021-06-27,8,0
2021-07-04,11,4
2021-07-11,14,0
2021-07-18,6,0
2021-07-25,9,0
2021-08-01,7,0
2021-08-08,10,4
2021-08-15,6,0
2021-08-22,10,4
2021-08-29,9,0
2021-09-05,5,0
2021-09-12,8,0
2021-09-19,9,0
2021-09-26,6,0
2021-10-03,5,0
2021-10-10,8,0
2021-10-17,10,0
2021-10-24,8,0
2021-10-31,7,0
2021-11-07,9,0
2021-11-14,12,0
2021-11-21,17,0
2021-11-28,17,4
2021-12-05,22,8
2021-12-12,31,13
2021-12-19,37,9
2021-12-26,39,13
2022-01-02,44,14
2022-01-09,36,11
2022-01-16,48,17
2022-01-23,47,13
2022-01-30,35,7
2022-02-06,31,11
2022-02-13,31,7
