Categoria: Todas as categorias

Semana,dengue: (Mato Grosso do Sul),sintomas dengue: (Mato Grosso do Sul)
2020-01-26,67,16
2020-02-02,70,15
2020-02-09,81,18
2020-02-16,80,19
2020-02-23,84,20
2020-03-01,86,21
2020-03-08,100,23
2020-03-15,93,22
2020-03-22,82,19
2020-03-29,68,16
2020-04-05,64,15
2020-04-12,54,9
2020-04-19,47,8
2020-04-26,47,12
2020-05-03,33,6
2020-05-10,25,4
2020-05-17,30,8
2020-05-24,21,5
2020-05-31,19,4
2020-06-07,19,5
2020-06-14,21,6
2020-06-21,20,5
2020-06-28,16,6
2020-07-05,18,4
2020-07-12,19,5
2020-07-19,17,4
2020-07-26,19,5
2020-08-02,11,3
2020-08-09,12,4
2020-08-16,9,3
2020-08-23,7,2
2020-08-30,10,0
2020-09-06,10,4
2020-09-13,9,2
2020-09-20,11,3
2020-09-27,5,0
2020-10-04,8,0
2020-10-11,5,0
2020-10-18,7,2
2020-10-25,7,3
2020-11-01,8,3
2020-11-08,10,0
2020-11-15,12,3
2020-11-22,12,5
2020-11-29,11,4
2020-12-06,13,4
2020-12-13,12,5
2020-12-20,15,6
2020-12-27,14,4
2021-01-03,14,5
2021-01-10,16,6
2021-01-17,15,5
2021-01-24,18,6
2021-01-31,26,7
2021-02-07,26,11
2021-02-14,26,7
2021-02-21,24,7
2021-02-28,30,12
2021-03-07,31,12
2021-03-14,32,8
2021-03-21,32,12
2021-03-28,30,9
2021-04-04,27,8
2021-04-11,23,6
2021-04-18,26,7
2021-04-25,26,5
2021-05-02,18,4
2021-05-09,21,7
2021-05-16,22,7
2021-05-23,17,6
2021-05-30,21,7
2021-06-06,11,3
2021-06-13,15,3
2021-06-20,13,3
2021-06-27,5,0
2021-07-04,6,0
2021-07-11,7,2
2021-07-18,6,0
2021-07-25,4,0
2021-08-01,5,0
2021-08-08,6,0
2021-08-15,5,0
2021-08-22,7,0
2021-08-29,7,0
2021-09-05,4,0
2021-09-12,5,3
2021-09-19,5,0
2021-09-26,7,0
2021-10-03,5,0
2021-10-10,4,0
2021-10-17,5,0
2021-10-24,6,0
2021-10-31,7,0
2021-11-07,9,0
2021-11-14,7,0
2021-11-21,6,0
2021-11-28,10,0
2021-12-05,7,0
2021-12-12,10,0
2021-12-19,10,0
2021-12-26,9,3
2022-01-02,11,4
2022-01-09,16,6
2022-01-16,17,9
2022-01-23,16,7
2022-01-30,10,0
2022-02-06,17,7
2022-02-13,12,3
2022-02-20,12,2
2022-02-27,15,4
2022-03-06,12,2
2022-03-13,22,6
2022-03-20,21,4
