Categoria: Todas as categorias

Semana,dengue: (Paraíba),sintomas dengue: (Paraíba)
2023-03-05,9,2
2023-03-12,10,3
2023-03-19,10,4
2023-03-26,16,3
2023-04-02,16,6
2023-04-09,18,5
2023-04-16,16,5
2023-04-23,14,4
2023-04-30,15,4
2023-05-07,14,4
2023-05-14,13,3
2023-05-21,10,2
2023-05-28,9,2
2023-06-04,11,3
2023-06-11,7,2
2023-06-18,10,2
2023-06-25,7,2
2023-07-02,8,0
2023-07-09,8,2
2023-07-16,6,2
2023-07-23,8,2
2023-07-30,5,0
2023-08-06,5,0
2023-08-13,7,0
2023-08-20,7,0
2023-08-27,6,0
2023-09-03,5,0
2023-09-10,4,0
2023-09-17,5,0
2023-09-24,7,0
2023-10-01,5,0
2023-10-08,3,0
2023-10-15,5,0
2023-10-22,5,0
2023-10-29,5,0
2023-11-05,5,0
2023-11-12,5,0
2023-11-19,6,0
2023-11-26,5,0
2023-12-03,7,0
2023-12-10,5,0
2023-12-17,5,2
2023-12-24,8,0
2023-12-31,7,2
2024-01-07,5,0
2024-01-14,6,2
2024-01-21,11,4
2024-01-28,16,3
2024-02-04,26,6
2024-02-11,50,14
2024-02-18,88,16
2024-02-25,100,20
2024-03-03,100,20
2024-03-10,81,17
2024-03-17,79,18
2024-03-24,50,13
2024-03-31,55,13
2024-04-07,61,10
2024-04-14,48,10
2024-04-21,41,8
2024-04-28,31,8
2024-05-05,27,5
2024-05-12,21,4
2024-05-19,21,4
2024-05-26,17,3
2024-06-02,17,3
2024-06-09,19,3
2024-06-16,17,3
2024-06-23,14,2
2024-06-30,13,2
2024-07-07,12,3
2024-07-14,14,3
2024-07-21,13,3
2024-07-28,10,2
2024-08-04,9,4
2024-08-11,10,0
2024-08-18,9,2
2024-08-25,10,0
2024-09-01,8,2
2024-09-08,7,0
2024-09-15,6,0
2024-09-22,6,0
2024-09-29,7,3
2024-10-06,6,0
2024-10-13,8,0
2024-10-20,7,0
2024-10-27,7,0
2024-11-03,7,0
2024-11-10,6,0
2024-11-17,7,0
2024-11-24,6,0
2024-12-01,5,0
2024-12-08,4,0
2024-12-15,8,0
2024-12-22,4,0
2024-12-29,6,0
2025-01-05,9,2
2025-01-12,8,1
2025-01-19,10,1
2025-01-26,10,1
