Categoria: Todas as categorias

Semana,dengue: (Rondônia),sintomas dengue: (Rondônia)
2020-02-02,15,0
2020-02-09,24,6
2020-02-16,20,0
2020-02-23,27,8
2020-03-01,29,9
2020-03-08,31,6
2020-03-15,39,10
2020-03-22,38,10
2020-03-29,24,6
2020-04-05,20,0
2020-04-12,22,6
2020-04-19,19,5
2020-04-26,19,5
2020-05-03,20,7
2020-05-10,19,4
2020-05-17,23,7
2020-05-24,24,7
2020-05-31,19,7
2020-06-07,19,0
2020-06-14,16,8
2020-06-21,15,0
2020-06-28,15,0
2020-07-05,17,7
2020-07-12,16,4
2020-07-19,13,4
2020-07-26,9,0
2020-08-02,11,0
2020-08-09,9,0
2020-08-16,8,0
2020-08-23,7,0
2020-08-30,8,0
2020-09-06,8,0
2020-09-13,7,0
2020-09-20,7,0
2020-09-27,10,0
2020-10-04,8,0
2020-10-11,5,0
2020-10-18,8,0
2020-10-25,8,0
2020-11-01,0,0
2020-11-08,9,0
2020-11-15,10,0
2020-11-22,10,0
2020-11-29,12,0
2020-12-06,11,0
2020-12-13,7,0
2020-12-20,12,0
2020-12-27,13,0
2021-01-03,15,7
2021-01-10,16,6
2021-01-17,16,5
2021-01-24,14,8
2021-01-31,12,6
2021-02-07,19,7
2021-02-14,16,5
2021-02-21,24,10
2021-02-28,21,10
2021-03-07,25,7
2021-03-14,24,8
2021-03-21,25,6
2021-03-28,20,0
2021-04-04,20,7
2021-04-11,16,0
2021-04-18,15,4
2021-04-25,13,0
2021-05-02,13,0
2021-05-09,11,0
2021-05-16,15,0
2021-05-23,16,0
2021-05-30,12,0
2021-06-06,11,0
2021-06-13,13,0
2021-06-20,13,0
2021-06-27,5,0
2021-07-04,0,0
2021-07-11,8,0
2021-07-18,5,0
2021-07-25,0,0
2021-08-01,7,0
2021-08-08,7,0
2021-08-15,5,0
2021-08-22,0,0
2021-08-29,0,0
2021-09-05,6,0
2021-09-12,6,0
2021-09-19,0,0
2021-09-26,0,0
2021-10-03,6,0
2021-10-10,6,0
2021-10-17,5,0
2021-10-24,9,0
2021-10-31,10,0
2021-11-07,10,0
2021-11-14,8,0
2021-11-21,13,0
2021-11-28,11,0
2021-12-05,7,0
2021-12-12,11,9
2021-12-19,11,0
2021-12-26,14,0
2022-01-02,25,11
2022-01-09,27,11
2022-01-16,30,9
2022-01-23,27,8
2022-01-30,29,11
2022-02-06,31,8
2022-02-13,26,10
2022-02-20,30,4
2022-02-27,27,9
2022-03-06,30,7
2022-03-13,32,4
2022-03-20,38,8
2022-03-27,44,9
2022-04-03,35,8
2022-04-10,40,8
2022-04-17,34,8
2022-04-24,38,9
2022-05-01,32,6
2022-05-08,37,10
2022-05-15,34,12
2022-05-22,34,7
2022-05-29,26,6
2022-06-05,27,6
2022-06-12,28,8
2022-06-19,27,7
2022-06-26,27,9
2022-07-03,21,7
2022-07-10,18,7
2022-07-17,16,8
2022-07-24,14,6
2022-07-31,10,4
2022-08-07,12,4
2022-08-14,14,5
2022-08-21,11,4
2022-08-28,12,0
2022-09-04,8,0
2022-09-11,11,0
2022-09-18,6,0
2022-09-25,7,0
2022-10-02,9,0
2022-10-09,9,4
2022-10-16,17,4
2022-10-23,12,0
2022-10-30,18,0
2022-11-06,16,4
2022-11-13,22,5
2022-11-20,24,6
2022-11-27,29,7
2022-12-04,24,6
2022-12-11,36,12
2022-12-18,38,11
2022-12-25,47,15
2023-01-01,47,15
2023-01-08,48,14
2023-01-15,54,16
2023-01-22,46,15
2023-01-29,44,16
2023-02-05,43,11
2023-02-12,58,14
2023-02-19,48,11
2023-02-26,52,17
2023-03-05,53,12
2023-03-12,52,13
2023-03-19,48,12
2023-03-26,47,13
2023-04-02,36,13
2023-04-09,31,9
2023-04-16,34,9
2023-04-23,24,3
2023-04-30,23,5
2023-05-07,22,8
2023-05-14,20,6
2023-05-21,18,6
2023-05-28,16,5
2023-06-04,12,0
2023-06-11,14,0
2023-06-18,12,0
2023-06-25,10,0
2023-07-02,12,0
2023-07-09,6,0
2023-07-16,6,0
2023-07-23,8,0
2023-07-30,4,0
2023-08-06,7,0
2023-08-13,0,0
2023-08-20,7,0
2023-08-27,9,0
2023-09-03,6,0
2023-09-10,8,0
2023-09-17,7,0
2023-09-24,11,0
2023-10-01,6,0
2023-10-08,8,0
2023-10-15,10,0
2023-10-22,11,0
2023-10-29,8,0
2023-11-05,10,4
2023-11-12,8,0
2023-11-19,9,0
2023-11-26,11,0
2023-12-03,8,0
2023-12-10,10,5
2023-12-17,17,0
2023-12-24,16,0
2023-12-31,21,7
2024-01-07,24,8
2024-01-14,26,7
2024-01-21,32,5
2024-01-28,46,11
2024-02-04,72,19
2024-02-11,94,16
2024-02-18,98,17
2024-02-25,100,21
2024-03-03,84,15
2024-03-10,87,21
