Categoria: Todas as categorias

Semana,dengue: (Alagoas),sintomas dengue: (Alagoas)
2020-02-02,6,0
2020-02-09,9,0
2020-02-16,12,0
2020-02-23,9,0
2020-03-01,8,0
2020-03-08,13,0
2020-03-15,18,0
2020-03-22,15,0
2020-03-29,16,3
2020-04-05,15,3
2020-04-12,17,3
2020-04-19,13,0
2020-04-26,22,6
2020-05-03,25,8
2020-05-10,26,9
2020-05-17,25,10
2020-05-24,27,8
2020-05-31,28,7
2020-06-07,21,5
2020-06-14,15,5
2020-06-21,16,4
2020-06-28,13,0
2020-07-05,17,0
2020-07-12,13,3
2020-07-19,13,0
2020-07-26,9,0
2020-08-02,13,0
2020-08-09,10,4
2020-08-16,10,0
2020-08-23,10,0
2020-08-30,7,0
2020-09-06,7,0
2020-09-13,6,0
2020-09-20,7,0
2020-09-27,7,4
2020-10-04,5,0
2020-10-11,6,0
2020-10-18,5,0
2020-10-25,5,0
2020-11-01,7,0
2020-11-08,6,0
2020-11-15,4,0
2020-11-22,7,0
2020-11-29,6,0
2020-12-06,4,0
2020-12-13,4,3
2020-12-20,4,0
2020-12-27,4,0
2021-01-03,7,0
2021-01-10,4,0
2021-01-17,5,0
2021-01-24,0,0
2021-01-31,0,0
2021-02-07,3,3
2021-02-14,0,0
2021-02-21,4,0
2021-02-28,6,0
2021-03-07,8,0
2021-03-14,5,0
2021-03-21,7,0
2021-03-28,7,0
2021-04-04,7,0
2021-04-11,8,0
2021-04-18,8,0
2021-04-25,9,0
2021-05-02,10,0
2021-05-09,13,0
2021-05-16,15,3
2021-05-23,20,3
2021-05-30,19,0
2021-06-06,17,4
2021-06-13,18,6
2021-06-20,13,4
2021-06-27,13,0
2021-07-04,21,4
2021-07-11,23,5
2021-07-18,21,4
2021-07-25,23,7
2021-08-01,23,6
2021-08-08,20,5
2021-08-15,25,6
2021-08-22,22,0
2021-08-29,23,4
2021-09-05,17,0
2021-09-12,14,0
2021-09-19,15,3
2021-09-26,11,3
2021-10-03,12,3
2021-10-10,9,4
2021-10-17,14,0
2021-10-24,13,6
2021-10-31,11,3
2021-11-07,13,0
2021-11-14,9,3
2021-11-21,9,0
2021-11-28,9,0
2021-12-05,10,0
2021-12-12,10,0
2021-12-19,8,0
2021-12-26,7,0
2022-01-02,13,4
2022-01-09,9,4
2022-01-16,11,4
2022-01-23,5,0
2022-01-30,8,0
2022-02-06,7,0
2022-02-13,9,2
2022-02-20,8,3
2022-02-27,7,4
2022-03-06,8,0
2022-03-13,11,0
2022-03-20,13,3
2022-03-27,19,5
2022-04-03,21,5
2022-04-10,21,6
2022-04-17,28,9
2022-04-24,51,15
2022-05-01,56,17
2022-05-08,81,24
2022-05-15,96,33
2022-05-22,98,29
2022-05-29,98,28
2022-06-05,89,28
2022-06-12,84,31
2022-06-19,100,39
2022-06-26,91,37
2022-07-03,75,29
2022-07-10,65,19
2022-07-17,62,19
2022-07-24,48,15
2022-07-31,34,11
2022-08-07,34,11
2022-08-14,30,11
2022-08-21,21,5
2022-08-28,18,6
2022-09-04,13,0
2022-09-11,17,5
2022-09-18,17,4
2022-09-25,13,3
2022-10-02,9,0
2022-10-09,8,0
2022-10-16,10,0
2022-10-23,10,0
2022-10-30,8,0
2022-11-06,9,4
2022-11-13,9,0
2022-11-20,9,3
2022-11-27,10,3
2022-12-04,5,0
2022-12-11,9,0
2022-12-18,7,0
2022-12-25,7,4
2023-01-01,8,0
2023-01-08,6,0
2023-01-15,7,3
2023-01-22,4,0
2023-01-29,3,0
2023-02-05,7,3
2023-02-12,10,0
2023-02-19,7,4
2023-02-26,10,3
2023-03-05,11,0
2023-03-12,8,0
2023-03-19,13,3
2023-03-26,17,3
2023-04-02,12,4
2023-04-09,15,3
2023-04-16,11,3
2023-04-23,12,3
2023-04-30,14,5
2023-05-07,13,5
2023-05-14,13,4
2023-05-21,15,4
2023-05-28,17,4
2023-06-04,11,3
2023-06-11,14,4
2023-06-18,10,4
2023-06-25,9,3
2023-07-02,17,3
2023-07-09,15,3
2023-07-16,13,6
2023-07-23,9,4
2023-07-30,8,3
2023-08-06,10,0
2023-08-13,6,0
2023-08-20,7,0
2023-08-27,8,0
2023-09-03,7,0
2023-09-10,9,4
2023-09-17,8,0
2023-09-24,9,0
2023-10-01,7,0
2023-10-08,7,0
2023-10-15,8,0
2023-10-22,7,0
2023-10-29,7,0
2023-11-05,6,0
2023-11-12,6,0
2023-11-19,7,0
2023-11-26,7,0
2023-12-03,9,0
2023-12-10,6,0
2023-12-17,6,0
2023-12-24,5,0
2023-12-31,7,0
2024-01-07,6,0
2024-01-14,8,0
2024-01-21,11,0
2024-01-28,23,3
2024-02-04,29,5
2024-02-11,41,14
2024-02-18,85,21
2024-02-25,95,20
2024-03-03,90,24
2024-03-10,100,23
2024-03-17,100,20
2024-03-24,61,20
2024-03-31,69,14
2024-04-07,75,18
2024-04-14,64,15
2024-04-21,70,17
2024-04-28,60,14
2024-05-05,54,13
2024-05-12,55,14
2024-05-19,55,13
2024-05-26,41,10
2024-06-02,45,9
2024-06-09,68,17
2024-06-16,50,12
2024-06-23,54,13
2024-06-30,43,10
2024-07-07,37,6
2024-07-14,34,8
2024-07-21,38,8
2024-07-28,28,5
2024-08-04,27,4
2024-08-11,20,6
2024-08-18,21,5
2024-08-25,18,4
2024-09-01,17,5
2024-09-08,15,4
2024-09-15,13,0
2024-09-22,14,4
2024-09-29,10,0
2024-10-06,11,0
2024-10-13,13,0
2024-10-20,12,0
2024-10-27,10,0
2024-11-03,12,0
2024-11-10,10,0
2024-11-17,10,0
2024-11-24,9,0
2024-12-01,6,0
2024-12-08,8,0
2024-12-15,0,0
2024-12-22,6,0
2024-12-29,7,0
2025-01-05,7,0
2025-01-12,7,0
2025-01-19,9,1
2025-01-26,9,2
2025-02-02,9,2
