Categoria: Todas as categorias

Semana,dengue: (Alagoas),sintomas dengue: (Alagoas)
2020-03-29,14,0
2020-04-05,16,3
2020-04-12,17,4
2020-04-19,15,3
2020-04-26,22,7
2020-05-03,26,8
2020-05-10,26,9
2020-05-17,25,8
2020-05-24,27,7
2020-05-31,25,6
2020-06-07,21,5
2020-06-14,15,4
2020-06-21,15,4
2020-06-28,13,0
2020-07-05,16,3
2020-07-12,13,4
2020-07-19,13,0
2020-07-26,10,0
2020-08-02,13,0
2020-08-09,10,0
2020-08-16,9,0
2020-08-23,10,0
2020-08-30,7,0
2020-09-06,6,0
2020-09-13,11,0
2020-09-20,6,0
2020-09-27,6,4
2020-10-04,5,0
2020-10-11,6,0
2020-10-18,5,0
2020-10-25,7,0
2020-11-01,6,0
2020-11-08,6,0
2020-11-15,4,0
2020-11-22,6,0
2020-11-29,4,0
2020-12-06,6,0
2020-12-13,4,0
2020-12-20,4,0
2020-12-27,4,0
2021-01-03,5,0
2021-01-10,4,0
2021-01-17,6,0
2021-01-24,3,0
2021-01-31,0,0
2021-02-07,5,0
2021-02-14,7,0
2021-02-21,3,0
2021-02-28,6,0
2021-03-07,6,0
2021-03-14,7,0
2021-03-21,7,0
2021-03-28,8,0
2021-04-04,7,0
2021-04-11,8,0
2021-04-18,6,0
2021-04-25,10,0
2021-05-02,10,0
2021-05-09,13,3
2021-05-16,15,3
2021-05-23,19,4
2021-05-30,20,4
2021-06-06,17,5
2021-06-13,18,5
2021-06-20,13,3
2021-06-27,14,0
2021-07-04,19,4
2021-07-11,22,0
2021-07-18,21,6
2021-07-25,23,7
2021-08-01,25,6
2021-08-08,18,5
2021-08-15,24,7
2021-08-22,22,5
2021-08-29,21,5
2021-09-05,18,0
2021-09-12,14,0
2021-09-19,14,3
2021-09-26,13,4
2021-10-03,12,5
2021-10-10,9,0
2021-10-17,14,0
2021-10-24,12,5
2021-10-31,11,0
2021-11-07,12,0
2021-11-14,10,0
2021-11-21,11,4
2021-11-28,6,0
2021-12-05,9,0
2021-12-12,8,0
2021-12-19,7,4
2021-12-26,6,0
2022-01-02,11,0
2022-01-09,10,0
2022-01-16,11,0
2022-01-23,7,0
2022-01-30,8,0
2022-02-06,8,3
2022-02-13,7,0
2022-02-20,8,0
2022-02-27,7,0
2022-03-06,5,4
2022-03-13,12,2
2022-03-20,13,4
2022-03-27,18,5
2022-04-03,21,4
2022-04-10,20,7
2022-04-17,28,8
2022-04-24,49,15
2022-05-01,56,18
2022-05-08,81,24
2022-05-15,97,33
2022-05-22,96,29
2022-05-29,96,28
2022-06-05,90,26
2022-06-12,85,30
2022-06-19,98,38
2022-06-26,91,36
2022-07-03,73,28
2022-07-10,67,19
2022-07-17,62,20
2022-07-24,47,15
2022-07-31,34,9
2022-08-07,34,11
2022-08-14,31,11
2022-08-21,21,6
2022-08-28,20,6
2022-09-04,13,3
2022-09-11,17,4
2022-09-18,17,4
2022-09-25,12,3
2022-10-02,9,0
2022-10-09,8,2
2022-10-16,11,2
2022-10-23,11,3
2022-10-30,7,0
2022-11-06,8,0
2022-11-13,9,0
2022-11-20,9,3
2022-11-27,9,3
2022-12-04,5,0
2022-12-11,8,0
2022-12-18,7,3
2022-12-25,7,0
2023-01-01,7,0
2023-01-08,6,0
2023-01-15,8,0
2023-01-22,4,0
2023-01-29,4,0
2023-02-05,8,0
2023-02-12,7,0
2023-02-19,7,0
2023-02-26,9,3
2023-03-05,8,0
2023-03-12,9,0
2023-03-19,14,4
2023-03-26,18,4
2023-04-02,14,4
2023-04-09,14,4
2023-04-16,12,5
2023-04-23,12,4
2023-04-30,14,5
2023-05-07,13,5
2023-05-14,14,4
2023-05-21,16,4
2023-05-28,17,3
2023-06-04,13,4
2023-06-11,12,4
2023-06-18,10,3
2023-06-25,10,3
2023-07-02,17,3
2023-07-09,14,3
2023-07-16,13,4
2023-07-23,10,3
2023-07-30,11,3
2023-08-06,9,0
2023-08-13,7,0
2023-08-20,7,0
2023-08-27,8,0
2023-09-03,8,0
2023-09-10,10,0
2023-09-17,9,0
2023-09-24,8,0
2023-10-01,7,0
2023-10-08,7,0
2023-10-15,7,0
2023-10-22,5,0
2023-10-29,8,0
2023-11-05,7,0
2023-11-12,7,0
2023-11-19,7,0
2023-11-26,6,0
2023-12-03,9,0
2023-12-10,7,0
2023-12-17,7,0
2023-12-24,6,0
2023-12-31,8,0
2024-01-07,6,0
2024-01-14,6,0
2024-01-21,10,4
2024-01-28,21,5
2024-02-04,27,8
2024-02-11,44,12
2024-02-18,86,21
2024-02-25,93,18
2024-03-03,89,22
2024-03-10,99,23
2024-03-17,100,19
2024-03-24,59,19
2024-03-31,67,15
2024-04-07,72,18
2024-04-14,67,15
2024-04-21,70,15
2024-04-28,60,16
2024-05-05,54,13
2024-05-12,54,13
2024-05-19,54,15
2024-05-26,40,9
2024-06-02,45,8
2024-06-09,66,17
2024-06-16,52,14
2024-06-23,54,13
2024-06-30,44,9
2024-07-07,37,7
2024-07-14,36,6
2024-07-21,38,9
2024-07-28,27,6
2024-08-04,26,4
2024-08-11,23,5
2024-08-18,20,4
2024-08-25,17,3
2024-09-01,18,5
2024-09-08,15,4
2024-09-15,11,0
2024-09-22,11,0
2024-09-29,9,0
2024-10-06,11,3
2024-10-13,13,0
2024-10-20,13,0
2024-10-27,10,0
2024-11-03,10,0
2024-11-10,10,0
2024-11-17,9,0
2024-11-24,11,0
2024-12-01,5,0
2024-12-08,7,0
2024-12-15,5,0
2024-12-22,6,5
2024-12-29,6,0
2025-01-05,8,0
2025-01-12,8,0
2025-01-19,6,0
2025-01-26,8,0
2025-02-02,9,0
2025-02-09,15,0
2025-02-16,14,0
2025-02-23,12,3
2025-03-02,10,0
2025-03-09,18,0
2025-03-16,13,0
2025-03-23,16,1
2025-03-30,13,2
