Categoria: Todas as categorias

Semana,dengue: (Rondônia),sintomas dengue: (Rondônia)
2019-05-12,10,0
2019-05-19,10,0
2019-05-26,0,0
2019-06-02,12,0
2019-06-09,0,0
2019-06-16,13,0
2019-06-23,12,0
2019-06-30,0,0
2019-07-07,11,0
2019-07-14,0,0
2019-07-21,0,0
2019-07-28,0,0
2019-08-04,0,0
2019-08-11,0,0
2019-08-18,0,0
2019-08-25,0,0
2019-09-01,11,0
2019-09-08,0,0
2019-09-15,0,0
2019-09-22,0,0
2019-09-29,0,0
2019-10-06,0,0
2019-10-13,0,9
2019-10-20,0,0
2019-10-27,10,0
2019-11-03,13,0
2019-11-10,11,0
2019-11-17,7,0
2019-11-24,9,0
2019-12-01,12,0
2019-12-08,0,0
2019-12-15,12,0
2019-12-22,13,0
2019-12-29,0,0
2020-01-05,14,0
2020-01-12,12,0
2020-01-19,15,0
2020-01-26,13,0
2020-02-02,14,0
2020-02-09,27,0
2020-02-16,17,0
2020-02-23,23,0
2020-03-01,25,0
2020-03-08,38,8
2020-03-15,39,11
2020-03-22,37,14
2020-03-29,18,0
2020-04-05,16,0
2020-04-12,18,0
2020-04-19,17,0
2020-04-26,22,0
2020-05-03,25,7
2020-05-10,17,0
2020-05-17,26,10
2020-05-24,21,12
2020-05-31,19,7
2020-06-07,20,0
2020-06-14,19,6
2020-06-21,18,0
2020-06-28,11,0
2020-07-05,19,8
2020-07-12,8,0
2020-07-19,11,0
2020-07-26,11,0
2020-08-02,12,0
2020-08-09,8,0
2020-08-16,8,0
2020-08-23,8,0
2020-08-30,7,0
2020-09-06,8,0
2020-09-13,6,0
2020-09-20,7,0
2020-09-27,6,0
2020-10-04,9,0
2020-10-11,0,0
2020-10-18,0,0
2020-10-25,8,0
2020-11-01,0,0
2020-11-08,8,0
2020-11-15,7,7
2020-11-22,11,0
2020-11-29,12,0
2020-12-06,15,0
2020-12-13,9,0
2020-12-20,11,0
2020-12-27,15,0
2021-01-03,11,0
2021-01-10,15,9
2021-01-17,22,8
2021-01-24,22,7
2021-01-31,12,7
2021-02-07,18,0
2021-02-14,14,0
2021-02-21,24,9
2021-02-28,19,8
2021-03-07,24,0
2021-03-14,25,8
2021-03-21,23,8
2021-03-28,18,0
2021-04-04,16,0
2021-04-11,18,0
2021-04-18,14,0
2021-04-25,11,0
2021-05-02,14,0
2021-05-09,10,0
2021-05-16,14,0
2021-05-23,17,0
2021-05-30,11,0
2021-06-06,10,0
2021-06-13,8,0
2021-06-20,8,6
2021-06-27,0,0
2021-07-04,0,0
2021-07-11,0,0
2021-07-18,0,0
2021-07-25,0,0
2021-08-01,0,0
2021-08-08,0,0
2021-08-15,0,0
2021-08-22,0,0
2021-08-29,0,0
2021-09-05,0,0
2021-09-12,0,0
2021-09-19,0,0
2021-09-26,10,0
2021-10-03,0,0
2021-10-10,10,0
2021-10-17,9,0
2021-10-24,8,0
2021-10-31,0,0
2021-11-07,10,0
2021-11-14,0,0
2021-11-21,11,0
2021-11-28,7,0
2021-12-05,0,0
2021-12-12,12,0
2021-12-19,13,0
2021-12-26,15,0
2022-01-02,23,8
2022-01-09,23,0
2022-01-16,27,7
2022-01-23,25,0
2022-01-30,24,0
2022-02-06,27,12
2022-02-13,25,9
2022-02-20,28,7
2022-02-27,29,10
2022-03-06,26,7
2022-03-13,30,0
2022-03-20,38,7
2022-03-27,38,6
2022-04-03,29,10
2022-04-10,33,10
2022-04-17,30,7
2022-04-24,40,9
2022-05-01,29,7
2022-05-08,31,12
2022-05-15,32,11
2022-05-22,28,6
2022-05-29,29,7
2022-06-05,28,6
2022-06-12,30,8
2022-06-19,24,8
2022-06-26,26,8
2022-07-03,20,8
2022-07-10,21,7
2022-07-17,18,9
2022-07-24,12,7
2022-07-31,12,0
2022-08-07,11,0
2022-08-14,12,0
2022-08-21,10,0
2022-08-28,12,6
2022-09-04,0,0
2022-09-11,9,0
2022-09-18,8,0
2022-09-25,8,0
2022-10-02,11,0
2022-10-09,9,0
2022-10-16,12,0
2022-10-23,10,0
2022-10-30,15,0
2022-11-06,8,0
2022-11-13,23,0
2022-11-20,20,6
2022-11-27,33,6
2022-12-04,27,6
2022-12-11,31,8
2022-12-18,36,14
2022-12-25,42,15
2023-01-01,47,14
2023-01-08,46,13
2023-01-15,47,13
2023-01-22,49,16
2023-01-29,42,12
2023-02-05,40,12
2023-02-12,51,14
2023-02-19,43,9
2023-02-26,50,16
2023-03-05,47,13
2023-03-12,52,10
2023-03-19,44,9
2023-03-26,40,10
2023-04-02,37,9
2023-04-09,23,10
2023-04-16,30,0
2023-04-23,21,0
2023-04-30,23,5
2023-05-07,16,5
2023-05-14,18,8
2023-05-21,15,5
2023-05-28,18,5
2023-06-04,12,0
2023-06-11,16,0
2023-06-18,11,0
2023-06-25,9,0
2023-07-02,14,0
2023-07-09,7,0
2023-07-16,0,0
2023-07-23,0,0
2023-07-30,0,0
2023-08-06,7,0
2023-08-13,6,0
2023-08-20,0,0
2023-08-27,9,0
2023-09-03,0,0
2023-09-10,10,0
2023-09-17,0,0
2023-09-24,8,0
2023-10-01,6,0
2023-10-08,8,0
2023-10-15,6,0
2023-10-22,12,0
2023-10-29,0,0
2023-11-05,10,0
2023-11-12,9,0
2023-11-19,0,0
2023-11-26,12,0
2023-12-03,9,0
2023-12-10,10,6
2023-12-17,16,0
2023-12-24,16,0
2023-12-31,20,0
2024-01-07,25,7
2024-01-14,26,0
2024-01-21,31,7
2024-01-28,45,10
2024-02-04,72,19
2024-02-11,85,18
2024-02-18,92,18
2024-02-25,100,22
2024-03-03,83,24
2024-03-10,78,15
2024-03-17,64,11
2024-03-24,55,10
2024-03-31,54,9
2024-04-07,43,7
2024-04-14,42,9
2024-04-21,37,0
2024-04-28,32,5
2024-05-05,21,4
2024-05-12,20,4
