Categoria: Todas as categorias

Semana,dengue: (Rondônia),sintomas dengue: (Rondônia)
2019-08-18,8,0
2019-08-25,0,0
2019-09-01,0,0
2019-09-08,9,0
2019-09-15,0,0
2019-09-22,0,0
2019-09-29,0,0
2019-10-06,5,0
2019-10-13,0,0
2019-10-20,8,0
2019-10-27,7,0
2019-11-03,10,0
2019-11-10,12,0
2019-11-17,10,0
2019-11-24,11,0
2019-12-01,10,0
2019-12-08,9,0
2019-12-15,14,0
2019-12-22,15,0
2019-12-29,7,0
2020-01-05,15,0
2020-01-12,16,8
2020-01-19,15,6
2020-01-26,15,7
2020-02-02,17,0
2020-02-09,24,9
2020-02-16,19,0
2020-02-23,28,7
2020-03-01,29,8
2020-03-08,33,6
2020-03-15,40,9
2020-03-22,34,9
2020-03-29,23,8
2020-04-05,19,5
2020-04-12,21,4
2020-04-19,20,0
2020-04-26,19,0
2020-05-03,23,6
2020-05-10,18,5
2020-05-17,22,6
2020-05-24,24,8
2020-05-31,20,6
2020-06-07,20,0
2020-06-14,21,7
2020-06-21,15,0
2020-06-28,15,4
2020-07-05,17,5
2020-07-12,14,0
2020-07-19,10,0
2020-07-26,9,0
2020-08-02,11,0
2020-08-09,9,0
2020-08-16,7,0
2020-08-23,8,0
2020-08-30,7,0
2020-09-06,9,0
2020-09-13,8,0
2020-09-20,8,0
2020-09-27,9,0
2020-10-04,7,0
2020-10-11,5,0
2020-10-18,9,0
2020-10-25,8,0
2020-11-01,0,0
2020-11-08,10,0
2020-11-15,8,0
2020-11-22,10,0
2020-11-29,8,0
2020-12-06,9,0
2020-12-13,8,0
2020-12-20,13,0
2020-12-27,10,6
2021-01-03,15,6
2021-01-10,17,7
2021-01-17,18,6
2021-01-24,19,7
2021-01-31,14,5
2021-02-07,18,7
2021-02-14,15,6
2021-02-21,25,8
2021-02-28,22,8
2021-03-07,25,7
2021-03-14,22,7
2021-03-21,24,5
2021-03-28,20,5
2021-04-04,22,5
2021-04-11,16,0
2021-04-18,12,5
2021-04-25,13,0
2021-05-02,14,0
2021-05-09,11,0
2021-05-16,14,0
2021-05-23,15,5
2021-05-30,11,0
2021-06-06,10,0
2021-06-13,13,0
2021-06-20,11,0
2021-06-27,5,0
2021-07-04,4,0
2021-07-11,5,0
2021-07-18,0,0
2021-07-25,0,0
2021-08-01,6,0
2021-08-08,4,0
2021-08-15,0,0
2021-08-22,5,0
2021-08-29,5,0
2021-09-05,5,0
2021-09-12,0,0
2021-09-19,6,0
2021-09-26,0,0
2021-10-03,7,0
2021-10-10,7,0
2021-10-17,7,6
2021-10-24,8,0
2021-10-31,9,0
2021-11-07,8,0
2021-11-14,10,0
2021-11-21,12,0
2021-11-28,11,0
2021-12-05,13,0
2021-12-12,10,0
2021-12-19,18,0
2021-12-26,16,0
2022-01-02,24,10
2022-01-09,29,12
2022-01-16,33,8
2022-01-23,27,8
2022-01-30,30,11
2022-02-06,29,9
2022-02-13,25,6
2022-02-20,30,6
2022-02-27,28,7
2022-03-06,29,7
2022-03-13,32,5
2022-03-20,38,7
2022-03-27,46,8
2022-04-03,37,9
