Categoria: Todas as categorias

Semana,dengue: (Mato Grosso),sintomas dengue: (Mato Grosso)
2019-08-18,11,0
2019-08-25,10,0
2019-09-01,7,0
2019-09-08,7,0
2019-09-15,7,0
2019-09-22,8,0
2019-09-29,8,0
2019-10-06,7,0
2019-10-13,9,0
2019-10-20,8,0
2019-10-27,12,0
2019-11-03,13,3
2019-11-10,12,0
2019-11-17,13,3
2019-11-24,13,4
2019-12-01,14,4
2019-12-08,16,5
2019-12-15,19,5
2019-12-22,16,4
2019-12-29,24,7
2020-01-05,33,9
2020-01-12,42,12
2020-01-19,42,9
2020-01-26,37,10
2020-02-02,45,10
2020-02-09,45,11
2020-02-16,46,9
2020-02-23,45,11
2020-03-01,49,13
2020-03-08,66,17
2020-03-15,82,23
2020-03-22,63,16
2020-03-29,44,11
2020-04-05,42,11
2020-04-12,40,9
2020-04-19,38,7
2020-04-26,35,8
2020-05-03,34,9
2020-05-10,35,9
2020-05-17,26,5
2020-05-24,33,8
2020-05-31,31,9
2020-06-07,31,13
2020-06-14,34,13
2020-06-21,35,11
2020-06-28,31,11
2020-07-05,25,9
2020-07-12,19,5
2020-07-19,19,7
2020-07-26,16,5
2020-08-02,15,5
2020-08-09,14,4
2020-08-16,14,0
2020-08-23,9,0
2020-08-30,7,0
2020-09-06,7,0
2020-09-13,7,0
2020-09-20,11,0
2020-09-27,9,0
2020-10-04,6,0
2020-10-11,7,0
2020-10-18,7,0
2020-10-25,7,3
2020-11-01,9,0
2020-11-08,8,0
2020-11-15,4,0
2020-11-22,11,4
2020-11-29,11,3
2020-12-06,9,3
2020-12-13,13,3
2020-12-20,13,4
2020-12-27,17,7
2021-01-03,17,7
2021-01-10,21,8
2021-01-17,19,6
2021-01-24,17,7
2021-01-31,22,7
2021-02-07,22,7
2021-02-14,20,7
2021-02-21,23,9
2021-02-28,24,8
2021-03-07,27,10
2021-03-14,28,9
2021-03-21,30,11
2021-03-28,26,7
2021-04-04,29,10
2021-04-11,27,8
2021-04-18,27,5
2021-04-25,22,5
2021-05-02,20,5
2021-05-09,23,5
2021-05-16,23,4
2021-05-23,24,7
2021-05-30,21,7
2021-06-06,21,5
2021-06-13,16,5
2021-06-20,18,4
2021-06-27,11,0
2021-07-04,12,4
2021-07-11,13,3
2021-07-18,7,0
2021-07-25,9,2
2021-08-01,7,0
2021-08-08,11,3
2021-08-15,7,0
2021-08-22,9,3
2021-08-29,10,0
2021-09-05,8,0
2021-09-12,8,0
2021-09-19,10,0
2021-09-26,6,0
2021-10-03,6,0
2021-10-10,7,0
2021-10-17,10,0
2021-10-24,10,4
2021-10-31,8,0
2021-11-07,11,0
2021-11-14,13,0
2021-11-21,18,4
2021-11-28,20,5
2021-12-05,24,7
2021-12-12,32,10
2021-12-19,39,10
2021-12-26,43,14
2022-01-02,46,15
2022-01-09,42,11
2022-01-16,50,18
2022-01-23,52,13
2022-01-30,38,10
2022-02-06,33,10
2022-02-13,33,8
2022-02-20,34,9
2022-02-27,35,7
2022-03-06,32,6
2022-03-13,37,9
2022-03-20,38,9
2022-03-27,38,8
2022-04-03,43,9
2022-04-10,39,9
2022-04-17,47,10
2022-04-24,45,10
2022-05-01,38,9
2022-05-08,38,10
2022-05-15,32,9
2022-05-22,31,9
2022-05-29,28,7
2022-06-05,25,7
2022-06-12,21,7
2022-06-19,27,8
2022-06-26,28,8
2022-07-03,21,8
2022-07-10,21,7
2022-07-17,15,6
2022-07-24,15,6
2022-07-31,13,4
2022-08-07,7,3
2022-08-14,9,0
2022-08-21,11,4
2022-08-28,11,4
2022-09-04,11,3
2022-09-11,10,0
2022-09-18,9,2
2022-09-25,10,2
2022-10-02,11,2
