Categoria: Todas as categorias

Semana,dengue: (Amazonas),sintomas dengue: (Amazonas)
2019-07-28,7,0
2019-08-04,7,0
2019-08-11,0,0
2019-08-18,8,0
2019-08-25,6,0
2019-09-01,6,0
2019-09-08,5,0
2019-09-15,8,0
2019-09-22,9,0
2019-09-29,8,0
2019-10-06,9,0
2019-10-13,7,0
2019-10-20,7,0
2019-10-27,10,4
2019-11-03,11,0
2019-11-10,11,0
2019-11-17,10,0
2019-11-24,12,0
2019-12-01,8,0
2019-12-08,8,0
2019-12-15,9,6
2019-12-22,8,0
2019-12-29,13,0
2020-01-05,11,0
2020-01-12,11,4
2020-01-19,7,0
2020-01-26,15,4
2020-02-02,13,0
2020-02-09,16,4
2020-02-16,18,0
2020-02-23,15,5
2020-03-01,17,0
2020-03-08,21,4
2020-03-15,28,7
2020-03-22,25,6
2020-03-29,23,5
2020-04-05,29,10
2020-04-12,27,9
2020-04-19,26,12
2020-04-26,20,10
2020-05-03,12,3
2020-05-10,12,4
2020-05-17,9,0
2020-05-24,14,3
2020-05-31,14,4
2020-06-07,11,3
2020-06-14,11,0
2020-06-21,10,0
2020-06-28,7,0
2020-07-05,10,0
2020-07-12,11,0
2020-07-19,12,0
2020-07-26,8,0
2020-08-02,8,0
2020-08-09,7,0
2020-08-16,5,0
2020-08-23,7,0
2020-08-30,8,0
2020-09-06,7,5
2020-09-13,8,0
2020-09-20,8,0
2020-09-27,6,0
2020-10-04,8,0
2020-10-11,9,0
2020-10-18,11,0
2020-10-25,9,4
2020-11-01,7,0
2020-11-08,9,0
2020-11-15,11,0
2020-11-22,12,0
2020-11-29,12,0
2020-12-06,10,0
2020-12-13,13,5
2020-12-20,13,4
2020-12-27,20,9
2021-01-03,25,11
2021-01-10,19,9
2021-01-17,22,6
2021-01-24,23,6
2021-01-31,19,4
2021-02-07,20,4
2021-02-14,21,8
2021-02-21,25,7
2021-02-28,26,9
2021-03-07,17,6
2021-03-14,20,5
2021-03-21,24,6
2021-03-28,22,4
2021-04-04,20,6
2021-04-11,21,4
2021-04-18,24,5
2021-04-25,21,6
2021-05-02,21,6
2021-05-09,21,5
2021-05-16,22,6
2021-05-23,18,5
2021-05-30,14,0
2021-06-06,14,0
2021-06-13,16,0
2021-06-20,13,5
2021-06-27,12,0
2021-07-04,12,3
2021-07-11,13,0
2021-07-18,11,0
2021-07-25,10,3
2021-08-01,17,0
2021-08-08,11,0
2021-08-15,14,0
2021-08-22,11,0
2021-08-29,8,0
2021-09-05,8,0
2021-09-12,10,0
2021-09-19,9,0
2021-09-26,10,0
2021-10-03,6,0
2021-10-10,6,0
2021-10-17,8,3
2021-10-24,8,0
2021-10-31,7,0
2021-11-07,6,0
2021-11-14,8,0
2021-11-21,7,0
2021-11-28,8,0
2021-12-05,5,0
2021-12-12,9,0
2021-12-19,9,0
2021-12-26,5,0
2022-01-02,7,4
2022-01-09,12,0
2022-01-16,11,0
2022-01-23,10,4
2022-01-30,8,0
2022-02-06,6,0
2022-02-13,11,0
2022-02-20,13,2
2022-02-27,11,0
2022-03-06,12,0
2022-03-13,14,3
2022-03-20,19,2
2022-03-27,17,3
2022-04-03,16,2
2022-04-10,16,5
2022-04-17,15,4
2022-04-24,16,0
2022-05-01,18,4
2022-05-08,17,5
2022-05-15,20,5
2022-05-22,19,5
2022-05-29,17,5
2022-06-05,18,5
2022-06-12,19,4
2022-06-19,14,3
2022-06-26,10,0
2022-07-03,10,3
2022-07-10,7,0
2022-07-17,13,3
2022-07-24,11,3
2022-07-31,9,0
2022-08-07,7,3
2022-08-14,9,0
2022-08-21,9,0
2022-08-28,9,3
2022-09-04,9,0
2022-09-11,9,0
2022-09-18,9,0
2022-09-25,8,0
2022-10-02,6,0
2022-10-09,7,0
2022-10-16,12,0
2022-10-23,9,0
2022-10-30,7,0
2022-11-06,13,0
2022-11-13,10,0
2022-11-20,11,0
2022-11-27,12,0
2022-12-04,10,0
2022-12-11,10,3
2022-12-18,12,0
2022-12-25,11,4
2023-01-01,8,4
2023-01-08,11,4
2023-01-15,11,3
2023-01-22,10,3
2023-01-29,14,5
2023-02-05,12,0
2023-02-12,18,6
2023-02-19,16,3
2023-02-26,19,3
2023-03-05,16,4
2023-03-12,18,4
2023-03-19,19,6
2023-03-26,21,4
2023-04-02,14,4
2023-04-09,18,4
2023-04-16,16,4
2023-04-23,16,3
2023-04-30,14,4
2023-05-07,17,5
2023-05-14,17,5
2023-05-21,15,4
2023-05-28,14,4
2023-06-04,11,3
2023-06-11,12,4
2023-06-18,11,3
2023-06-25,10,3
2023-07-02,13,0
2023-07-09,12,0
2023-07-16,9,4
2023-07-23,9,3
2023-07-30,9,0
2023-08-06,10,0
2023-08-13,10,3
2023-08-20,7,0
2023-08-27,9,0
2023-09-03,5,0
2023-09-10,8,0
2023-09-17,10,4
2023-09-24,7,0
2023-10-01,7,0
2023-10-08,5,0
2023-10-15,8,0
2023-10-22,5,0
2023-10-29,8,3
2023-11-05,10,0
2023-11-12,11,0
2023-11-19,8,0
2023-11-26,11,0
2023-12-03,12,0
2023-12-10,19,7
2023-12-17,28,10
2023-12-24,56,17
2023-12-31,96,32
2024-01-07,89,25
2024-01-14,90,26
2024-01-21,92,24
2024-01-28,73,20
2024-02-04,82,24
2024-02-11,87,22
2024-02-18,100,24
2024-02-25,98,22
2024-03-03,85,17
2024-03-10,72,14
2024-03-17,65,15
2024-03-24,48,10
2024-03-31,46,13
2024-04-07,42,12
2024-04-14,52,11
2024-04-21,39,8
2024-04-28,29,6
2024-05-05,24,5
2024-05-12,17,4
2024-05-19,20,0
2024-05-26,17,0
2024-06-02,19,4
2024-06-09,21,0
2024-06-16,17,5
2024-06-23,15,0
2024-06-30,11,0
2024-07-07,11,0
2024-07-14,11,1
2024-07-21,12,2
2024-07-28,13,2
