"ew_start","sum_of_cases"
2017-12-31,37
2018-01-07,45
2018-01-14,54
2018-01-21,31
2018-01-28,30
2018-02-04,25
2018-02-11,33
2018-02-18,29
2018-02-25,27
2018-03-04,25
2018-03-11,26
2018-03-18,16
2018-03-25,18
2018-04-01,16
2018-04-04,23
2018-04-15,19
2018-04-22,30
2018-04-29,23
2018-05-06,17
2018-05-13,7
2018-05-20,11
2018-05-27,10
2018-06-03,12
2018-06-10,7
2018-06-17,6
2018-06-24,5
2018-07-01,5
2018-07-08,6
2018-07-15,10
2018-07-22,6
2018-07-29,12
2018-08-05,6
2018-08-12,7
2018-08-19,5
2018-08-26,4
2018-09-02,3
2018-09-09,6
2018-09-16,3
2018-09-23,7
2018-09-30,9
2018-10-07,10
2018-10-14,9
2018-10-21,12
2018-10-28,14
2018-11-04,9
2018-11-11,11
2018-11-18,4
2018-11-25,12
2018-12-02,14
2018-12-09,8
2018-12-16,9
2018-12-23,10
2018-12-30,40
2019-01-06,34
2019-01-13,31
2019-01-20,23
2019-01-27,19
2019-02-03,30
2019-02-10,46
2019-02-17,33
2019-02-24,36
2019-03-03,54
2019-03-10,61
2019-03-17,82
2019-03-24,108
2019-03-31,137
2019-04-07,167
2019-04-14,194
2019-04-21,317
2019-04-28,339
2019-05-05,280
2019-05-12,376
2019-05-19,291
2019-05-26,203
2019-06-02,155
2019-06-09,180
2019-06-16,125
2019-06-23,97
2019-06-30,55
2019-07-07,37
2019-07-14,37
2019-07-21,38
2019-07-28,46
2019-08-04,29
2019-08-11,21
2019-08-18,23
2019-08-25,28
2019-09-01,23
2019-09-08,17
2019-09-15,17
2019-09-22,28
2019-09-29,22
2019-10-06,23
2019-10-13,20
2019-10-20,20
2019-10-27,19
2019-11-03,29
2019-11-10,26
2019-11-17,38
2019-11-24,30
2019-12-01,28
2019-12-08,28
2019-12-15,28
2019-12-22,16
2019-12-29,26
2020-01-05,58
2020-01-12,48
2020-01-19,29
2020-01-26,51
2020-02-02,60
2020-02-09,94
2020-02-16,168
2020-02-23,235
2020-03-01,287
2020-03-08,310
2020-03-15,244
2020-03-22,395
2020-03-29,628
2020-04-05,659
2020-04-12,452
2020-04-19,465
2020-04-26,372
2020-05-03,336
2020-05-10,275
2020-05-17,235
2020-05-24,122
2020-05-31,77
2020-06-07,82
2020-06-14,84
2020-06-21,53
2020-06-28,32
2020-07-05,32
2020-07-12,30
2020-07-19,37
2020-07-26,30
2020-08-02,20
2020-08-09,21
2020-08-16,16
2020-08-23,11
2020-08-30,9
2020-09-06,20
2020-09-13,20
2020-09-20,28
2020-09-27,26
2020-10-04,19
2020-10-11,36
2020-10-18,39
2020-10-25,20
2020-11-01,39
2020-11-08,34
2020-11-15,32
2020-11-22,24
2020-11-29,27
2020-12-06,26
2020-12-13,30
2020-12-20,19
2020-12-27,19
2021-01-03,32
2021-01-10,44
2021-01-17,74
2021-01-24,81
2021-01-31,113
2021-02-07,180
