Categoria: Todas as categorias

Semana,dengue: (Amazonas),sintomas dengue: (Amazonas)
2019-09-29,7,0
2019-10-06,7,0
2019-10-13,7,0
2019-10-20,8,0
2019-10-27,9,0
2019-11-03,12,0
2019-11-10,10,0
2019-11-17,9,0
2019-11-24,14,0
2019-12-01,9,0
2019-12-08,9,0
2019-12-15,7,0
2019-12-22,7,0
2019-12-29,14,0
2020-01-05,12,5
2020-01-12,12,0
2020-01-19,6,0
2020-01-26,15,4
2020-02-02,11,0
2020-02-09,16,4
2020-02-16,16,3
2020-02-23,19,4
2020-03-01,18,0
2020-03-08,20,4
2020-03-15,28,6
2020-03-22,24,6
2020-03-29,22,7
2020-04-05,28,11
2020-04-12,28,8
2020-04-19,25,9
2020-04-26,18,8
2020-05-03,12,4
2020-05-10,11,4
2020-05-17,8,0
2020-05-24,14,0
2020-05-31,13,4
2020-06-07,10,0
2020-06-14,10,3
2020-06-21,11,0
2020-06-28,7,0
2020-07-05,10,0
2020-07-12,11,0
2020-07-19,11,0
2020-07-26,6,0
2020-08-02,12,0
2020-08-09,6,0
2020-08-16,6,0
2020-08-23,8,0
2020-08-30,7,0
2020-09-06,8,0
2020-09-13,7,0
2020-09-20,8,0
2020-09-27,6,0
2020-10-04,8,4
2020-10-11,9,0
2020-10-18,12,0
2020-10-25,8,0
2020-11-01,7,0
2020-11-08,8,0
2020-11-15,10,0
2020-11-22,11,0
2020-11-29,11,0
2020-12-06,11,0
2020-12-13,14,4
2020-12-20,13,0
2020-12-27,17,9
2021-01-03,24,11
2021-01-10,19,9
2021-01-17,22,7
2021-01-24,22,4
2021-01-31,17,4
2021-02-07,18,3
2021-02-14,21,7
2021-02-21,25,9
2021-02-28,25,9
2021-03-07,18,6
2021-03-14,20,5
2021-03-21,24,6
2021-03-28,21,6
2021-04-04,20,4
2021-04-11,20,4
2021-04-18,24,5
2021-04-25,20,6
2021-05-02,21,4
2021-05-09,19,5
2021-05-16,22,8
2021-05-23,19,4
2021-05-30,16,0
2021-06-06,15,4
2021-06-13,18,3
2021-06-20,13,4
2021-06-27,12,0
2021-07-04,10,3
2021-07-11,14,0
2021-07-18,8,0
2021-07-25,12,0
2021-08-01,12,0
2021-08-08,10,0
2021-08-15,12,0
2021-08-22,8,0
2021-08-29,9,0
2021-09-05,8,0
2021-09-12,11,3
2021-09-19,9,0
2021-09-26,11,0
2021-10-03,5,0
2021-10-10,6,0
2021-10-17,9,0
2021-10-24,6,0
2021-10-31,5,0
2021-11-07,8,0
2021-11-14,8,0
2021-11-21,9,0
2021-11-28,6,0
2021-12-05,6,0
2021-12-12,8,0
2021-12-19,9,0
2021-12-26,4,0
2022-01-02,9,0
2022-01-09,11,0
2022-01-16,12,5
2022-01-23,9,3
2022-01-30,8,0
2022-02-06,7,0
2022-02-13,10,3
2022-02-20,13,2
2022-02-27,10,0
2022-03-06,11,2
2022-03-13,15,2
2022-03-20,19,4
2022-03-27,16,3
2022-04-03,16,2
2022-04-10,16,3
2022-04-17,15,3
2022-04-24,16,2
2022-05-01,18,3
2022-05-08,16,4
2022-05-15,18,5
2022-05-22,18,4
2022-05-29,17,6
2022-06-05,18,6
2022-06-12,18,3
2022-06-19,13,3
2022-06-26,9,0
2022-07-03,10,0
2022-07-10,7,3
2022-07-17,13,3
2022-07-24,11,4
2022-07-31,10,0
2022-08-07,11,3
2022-08-14,9,3
2022-08-21,9,0
2022-08-28,8,0
2022-09-04,8,0
2022-09-11,9,0
2022-09-18,9,0
2022-09-25,8,0
2022-10-02,6,0
2022-10-09,8,0
2022-10-16,11,0
2022-10-23,9,0
2022-10-30,7,0
2022-11-06,13,0
2022-11-13,10,0
2022-11-20,11,3
2022-11-27,13,0
2022-12-04,9,0
2022-12-11,10,0
2022-12-18,10,0
2022-12-25,11,4
2023-01-01,7,3
2023-01-08,8,4
2023-01-15,9,4
2023-01-22,10,0
2023-01-29,15,5
2023-02-05,12,3
2023-02-12,17,5
2023-02-19,17,3
2023-02-26,19,3
2023-03-05,16,4
2023-03-12,17,5
2023-03-19,20,5
2023-03-26,19,4
2023-04-02,14,4
2023-04-09,17,4
2023-04-16,15,3
2023-04-23,16,5
2023-04-30,14,5
2023-05-07,17,5
2023-05-14,17,5
2023-05-21,14,3
2023-05-28,14,3
2023-06-04,10,3
2023-06-11,11,3
2023-06-18,12,2
2023-06-25,10,3
2023-07-02,15,0
2023-07-09,11,0
2023-07-16,10,4
2023-07-23,9,0
2023-07-30,6,0
2023-08-06,10,0
2023-08-13,12,3
2023-08-20,9,0
2023-08-27,9,0
2023-09-03,6,0
2023-09-10,9,0
2023-09-17,10,3
2023-09-24,9,0
2023-10-01,7,0
2023-10-08,5,0
2023-10-15,7,0
2023-10-22,6,0
2023-10-29,7,0
2023-11-05,9,0
2023-11-12,12,3
2023-11-19,10,0
2023-11-26,12,0
2023-12-03,13,3
2023-12-10,19,5
2023-12-17,27,9
2023-12-24,53,17
2023-12-31,92,31
2024-01-07,85,25
2024-01-14,88,28
2024-01-21,90,24
2024-01-28,70,19
2024-02-04,79,22
2024-02-11,84,23
2024-02-18,100,23
2024-02-25,95,20
2024-03-03,82,16
2024-03-10,72,14
2024-03-17,61,15
2024-03-24,50,9
2024-03-31,49,12
2024-04-07,42,12
2024-04-14,48,10
2024-04-21,39,9
2024-04-28,27,6
2024-05-05,22,4
2024-05-12,18,3
2024-05-19,18,5
2024-05-26,18,0
2024-06-02,19,4
2024-06-09,19,3
2024-06-16,17,3
2024-06-23,17,0
2024-06-30,9,0
2024-07-07,11,0
2024-07-14,13,0
2024-07-21,10,0
2024-07-28,11,0
2024-08-04,9,0
2024-08-11,8,0
2024-08-18,12,3
2024-08-25,8,0
2024-09-01,0,0
2024-09-08,11,0
2024-09-15,11,<1
2024-09-22,8,1
2024-09-29,8,1
