Categoria: Todas as categorias

Semana,dengue: (Amazonas),sintomas dengue: (Amazonas)
2019-09-15,8,0
2019-09-22,7,0
2019-09-29,7,0
2019-10-06,7,0
2019-10-13,6,0
2019-10-20,9,0
2019-10-27,10,0
2019-11-03,11,0
2019-11-10,11,0
2019-11-17,10,0
2019-11-24,12,0
2019-12-01,10,0
2019-12-08,9,0
2019-12-15,6,0
2019-12-22,8,0
2019-12-29,13,0
2020-01-05,12,4
2020-01-12,11,0
2020-01-19,9,0
2020-01-26,15,0
2020-02-02,13,0
2020-02-09,16,4
2020-02-16,15,0
2020-02-23,15,4
2020-03-01,19,0
2020-03-08,20,0
2020-03-15,27,7
2020-03-22,24,5
2020-03-29,22,6
2020-04-05,28,11
2020-04-12,27,10
2020-04-19,25,11
2020-04-26,19,8
2020-05-03,12,4
2020-05-10,12,4
2020-05-17,7,0
2020-05-24,14,0
2020-05-31,13,4
2020-06-07,12,3
2020-06-14,10,0
2020-06-21,9,0
2020-06-28,6,0
2020-07-05,10,0
2020-07-12,11,0
2020-07-19,11,0
2020-07-26,8,0
2020-08-02,10,0
2020-08-09,6,0
2020-08-16,5,0
2020-08-23,8,0
2020-08-30,7,0
2020-09-06,8,3
2020-09-13,7,3
2020-09-20,9,0
2020-09-27,6,0
2020-10-04,8,0
2020-10-11,8,0
2020-10-18,10,0
2020-10-25,8,0
2020-11-01,6,0
2020-11-08,7,0
2020-11-15,10,4
2020-11-22,12,0
2020-11-29,10,0
2020-12-06,12,0
2020-12-13,12,4
2020-12-20,14,4
2020-12-27,18,7
2021-01-03,24,10
2021-01-10,18,8
2021-01-17,22,6
2021-01-24,22,6
2021-01-31,17,4
2021-02-07,18,4
2021-02-14,21,7
2021-02-21,24,6
2021-02-28,25,8
2021-03-07,17,7
2021-03-14,19,4
2021-03-21,25,7
2021-03-28,21,0
2021-04-04,19,5
2021-04-11,20,3
2021-04-18,25,6
2021-04-25,21,5
2021-05-02,20,4
2021-05-09,19,4
2021-05-16,22,6
2021-05-23,19,4
2021-05-30,14,0
2021-06-06,14,4
2021-06-13,14,3
2021-06-20,13,4
2021-06-27,10,3
2021-07-04,11,3
2021-07-11,12,0
2021-07-18,9,4
2021-07-25,11,0
2021-08-01,11,0
2021-08-08,12,0
2021-08-15,12,0
2021-08-22,10,0
2021-08-29,9,0
2021-09-05,7,0
2021-09-12,10,0
2021-09-19,9,0
2021-09-26,12,0
2021-10-03,6,0
2021-10-10,7,0
2021-10-17,9,0
2021-10-24,6,0
2021-10-31,7,0
2021-11-07,4,0
2021-11-14,9,0
2021-11-21,8,0
2021-11-28,8,5
2021-12-05,6,0
2021-12-12,7,0
2021-12-19,7,0
2021-12-26,6,0
2022-01-02,7,4
2022-01-09,9,0
2022-01-16,11,5
2022-01-23,9,0
2022-01-30,8,0
2022-02-06,7,0
2022-02-13,10,2
2022-02-20,13,3
2022-02-27,11,0
2022-03-06,11,0
2022-03-13,14,3
2022-03-20,18,4
2022-03-27,16,3
2022-04-03,16,2
2022-04-10,16,3
2022-04-17,14,4
2022-04-24,15,2
2022-05-01,16,4
2022-05-08,16,4
2022-05-15,19,4
2022-05-22,17,5
2022-05-29,16,6
2022-06-05,18,4
2022-06-12,18,4
2022-06-19,13,4
2022-06-26,10,0
2022-07-03,10,3
2022-07-10,7,0
2022-07-17,12,4
2022-07-24,12,0
2022-07-31,10,0
2022-08-07,8,0
2022-08-14,10,0
2022-08-21,8,0
2022-08-28,9,0
2022-09-04,7,0
2022-09-11,9,0
2022-09-18,9,2
2022-09-25,9,0
2022-10-02,6,3
2022-10-09,7,0
2022-10-16,11,3
2022-10-23,9,0
2022-10-30,8,3
2022-11-06,13,3
2022-11-13,11,0
2022-11-20,11,0
2022-11-27,13,0
2022-12-04,10,0
2022-12-11,10,0
2022-12-18,10,0
2022-12-25,13,4
2023-01-01,9,4
2023-01-08,9,3
2023-01-15,9,3
2023-01-22,10,0
2023-01-29,13,5
2023-02-05,11,3
2023-02-12,17,6
2023-02-19,17,4
2023-02-26,19,4
2023-03-05,15,4
2023-03-12,16,6
2023-03-19,19,5
2023-03-26,19,4
2023-04-02,14,4
2023-04-09,17,4
2023-04-16,15,3
2023-04-23,16,4
2023-04-30,14,4
2023-05-07,15,5
2023-05-14,17,5
2023-05-21,14,5
2023-05-28,13,4
2023-06-04,10,4
2023-06-11,11,3
2023-06-18,10,2
2023-06-25,10,3
2023-07-02,13,0
2023-07-09,12,3
2023-07-16,10,3
2023-07-23,9,0
2023-07-30,8,0
2023-08-06,12,0
2023-08-13,10,2
2023-08-20,8,0
2023-08-27,8,0
2023-09-03,4,0
2023-09-10,9,0
2023-09-17,10,3
2023-09-24,9,0
2023-10-01,7,0
2023-10-08,5,0
2023-10-15,7,0
2023-10-22,4,0
2023-10-29,8,0
2023-11-05,10,0
2023-11-12,12,0
2023-11-19,10,0
2023-11-26,11,0
2023-12-03,14,2
2023-12-10,20,5
2023-12-17,28,9
2023-12-24,54,16
2023-12-31,91,33
2024-01-07,84,24
2024-01-14,85,25
2024-01-21,89,24
2024-01-28,69,18
2024-02-04,79,24
2024-02-11,82,22
2024-02-18,100,22
2024-02-25,93,21
2024-03-03,81,15
2024-03-10,70,14
2024-03-17,62,15
2024-03-24,45,8
2024-03-31,47,12
2024-04-07,41,13
2024-04-14,51,10
2024-04-21,39,9
2024-04-28,28,6
2024-05-05,22,5
2024-05-12,17,3
2024-05-19,20,4
2024-05-26,18,0
2024-06-02,19,5
2024-06-09,21,3
2024-06-16,17,4
2024-06-23,14,3
2024-06-30,10,0
2024-07-07,10,0
2024-07-14,12,0
2024-07-21,9,0
2024-07-28,12,0
2024-08-04,8,0
2024-08-11,9,0
2024-08-18,11,0
2024-08-25,8,0
2024-09-01,7,1
2024-09-08,9,2
2024-09-15,6,0
