Categoria: Todas as categorias

Semana,dengue: (Alagoas),sintomas dengue: (Alagoas)
2019-09-15,19,0
2019-09-22,15,0
2019-09-29,10,4
2019-10-06,11,0
2019-10-13,13,4
2019-10-20,10,0
2019-10-27,9,0
2019-11-03,9,0
2019-11-10,9,0
2019-11-17,8,0
2019-11-24,10,0
2019-12-01,6,0
2019-12-08,5,0
2019-12-15,4,0
2019-12-22,7,0
2019-12-29,0,0
2020-01-05,5,0
2020-01-12,7,0
2020-01-19,4,0
2020-01-26,6,0
2020-02-02,7,0
2020-02-09,7,0
2020-02-16,13,0
2020-02-23,9,0
2020-03-01,8,0
2020-03-08,14,4
2020-03-15,18,0
2020-03-22,15,3
2020-03-29,13,0
2020-04-05,16,3
2020-04-12,16,3
2020-04-19,14,3
2020-04-26,22,7
2020-05-03,26,7
2020-05-10,26,10
2020-05-17,25,8
2020-05-24,28,8
2020-05-31,29,7
2020-06-07,21,6
2020-06-14,14,5
2020-06-21,16,6
2020-06-28,11,0
2020-07-05,16,3
2020-07-12,13,4
2020-07-19,13,0
2020-07-26,10,0
2020-08-02,13,0
2020-08-09,8,0
2020-08-16,10,0
2020-08-23,10,0
2020-08-30,7,0
2020-09-06,6,0
2020-09-13,7,0
2020-09-20,7,0
2020-09-27,6,0
2020-10-04,5,0
2020-10-11,6,0
2020-10-18,4,0
2020-10-25,5,0
2020-11-01,6,0
2020-11-08,6,0
2020-11-15,3,0
2020-11-22,6,0
2020-11-29,6,0
2020-12-06,6,0
2020-12-13,4,0
2020-12-20,5,0
2020-12-27,4,0
2021-01-03,6,0
2021-01-10,3,0
2021-01-17,7,0
2021-01-24,4,0
2021-01-31,0,0
2021-02-07,4,0
2021-02-14,4,0
2021-02-21,3,0
2021-02-28,7,0
2021-03-07,7,0
2021-03-14,6,0
2021-03-21,7,0
2021-03-28,5,0
2021-04-04,8,0
2021-04-11,7,0
2021-04-18,7,0
2021-04-25,9,0
2021-05-02,10,0
2021-05-09,13,0
2021-05-16,15,3
2021-05-23,18,4
2021-05-30,19,4
2021-06-06,19,4
2021-06-13,19,6
2021-06-20,14,3
2021-06-27,12,0
2021-07-04,21,4
2021-07-11,22,6
2021-07-18,21,5
2021-07-25,21,6
2021-08-01,25,6
2021-08-08,20,5
2021-08-15,23,7
2021-08-22,22,5
2021-08-29,22,3
2021-09-05,15,0
2021-09-12,13,0
2021-09-19,14,4
2021-09-26,12,3
2021-10-03,12,0
2021-10-10,9,0
2021-10-17,14,4
2021-10-24,13,4
2021-10-31,10,0
2021-11-07,12,0
2021-11-14,12,0
2021-11-21,13,0
2021-11-28,7,0
2021-12-05,9,0
2021-12-12,8,3
2021-12-19,7,0
2021-12-26,5,0
2022-01-02,11,4
2022-01-09,10,0
2022-01-16,10,5
2022-01-23,7,0
2022-01-30,10,0
2022-02-06,8,0
2022-02-13,8,0
2022-02-20,8,0
2022-02-27,7,0
2022-03-06,7,0
2022-03-13,11,2
2022-03-20,13,4
2022-03-27,18,5
2022-04-03,20,6
2022-04-10,20,7
2022-04-17,29,8
2022-04-24,50,15
2022-05-01,55,17
2022-05-08,81,24
2022-05-15,98,31
2022-05-22,96,30
2022-05-29,98,28
2022-06-05,90,27
2022-06-12,86,30
2022-06-19,99,40
2022-06-26,93,36
2022-07-03,75,28
2022-07-10,66,19
2022-07-17,62,21
2022-07-24,48,15
2022-07-31,35,9
2022-08-07,34,10
2022-08-14,31,11
2022-08-21,21,6
2022-08-28,18,8
2022-09-04,12,4
2022-09-11,18,5
2022-09-18,14,5
2022-09-25,12,2
2022-10-02,9,2
2022-10-09,7,0
2022-10-16,11,3
2022-10-23,9,3
2022-10-30,8,0
2022-11-06,9,0
2022-11-13,10,0
2022-11-20,10,3
2022-11-27,9,4
2022-12-04,5,0
2022-12-11,9,0
2022-12-18,8,0
2022-12-25,6,0
2023-01-01,8,0
2023-01-08,6,0
2023-01-15,7,0
2023-01-22,5,0
2023-01-29,4,0
2023-02-05,7,0
2023-02-12,10,0
2023-02-19,5,0
2023-02-26,11,3
2023-03-05,9,0
2023-03-12,8,0
2023-03-19,14,4
2023-03-26,17,5
2023-04-02,14,4
2023-04-09,15,4
2023-04-16,12,5
2023-04-23,13,4
2023-04-30,15,4
2023-05-07,12,5
2023-05-14,15,4
2023-05-21,15,4
2023-05-28,17,4
2023-06-04,13,3
2023-06-11,14,4
2023-06-18,10,5
2023-06-25,9,3
2023-07-02,17,4
2023-07-09,13,0
2023-07-16,14,3
2023-07-23,11,3
2023-07-30,8,0
2023-08-06,9,0
2023-08-13,7,0
2023-08-20,8,0
2023-08-27,10,0
2023-09-03,8,0
2023-09-10,10,0
2023-09-17,7,0
2023-09-24,9,0
2023-10-01,7,0
2023-10-08,8,0
2023-10-15,7,0
2023-10-22,6,0
2023-10-29,8,0
2023-11-05,6,3
2023-11-12,5,0
2023-11-19,7,0
2023-11-26,8,0
2023-12-03,9,3
2023-12-10,7,0
2023-12-17,6,0
2023-12-24,5,0
2023-12-31,8,0
2024-01-07,6,0
2024-01-14,6,0
2024-01-21,10,0
2024-01-28,22,5
2024-02-04,27,5
2024-02-11,42,13
2024-02-18,87,22
2024-02-25,95,20
2024-03-03,91,23
2024-03-10,100,23
2024-03-17,100,20
2024-03-24,63,23
2024-03-31,69,16
2024-04-07,75,18
2024-04-14,65,15
2024-04-21,69,16
2024-04-28,60,17
2024-05-05,53,11
2024-05-12,56,14
2024-05-19,52,13
2024-05-26,41,10
2024-06-02,45,10
2024-06-09,70,17
2024-06-16,51,15
2024-06-23,54,14
2024-06-30,44,10
2024-07-07,36,6
2024-07-14,35,6
