Categoria: Todas as categorias

Semana,dengue: (Mato Grosso),sintomas dengue: (Mato Grosso)
2019-07-07,11,0
2019-07-14,8,0
2019-07-21,6,0
2019-07-28,8,4
2019-08-04,5,0
2019-08-11,7,0
2019-08-18,10,0
2019-08-25,10,0
2019-09-01,6,0
2019-09-08,6,0
2019-09-15,7,0
2019-09-22,6,0
2019-09-29,9,0
2019-10-06,0,4
2019-10-13,9,0
2019-10-20,9,0
2019-10-27,12,0
2019-11-03,14,0
2019-11-10,13,0
2019-11-17,12,0
2019-11-24,12,0
2019-12-01,12,0
2019-12-08,16,5
2019-12-15,17,6
2019-12-22,17,5
2019-12-29,23,8
2020-01-05,33,9
2020-01-12,43,12
2020-01-19,42,9
2020-01-26,34,9
2020-02-02,45,10
2020-02-09,43,11
2020-02-16,44,8
2020-02-23,44,11
2020-03-01,48,14
2020-03-08,67,16
2020-03-15,82,22
2020-03-22,63,16
2020-03-29,46,12
2020-04-05,42,11
2020-04-12,40,10
2020-04-19,38,7
2020-04-26,35,7
2020-05-03,33,8
2020-05-10,32,9
2020-05-17,27,6
2020-05-24,33,9
2020-05-31,30,9
2020-06-07,32,13
2020-06-14,35,11
2020-06-21,34,13
2020-06-28,28,9
2020-07-05,23,9
2020-07-12,20,7
2020-07-19,20,7
2020-07-26,16,6
2020-08-02,14,3
2020-08-09,11,4
2020-08-16,13,4
2020-08-23,10,0
2020-08-30,7,0
2020-09-06,10,5
2020-09-13,8,0
2020-09-20,12,0
2020-09-27,10,0
2020-10-04,7,0
2020-10-11,8,0
2020-10-18,8,0
2020-10-25,7,4
2020-11-01,9,0
2020-11-08,11,0
2020-11-15,6,0
2020-11-22,10,0
2020-11-29,12,4
2020-12-06,9,4
2020-12-13,14,5
2020-12-20,12,5
2020-12-27,16,7
2021-01-03,17,8
2021-01-10,19,7
2021-01-17,21,6
2021-01-24,18,6
2021-01-31,21,3
2021-02-07,22,6
2021-02-14,20,8
2021-02-21,24,8
2021-02-28,25,8
2021-03-07,28,10
2021-03-14,29,9
2021-03-21,30,10
2021-03-28,26,8
2021-04-04,30,8
2021-04-11,28,10
2021-04-18,26,6
2021-04-25,21,7
2021-05-02,20,5
2021-05-09,25,5
2021-05-16,25,5
2021-05-23,21,6
2021-05-30,25,5
2021-06-06,21,4
2021-06-13,16,5
2021-06-20,15,3
2021-06-27,10,0
2021-07-04,11,4
2021-07-11,14,3
2021-07-18,8,0
2021-07-25,8,0
2021-08-01,7,0
2021-08-08,12,3
2021-08-15,6,0
2021-08-22,11,0
2021-08-29,11,0
2021-09-05,8,0
2021-09-12,7,0
2021-09-19,9,0
2021-09-26,8,0
2021-10-03,6,0
2021-10-10,7,0
2021-10-17,10,0
2021-10-24,10,0
2021-10-31,7,0
2021-11-07,9,0
2021-11-14,11,0
2021-11-21,18,0
2021-11-28,19,4
2021-12-05,25,7
2021-12-12,31,10
2021-12-19,37,8
2021-12-26,41,14
2022-01-02,49,16
2022-01-09,42,13
2022-01-16,50,16
2022-01-23,53,13
2022-01-30,38,10
2022-02-06,33,10
2022-02-13,33,7
2022-02-20,33,9
2022-02-27,33,7
2022-03-06,31,7
2022-03-13,36,7
2022-03-20,38,9
2022-03-27,37,8
2022-04-03,45,11
2022-04-10,40,10
2022-04-17,48,11
2022-04-24,47,11
2022-05-01,40,9
2022-05-08,40,11
2022-05-15,34,8
2022-05-22,31,8
2022-05-29,27,7
2022-06-05,27,7
2022-06-12,25,8
2022-06-19,27,8
2022-06-26,27,7
2022-07-03,16,7
2022-07-10,21,6
2022-07-17,15,4
2022-07-24,14,6
2022-07-31,12,3
2022-08-07,7,2
2022-08-14,8,0
2022-08-21,13,4
2022-08-28,11,4
2022-09-04,11,0
2022-09-11,10,0
2022-09-18,8,3
2022-09-25,9,0
2022-10-02,11,0
2022-10-09,10,0
2022-10-16,11,5
2022-10-23,15,3
2022-10-30,10,0
2022-11-06,14,4
2022-11-13,16,5
2022-11-20,13,4
2022-11-27,13,3
2022-12-04,13,4
2022-12-11,23,7
2022-12-18,14,6
2022-12-25,21,7
2023-01-01,20,6
2023-01-08,22,7
2023-01-15,25,7
2023-01-22,23,6
2023-01-29,26,6
2023-02-05,30,8
2023-02-12,31,8
2023-02-19,39,12
2023-02-26,43,12
2023-03-05,34,10
2023-03-12,43,11
2023-03-19,43,14
2023-03-26,68,22
2023-04-02,61,21
2023-04-09,59,18
2023-04-16,53,16
2023-04-23,51,15
2023-04-30,45,12
2023-05-07,35,9
2023-05-14,37,10
2023-05-21,35,10
2023-05-28,31,8
2023-06-04,24,6
2023-06-11,20,4
2023-06-18,18,4
2023-06-25,14,2
2023-07-02,22,4
2023-07-09,14,4
2023-07-16,12,0
2023-07-23,10,2
2023-07-30,14,4
2023-08-06,12,0
2023-08-13,11,3
2023-08-20,15,3
2023-08-27,10,3
2023-09-03,9,0
2023-09-10,10,0
2023-09-17,8,0
2023-09-24,10,0
2023-10-01,15,4
2023-10-08,7,0
2023-10-15,10,4
2023-10-22,9,0
2023-10-29,11,0
2023-11-05,13,3
2023-11-12,12,4
2023-11-19,10,3
2023-11-26,14,4
2023-12-03,13,0
2023-12-10,14,4
2023-12-17,16,4
2023-12-24,17,5
2023-12-31,25,7
2024-01-07,30,8
2024-01-14,33,7
2024-01-21,40,9
2024-01-28,52,12
2024-02-04,67,15
2024-02-11,96,22
2024-02-18,96,24
2024-02-25,100,19
2024-03-03,83,17
2024-03-10,81,17
2024-03-17,77,16
2024-03-24,71,17
2024-03-31,86,22
2024-04-07,91,20
2024-04-14,90,20
2024-04-21,99,22
2024-04-28,93,19
2024-05-05,88,20
2024-05-12,77,15
2024-05-19,65,12
2024-05-26,48,10
2024-06-02,43,9
2024-06-09,41,11
2024-06-16,35,5
2024-06-23,29,4
2024-06-30,24,5
2024-07-07,24,5
