Categoria: Todas as categorias

Semana,dengue: (Rondônia),sintomas dengue: (Rondônia)
2019-07-07,0,0
2019-07-14,0,0
2019-07-21,0,0
2019-07-28,0,7
2019-08-04,10,0
2019-08-11,0,0
2019-08-18,0,0
2019-08-25,9,0
2019-09-01,0,0
2019-09-08,0,0
2019-09-15,10,0
2019-09-22,0,0
2019-09-29,0,0
2019-10-06,7,0
2019-10-13,0,0
2019-10-20,7,0
2019-10-27,6,0
2019-11-03,11,0
2019-11-10,13,0
2019-11-17,9,0
2019-11-24,12,0
2019-12-01,8,0
2019-12-08,0,0
2019-12-15,13,7
2019-12-22,13,0
2019-12-29,0,0
2020-01-05,17,0
2020-01-12,16,0
2020-01-19,13,0
2020-01-26,14,0
2020-02-02,16,0
2020-02-09,24,9
2020-02-16,21,0
2020-02-23,26,7
2020-03-01,30,7
2020-03-08,35,8
2020-03-15,41,13
2020-03-22,36,9
2020-03-29,20,0
2020-04-05,18,6
2020-04-12,21,8
2020-04-19,19,0
2020-04-26,18,5
2020-05-03,20,6
2020-05-10,18,0
2020-05-17,24,8
2020-05-24,24,7
2020-05-31,19,5
2020-06-07,18,0
2020-06-14,19,8
2020-06-21,14,5
2020-06-28,12,0
2020-07-05,16,5
2020-07-12,12,0
2020-07-19,12,0
2020-07-26,9,0
2020-08-02,10,5
2020-08-09,11,0
2020-08-16,8,0
2020-08-23,7,0
2020-08-30,0,0
2020-09-06,9,0
2020-09-13,9,0
2020-09-20,7,0
2020-09-27,7,0
2020-10-04,6,0
2020-10-11,0,0
2020-10-18,8,0
2020-10-25,8,0
2020-11-01,6,0
2020-11-08,11,0
2020-11-15,9,0
2020-11-22,8,0
2020-11-29,10,0
2020-12-06,11,0
2020-12-13,11,0
2020-12-20,12,6
2020-12-27,12,6
2021-01-03,15,5
2021-01-10,16,7
2021-01-17,15,6
2021-01-24,17,6
2021-01-31,12,7
2021-02-07,20,6
2021-02-14,15,5
2021-02-21,24,8
2021-02-28,22,0
2021-03-07,26,8
2021-03-14,25,9
2021-03-21,23,0
2021-03-28,21,6
2021-04-04,20,5
2021-04-11,16,0
2021-04-18,16,0
2021-04-25,12,0
2021-05-02,13,0
2021-05-09,11,0
2021-05-16,16,0
2021-05-23,15,0
2021-05-30,12,0
2021-06-06,10,0
2021-06-13,11,0
2021-06-20,14,0
2021-06-27,0,0
2021-07-04,0,0
2021-07-11,7,0
2021-07-18,7,0
2021-07-25,0,0
2021-08-01,5,0
2021-08-08,0,0
2021-08-15,0,0
2021-08-22,0,0
2021-08-29,6,0
2021-09-05,0,0
2021-09-12,0,0
2021-09-19,0,0
2021-09-26,0,0
2021-10-03,6,0
2021-10-10,7,0
2021-10-17,6,0
2021-10-24,6,0
2021-10-31,0,0
2021-11-07,10,0
2021-11-14,6,0
2021-11-21,10,0
2021-11-28,10,0
2021-12-05,9,0
2021-12-12,12,0
2021-12-19,16,0
2021-12-26,16,0
2022-01-02,24,10
2022-01-09,27,11
2022-01-16,27,10
2022-01-23,26,8
2022-01-30,29,9
2022-02-06,28,7
2022-02-13,25,8
2022-02-20,27,4
2022-02-27,29,9
2022-03-06,28,6
2022-03-13,28,4
2022-03-20,38,6
2022-03-27,43,8
2022-04-03,33,9
2022-04-10,40,10
2022-04-17,31,8
2022-04-24,36,7
2022-05-01,31,8
2022-05-08,32,8
2022-05-15,33,11
2022-05-22,31,7
2022-05-29,26,5
2022-06-05,28,5
2022-06-12,26,7
2022-06-19,21,8
2022-06-26,24,8
2022-07-03,17,6
2022-07-10,18,6
2022-07-17,15,0
2022-07-24,14,6
2022-07-31,12,5
2022-08-07,13,0
2022-08-14,14,0
2022-08-21,11,0
2022-08-28,10,0
2022-09-04,7,0
2022-09-11,10,0
2022-09-18,7,0
2022-09-25,4,0
2022-10-02,9,4
2022-10-09,10,0
2022-10-16,16,4
2022-10-23,12,0
2022-10-30,16,0
2022-11-06,13,5
2022-11-13,21,6
2022-11-20,23,6
2022-11-27,28,8
2022-12-04,23,7
2022-12-11,36,12
2022-12-18,41,10
2022-12-25,44,16
2023-01-01,47,14
2023-01-08,48,13
2023-01-15,53,15
