Categoria: Todas as categorias

Semana,dengue: (Mato Grosso do Sul),sintomas dengue: (Mato Grosso do Sul)
2019-05-05,67,17
2019-05-12,62,18
2019-05-19,58,9
2019-05-26,41,13
2019-06-02,35,0
2019-06-09,34,8
2019-06-16,28,8
2019-06-23,24,7
2019-06-30,20,5
2019-07-07,11,0
2019-07-14,11,5
2019-07-21,14,4
2019-07-28,11,0
2019-08-04,9,0
2019-08-11,11,0
2019-08-18,12,0
2019-08-25,8,0
2019-09-01,0,0
2019-09-08,9,0
2019-09-15,8,0
2019-09-22,13,4
2019-09-29,11,0
2019-10-06,7,5
2019-10-13,7,0
2019-10-20,7,7
2019-10-27,6,0
2019-11-03,8,0
2019-11-10,12,0
2019-11-17,13,0
2019-11-24,10,0
2019-12-01,12,0
2019-12-08,15,4
2019-12-15,13,5
2019-12-22,20,7
2019-12-29,22,5
2020-01-05,31,7
2020-01-12,42,12
2020-01-19,63,12
2020-01-26,61,15
2020-02-02,67,14
2020-02-09,77,17
2020-02-16,75,20
2020-02-23,84,23
2020-03-01,87,20
2020-03-08,100,24
2020-03-15,90,21
2020-03-22,82,17
2020-03-29,67,16
2020-04-05,62,15
2020-04-12,53,9
2020-04-19,46,9
2020-04-26,46,11
2020-05-03,30,4
2020-05-10,22,4
2020-05-17,28,10
2020-05-24,20,6
2020-05-31,16,0
2020-06-07,19,4
2020-06-14,20,4
2020-06-21,21,4
2020-06-28,15,7
2020-07-05,18,4
2020-07-12,17,0
2020-07-19,16,5
2020-07-26,17,4
2020-08-02,12,0
2020-08-09,13,4
2020-08-16,11,4
2020-08-23,7,0
2020-08-30,10,0
2020-09-06,10,0
2020-09-13,7,0
2020-09-20,13,0
2020-09-27,6,0
2020-10-04,7,0
2020-10-11,5,0
2020-10-18,9,0
2020-10-25,7,0
2020-11-01,11,5
2020-11-08,10,0
2020-11-15,10,4
2020-11-22,12,3
2020-11-29,11,4
2020-12-06,12,5
2020-12-13,12,6
2020-12-20,15,5
2020-12-27,13,5
2021-01-03,14,5
2021-01-10,14,0
2021-01-17,13,4
2021-01-24,16,4
2021-01-31,25,8
2021-02-07,25,10
2021-02-14,26,8
2021-02-21,23,9
2021-02-28,29,12
2021-03-07,27,11
2021-03-14,32,8
2021-03-21,30,10
2021-03-28,27,12
2021-04-04,27,9
2021-04-11,22,6
2021-04-18,24,6
2021-04-25,25,6
2021-05-02,19,7
2021-05-09,19,6
2021-05-16,19,6
2021-05-23,16,5
2021-05-30,18,5
2021-06-06,12,4
2021-06-13,12,5
2021-06-20,13,4
2021-06-27,4,0
2021-07-04,5,0
2021-07-11,4,0
2021-07-18,6,0
2021-07-25,4,0
2021-08-01,6,0
2021-08-08,5,0
2021-08-15,4,0
2021-08-22,6,0
2021-08-29,7,0
2021-09-05,5,0
2021-09-12,5,0
2021-09-19,7,0
2021-09-26,8,0
2021-10-03,6,0
2021-10-10,0,0
2021-10-17,8,0
2021-10-24,7,0
2021-10-31,8,0
2021-11-07,7,4
2021-11-14,4,0
2021-11-21,7,0
2021-11-28,9,0
2021-12-05,8,0
2021-12-12,10,0
2021-12-19,9,0
2021-12-26,7,0
2022-01-02,9,0
2022-01-09,15,7
2022-01-16,18,9
2022-01-23,14,8
2022-01-30,9,0
2022-02-06,17,7
2022-02-13,11,3
2022-02-20,13,3
2022-02-27,14,5
2022-03-06,12,0
2022-03-13,21,4
2022-03-20,20,4
2022-03-27,25,6
2022-04-03,30,7
2022-04-10,31,6
2022-04-17,42,11
2022-04-24,56,14
2022-05-01,50,13
2022-05-08,59,15
2022-05-15,35,9
2022-05-22,47,13
2022-05-29,32,9
2022-06-05,34,10
2022-06-12,30,9
2022-06-19,24,8
2022-06-26,26,8
2022-07-03,22,7
2022-07-10,23,7
2022-07-17,16,7
2022-07-24,14,4
2022-07-31,15,3
2022-08-07,14,4
2022-08-14,10,6
2022-08-21,11,3
2022-08-28,9,0
2022-09-04,12,0
2022-09-11,12,5
2022-09-18,8,0
2022-09-25,8,3
2022-10-02,9,0
2022-10-09,10,3
2022-10-16,13,4
2022-10-23,16,5
2022-10-30,10,4
2022-11-06,17,5
2022-11-13,15,5
