"ew_start","ew","sum_of_cases","cases_est_id","cases_est_id_min","cases_est_id_max","dengue","sintomas.dengue","uf","lwr","upr","prediction"
2019-04-14,201916,184,184,184,184,18,0,"AC",129,1170.16724738676,531.452166215672
2019-04-21,201917,160,160,160,160,0,14,"AC",160,160,366.950582163565
2019-04-28,201918,196,196,196,196,0,0,"AC",43.5,420,153.439138770864
2019-05-05,201919,152,152,152,152,0,0,"AC",43.5,420,153.439138770864
2019-05-12,201920,155,155,155,155,0,0,"AC",43.5,420,153.439138770864
2019-05-19,201921,137,137,137,137,0,0,"AC",43.5,420,153.439138770864
2019-05-26,201922,112,112,112,112,0,0,"AC",43.5,420,153.439138770864
2019-06-02,201923,93,93,93,93,0,0,"AC",43.5,420,153.439138770864
2019-06-09,201924,106,106,106,106,15,0,"AC",114.75,1045.1393728223,468.449994974871
2019-06-16,201925,87,87,87,87,0,0,"AC",43.5,420,153.439138770864
2019-06-23,201926,93,93,93,93,0,0,"AC",43.5,420,153.439138770864
2019-06-30,201927,74,74,74,74,0,0,"AC",43.5,420,153.439138770864
2019-07-07,201928,86,86,86,86,0,0,"AC",43.5,420,153.439138770864
2019-07-14,201929,84,84,84,84,0,0,"AC",43.5,420,153.439138770864
2019-07-21,201930,68,68,68,68,0,0,"AC",43.5,420,153.439138770864
2019-07-28,201931,102,102,102,102,0,0,"AC",43.5,420,153.439138770864
2019-08-04,201932,67,67,67,67,0,0,"AC",43.5,420,153.439138770864
2019-08-11,201933,52,52,52,52,0,0,"AC",43.5,420,153.439138770864
2019-08-18,201934,84,84,84,84,0,0,"AC",43.5,420,153.439138770864
2019-08-25,201935,91,91,91,91,0,0,"AC",43.5,420,153.439138770864
2019-09-01,201936,73,73,73,73,0,0,"AC",43.5,420,153.439138770864
2019-09-08,201937,119,119,119,119,0,0,"AC",43.5,420,153.439138770864
2019-09-15,201938,103,103,103,103,0,0,"AC",43.5,420,153.439138770864
2019-09-22,201939,79,79,79,79,0,0,"AC",43.5,420,153.439138770864
2019-09-29,201940,203,203,203,203,0,0,"AC",43.5,420,153.439138770864
2019-10-06,201941,285,285,285,285,13,0,"AC",105.25,961.787456445993,426.448547481003
2019-10-13,201942,278,278,278,278,0,0,"AC",43.5,420,153.439138770864
2019-10-20,201943,352,352,352,352,0,0,"AC",43.5,420,153.439138770864
2019-10-27,201944,420,420,420,420,0,0,"AC",43.5,420,153.439138770864
2019-11-03,201945,630,630,630,630,0,0,"AC",43.5,420,153.439138770864
2019-11-10,201946,809,809,809,809,16,0,"AC",119.5,1086.81533101045,489.450718721805
2019-11-17,201947,919,919,919,919,17,0,"AC",124.25,1128.49128919861,510.451442468738
2019-11-24,201948,866,866,866,866,19,0,"AC",133.75,1211.84320557491,552.452889962606
2019-12-01,201949,1015,1015,1015,1015,20,0,"AC",138.5,1253.51916376307,573.45361370954
2019-12-08,201950,947,947,947,947,30,0,"AC",186,1670.2787456446,783.460851178878
2019-12-15,201951,787,787,787,787,21,0,"AC",143.25,1295.19512195122,594.454337456474
2019-12-22,201952,491,491,491,491,23,0,"AC",152.75,1378.54703832753,636.455784950341
2019-12-29,202001,642,642,642,642,23,0,"AC",152.75,1378.54703832753,636.455784950341
2020-01-05,202002,975,975,975,975,20,0,"AC",138.5,1253.51916376307,573.45361370954
2020-01-12,202003,939,939,939,939,12,0,"AC",100.5,920.11149825784,405.44782373407
2020-01-19,202004,753,753,753,753,16,0,"AC",119.5,1086.81533101045,489.450718721805
2020-01-26,202005,718,718,718,718,18,0,"AC",129,1170.16724738676,531.452166215672
2020-02-02,202006,542,542,542,542,16,0,"AC",119.5,1086.81533101045,489.450718721805
2020-02-09,202007,546,546,546,546,21,0,"AC",143.25,1295.19512195122,594.454337456474
2020-02-16,202008,386,386,386,386,17,0,"AC",124.25,1128.49128919861,510.451442468738
