Categoria: Todas as categorias

Semana,dengue: (Rondônia),sintomas dengue: (Rondônia)
2020-06-28,11,5
2020-07-05,16,7
2020-07-12,13,5
2020-07-19,11,0
2020-07-26,8,0
2020-08-02,12,0
2020-08-09,9,0
2020-08-16,7,0
2020-08-23,7,0
2020-08-30,7,0
2020-09-06,9,0
2020-09-13,7,0
2020-09-20,7,0
2020-09-27,0,0
2020-10-04,9,0
2020-10-11,0,0
2020-10-18,7,0
2020-10-25,6,0
2020-11-01,5,0
2020-11-08,10,0
2020-11-15,10,0
2020-11-22,11,0
2020-11-29,10,0
2020-12-06,11,0
2020-12-13,11,0
2020-12-20,13,7
2020-12-27,12,5
2021-01-03,13,0
2021-01-10,14,9
2021-01-17,16,4
2021-01-24,17,11
2021-01-31,12,6
2021-02-07,19,6
2021-02-14,17,0
2021-02-21,23,8
2021-02-28,22,0
2021-03-07,25,7
2021-03-14,23,6
2021-03-21,24,5
2021-03-28,19,5
2021-04-04,23,4
2021-04-11,19,4
2021-04-18,15,5
2021-04-25,12,0
2021-05-02,12,0
2021-05-09,12,0
2021-05-16,14,0
2021-05-23,15,0
2021-05-30,11,0
2021-06-06,9,0
2021-06-13,11,0
2021-06-20,14,0
2021-06-27,6,0
2021-07-04,0,0
2021-07-11,8,0
2021-07-18,0,0
2021-07-25,0,0
2021-08-01,6,0
2021-08-08,4,0
2021-08-15,0,0
2021-08-22,0,0
2021-08-29,6,0
2021-09-05,11,0
2021-09-12,0,0
2021-09-19,0,0
2021-09-26,6,0
2021-10-03,8,0
2021-10-10,6,0
2021-10-17,10,0
2021-10-24,12,0
2021-10-31,7,0
2021-11-07,9,0
2021-11-14,10,8
2021-11-21,12,0
2021-11-28,10,0
2021-12-05,9,0
2021-12-12,12,0
2021-12-19,15,0
2021-12-26,15,0
2022-01-02,25,7
2022-01-09,29,12
2022-01-16,30,11
2022-01-23,27,10
2022-01-30,30,9
2022-02-06,30,10
2022-02-13,26,8
2022-02-20,28,6
2022-02-27,28,8
2022-03-06,28,7
2022-03-13,31,5
2022-03-20,38,8
2022-03-27,44,8
2022-04-03,36,8
2022-04-10,40,10
2022-04-17,35,8
2022-04-24,37,9
2022-05-01,33,7
2022-05-08,39,9
2022-05-15,34,11
2022-05-22,31,8
2022-05-29,28,6
2022-06-05,27,5
2022-06-12,27,8
2022-06-19,24,9
2022-06-26,26,8
2022-07-03,20,7
2022-07-10,18,6
2022-07-17,18,8
2022-07-24,16,0
2022-07-31,8,4
2022-08-07,15,4
2022-08-14,12,3
2022-08-21,11,0
2022-08-28,12,0
2022-09-04,6,0
2022-09-11,12,0
2022-09-18,9,0
2022-09-25,7,4
2022-10-02,8,0
2022-10-09,10,4
2022-10-16,13,5
2022-10-23,11,0
2022-10-30,17,4
2022-11-06,15,4
2022-11-13,23,5
2022-11-20,25,5
2022-11-27,27,7
2022-12-04,24,7
2022-12-11,35,12
2022-12-18,39,13
2022-12-25,44,14
2023-01-01,46,14
2023-01-08,49,15
2023-01-15,54,16
2023-01-22,45,14
2023-01-29,45,13
2023-02-05,44,12
2023-02-12,58,15
2023-02-19,50,13
2023-02-26,50,17
2023-03-05,52,16
2023-03-12,52,11
2023-03-19,46,12
2023-03-26,46,12
2023-04-02,37,11
2023-04-09,30,9
2023-04-16,32,8
2023-04-23,25,5
2023-04-30,24,6
2023-05-07,20,6
2023-05-14,19,0
2023-05-21,18,6
2023-05-28,16,5
2023-06-04,12,0
2023-06-11,12,0
2023-06-18,12,0
2023-06-25,10,0
2023-07-02,11,0
2023-07-09,6,0
2023-07-16,6,0
2023-07-23,5,0
2023-07-30,4,0
2023-08-06,7,0
2023-08-13,11,0
2023-08-20,7,0
2023-08-27,7,0
2023-09-03,6,0
2023-09-10,7,0
2023-09-17,6,0
2023-09-24,10,0
2023-10-01,7,0
2023-10-08,8,0
2023-10-15,9,0
2023-10-22,13,0
2023-10-29,10,0
2023-11-05,8,0
2023-11-12,8,0
2023-11-19,7,0
2023-11-26,9,0
2023-12-03,10,0
2023-12-10,11,0
2023-12-17,17,0
2023-12-24,17,0
2023-12-31,21,8
2024-01-07,24,6
2024-01-14,24,7
2024-01-21,30,9
2024-01-28,45,10
2024-02-04,68,20
2024-02-11,94,18
2024-02-18,95,17
2024-02-25,100,24
2024-03-03,82,16
2024-03-10,85,18
2024-03-17,73,10
2024-03-24,52,8
2024-03-31,55,11
2024-04-07,47,9
2024-04-14,42,9
2024-04-21,41,7
2024-04-28,38,7
2024-05-05,27,0
2024-05-12,18,0
2024-05-19,17,5
2024-05-26,15,0
2024-06-02,19,0
2024-06-09,8,0
2024-06-16,12,0
2024-06-23,9,0
2024-06-30,13,0
2024-07-07,11,0
2024-07-14,8,0
2024-07-21,9,0
2024-07-28,8,0
2024-08-04,6,0
2024-08-11,9,0
2024-08-18,5,0
2024-08-25,8,0
2024-09-01,7,0
2024-09-08,7,0
2024-09-15,5,0
2024-09-22,10,0
2024-09-29,7,0
2024-10-06,7,0
2024-10-13,5,0
2024-10-20,11,0
2024-10-27,8,0
2024-11-03,9,0
2024-11-10,9,0
2024-11-17,11,0
2024-11-24,13,0
2024-12-01,11,0
2024-12-08,9,0
2024-12-15,10,0
2024-12-22,14,0
2024-12-29,7,0
2025-01-05,12,0
2025-01-12,11,0
2025-01-19,14,0
2025-01-26,14,5
2025-02-02,17,0
2025-02-09,20,0
2025-02-16,21,5
2025-02-23,22,0
2025-03-02,20,0
2025-03-09,28,0
2025-03-16,32,5
2025-03-23,24,0
2025-03-30,23,6
2025-04-06,31,0
2025-04-13,23,6
2025-04-20,26,5
2025-04-27,26,0
2025-05-04,20,0
2025-05-11,24,0
2025-05-18,21,0
2025-05-25,14,0
2025-06-01,11,0
2025-06-08,14,0
2025-06-15,11,<1
2025-06-22,10,2
2025-06-29,8,1
