Categoria: Todas as categorias

Semana,dengue: (Ceará),sintomas dengue: (Ceará)
2019-03-10,22,4
2019-03-17,19,4
2019-03-24,19,4
2019-03-31,22,5
2019-04-07,20,5
2019-04-14,19,4
2019-04-21,23,5
2019-04-28,23,7
2019-05-05,24,4
2019-05-12,19,4
2019-05-19,21,5
2019-05-26,20,4
2019-06-02,17,4
2019-06-09,15,3
2019-06-16,15,2
2019-06-23,12,2
2019-06-30,13,2
2019-07-07,7,2
2019-07-14,7,2
2019-07-21,10,3
2019-07-28,8,2
2019-08-04,9,2
2019-08-11,8,2
2019-08-18,10,2
2019-08-25,9,2
2019-09-01,8,0
2019-09-08,8,0
2019-09-15,10,0
2019-09-22,8,0
2019-09-29,6,0
2019-10-06,9,0
2019-10-13,6,0
2019-10-20,8,1
2019-10-27,4,0
2019-11-03,8,0
2019-11-10,7,0
2019-11-17,7,0
2019-11-24,6,0
2019-12-01,6,2
2019-12-08,5,0
2019-12-15,5,0
2019-12-22,4,0
2019-12-29,4,0
2020-01-05,7,2
2020-01-12,10,1
2020-01-19,10,2
2020-01-26,9,2
2020-02-02,17,3
2020-02-09,22,4
2020-02-16,25,5
2020-02-23,28,8
2020-03-01,33,8
2020-03-08,40,8
2020-03-15,42,9
2020-03-22,33,7
2020-03-29,30,6
2020-04-05,29,7
2020-04-12,36,10
2020-04-19,38,11
2020-04-26,44,15
2020-05-03,47,17
2020-05-10,38,13
2020-05-17,33,8
2020-05-24,30,7
2020-05-31,25,6
2020-06-07,20,6
2020-06-14,20,6
2020-06-21,22,7
2020-06-28,23,6
2020-07-05,19,4
2020-07-12,16,4
2020-07-19,16,3
2020-07-26,10,3
2020-08-02,13,2
2020-08-09,12,2
2020-08-16,11,3
2020-08-23,10,2
2020-08-30,8,2
2020-09-06,8,2
2020-09-13,7,2
2020-09-20,9,1
2020-09-27,9,2
2020-10-04,7,0
2020-10-11,7,1
2020-10-18,7,2
2020-10-25,7,0
2020-11-01,5,0
2020-11-08,7,1
2020-11-15,6,1
2020-11-22,5,1
2020-11-29,6,0
2020-12-06,7,0
2020-12-13,8,2
2020-12-20,4,0
2020-12-27,7,0
2021-01-03,6,2
2021-01-10,6,2
2021-01-17,6,0
2021-01-24,6,1
2021-01-31,11,2
2021-02-07,12,2
2021-02-14,11,4
2021-02-21,14,3
2021-02-28,16,5
2021-03-07,21,6
2021-03-14,20,5
2021-03-21,25,6
2021-03-28,22,6
2021-04-04,27,5
2021-04-11,28,7
2021-04-18,30,8
2021-04-25,31,8
2021-05-02,30,9
2021-05-09,39,10
2021-05-16,42,12
2021-05-23,46,13
2021-05-30,46,13
2021-06-06,46,13
2021-06-13,44,13
2021-06-20,36,10
2021-06-27,34,8
2021-07-04,33,9
2021-07-11,28,7
2021-07-18,26,7
2021-07-25,21,6
2021-08-01,21,5
2021-08-08,19,5
2021-08-15,20,6
2021-08-22,17,3
2021-08-29,15,5
2021-09-05,13,2
2021-09-12,12,2
2021-09-19,14,4
2021-09-26,11,2
2021-10-03,11,2
2021-10-10,7,2
2021-10-17,7,2
2021-10-24,5,1
2021-10-31,6,1
2021-11-07,6,0
2021-11-14,8,0
2021-11-21,7,2
2021-11-28,6,0
2021-12-05,7,2
2021-12-12,8,2
2021-12-19,4,2
2021-12-26,8,2
2022-01-02,13,3
2022-01-09,17,5
2022-01-16,17,8
2022-01-23,13,4
2022-01-30,15,4
2022-02-06,17,4
2022-02-13,21,5
2022-02-20,22,5
2022-02-27,23,7
2022-03-06,27,6
2022-03-13,27,7
2022-03-20,32,8
2022-03-27,34,9
2022-04-03,37,10
2022-04-10,35,10
2022-04-17,49,15
2022-04-24,59,16
2022-05-01,62,18
2022-05-08,60,17
2022-05-15,62,18
2022-05-22,55,18
2022-05-29,62,20
2022-06-05,57,17
2022-06-12,57,18
2022-06-19,54,17
2022-06-26,49,17
2022-07-03,42,14
2022-07-10,33,10
2022-07-17,28,8
2022-07-24,27,10
2022-07-31,25,7
2022-08-07,20,5
2022-08-14,17,4
2022-08-21,17,4
2022-08-28,17,5
2022-09-04,13,3
2022-09-11,16,4
2022-09-18,12,3
2022-09-25,12,2
2022-10-02,9,2
2022-10-09,10,2
2022-10-16,10,3
2022-10-23,10,2
2022-10-30,8,2
2022-11-06,9,2
2022-11-13,8,2
2022-11-20,9,3
2022-11-27,7,3
2022-12-04,7,2
2022-12-11,7,1
2022-12-18,5,2
2022-12-25,7,2
2023-01-01,6,2
2023-01-08,6,2
2023-01-15,7,2
2023-01-22,9,2
2023-01-29,11,3
2023-02-05,12,3
2023-02-12,15,4
2023-02-19,16,5
2023-02-26,20,6
2023-03-05,22,7
2023-03-12,27,8
2023-03-19,30,8
2023-03-26,35,10
2023-04-02,27,9
