Categoria: Todas as categorias

Semana,dengue: (Rondônia),sintomas dengue: (Rondônia)
2019-03-10,8,0
2019-03-17,13,0
2019-03-24,11,0
2019-03-31,12,0
2019-04-07,11,0
2019-04-14,9,0
2019-04-21,14,0
2019-04-28,14,0
2019-05-05,8,0
2019-05-12,8,0
2019-05-19,14,0
2019-05-26,7,0
2019-06-02,6,7
2019-06-09,12,0
2019-06-16,9,0
2019-06-23,9,0
2019-06-30,9,0
2019-07-07,0,0
2019-07-14,0,0
2019-07-21,0,0
2019-07-28,0,0
2019-08-04,10,0
2019-08-11,0,0
2019-08-18,6,0
2019-08-25,0,0
2019-09-01,7,0
2019-09-08,7,0
2019-09-15,6,0
2019-09-22,0,0
2019-09-29,0,0
2019-10-06,7,0
2019-10-13,7,0
2019-10-20,6,0
2019-10-27,8,0
2019-11-03,10,0
2019-11-10,10,0
2019-11-17,9,0
2019-11-24,12,0
2019-12-01,0,0
2019-12-08,7,0
2019-12-15,19,7
2019-12-22,11,0
2019-12-29,9,0
2020-01-05,16,0
2020-01-12,14,0
2020-01-19,16,6
2020-01-26,15,0
2020-02-02,15,6
2020-02-09,24,0
2020-02-16,20,0
2020-02-23,26,10
2020-03-01,30,8
2020-03-08,33,7
2020-03-15,38,9
2020-03-22,35,6
2020-03-29,23,7
2020-04-05,19,0
2020-04-12,21,5
2020-04-19,19,0
2020-04-26,17,5
2020-05-03,23,8
2020-05-10,18,0
2020-05-17,24,6
2020-05-24,24,7
2020-05-31,20,6
2020-06-07,20,0
2020-06-14,18,7
2020-06-21,14,4
2020-06-28,14,0
2020-07-05,18,0
2020-07-12,13,0
2020-07-19,12,0
2020-07-26,6,0
2020-08-02,12,0
2020-08-09,5,0
2020-08-16,8,0
2020-08-23,5,0
2020-08-30,6,0
2020-09-06,10,0
2020-09-13,9,0
2020-09-20,7,0
2020-09-27,8,0
2020-10-04,7,0
2020-10-11,6,0
2020-10-18,7,0
2020-10-25,8,0
2020-11-01,0,0
2020-11-08,9,0
2020-11-15,6,0
2020-11-22,11,0
2020-11-29,9,5
2020-12-06,11,0
2020-12-13,9,0
2020-12-20,13,0
2020-12-27,15,0
2021-01-03,16,0
2021-01-10,15,6
2021-01-17,16,6
2021-01-24,19,10
2021-01-31,11,5
2021-02-07,17,6
2021-02-14,16,0
2021-02-21,24,9
2021-02-28,22,9
2021-03-07,25,7
2021-03-14,24,7
2021-03-21,25,7
2021-03-28,21,5
2021-04-04,21,5
2021-04-11,17,0
2021-04-18,13,6
2021-04-25,15,0
2021-05-02,14,0
2021-05-09,12,0
2021-05-16,16,0
2021-05-23,16,0
2021-05-30,11,0
2021-06-06,10,0
2021-06-13,12,6
2021-06-20,11,0
2021-06-27,6,0
2021-07-04,4,0
2021-07-11,5,0
2021-07-18,0,0
2021-07-25,0,0
2021-08-01,7,0
