Categoria: Todas as categorias

Semana,dengue: (Mato Grosso do Sul),sintomas dengue: (Mato Grosso do Sul)
2019-03-10,50,10
2019-03-17,72,17
2019-03-24,100,25
2019-03-31,84,21
2019-04-07,81,23
2019-04-14,65,16
2019-04-21,59,16
2019-04-28,57,16
2019-05-05,56,14
2019-05-12,47,12
2019-05-19,44,9
2019-05-26,33,11
2019-06-02,26,5
2019-06-09,29,7
2019-06-16,25,7
2019-06-23,19,5
2019-06-30,15,3
2019-07-07,10,0
2019-07-14,7,0
2019-07-21,8,0
2019-07-28,9,0
2019-08-04,7,0
2019-08-11,8,3
2019-08-18,8,0
2019-08-25,7,0
2019-09-01,6,0
2019-09-08,7,0
2019-09-15,6,0
2019-09-22,9,0
2019-09-29,7,0
2019-10-06,4,0
2019-10-13,6,0
2019-10-20,7,2
2019-10-27,7,0
2019-11-03,6,0
2019-11-10,8,2
2019-11-17,10,0
2019-11-24,7,0
2019-12-01,8,0
2019-12-08,13,4
2019-12-15,12,4
2019-12-22,14,5
2019-12-29,17,4
2020-01-05,25,7
2020-01-12,36,9
2020-01-19,49,12
2020-01-26,50,12
2020-02-02,52,8
2020-02-09,61,15
2020-02-16,60,15
2020-02-23,63,16
2020-03-01,65,17
2020-03-08,74,18
2020-03-15,71,17
2020-03-22,61,14
2020-03-29,52,12
2020-04-05,47,11
2020-04-12,40,7
2020-04-19,34,6
2020-04-26,36,9
2020-05-03,25,5
2020-05-10,19,3
2020-05-17,22,6
2020-05-24,15,4
2020-05-31,15,3
2020-06-07,16,3
2020-06-14,15,5
2020-06-21,15,3
2020-06-28,12,4
2020-07-05,13,3
2020-07-12,14,4
2020-07-19,13,3
2020-07-26,13,4
2020-08-02,9,3
2020-08-09,9,3
2020-08-16,6,3
2020-08-23,6,0
2020-08-30,9,2
2020-09-06,9,3
2020-09-13,8,0
2020-09-20,9,0
2020-09-27,5,0
2020-10-04,6,0
2020-10-11,4,0
2020-10-18,6,2
2020-10-25,7,2
2020-11-01,6,2
2020-11-08,7,0
2020-11-15,9,3
2020-11-22,10,3
2020-11-29,8,4
2020-12-06,10,3
2020-12-13,10,4
2020-12-20,10,5
2020-12-27,10,3
2021-01-03,11,4
2021-01-10,12,4
2021-01-17,12,3
2021-01-24,14,5
2021-01-31,19,6
2021-02-07,19,8
2021-02-14,20,6
2021-02-21,19,4
2021-02-28,21,9
2021-03-07,23,8
2021-03-14,22,6
2021-03-21,23,8
2021-03-28,22,8
2021-04-04,20,6
2021-04-11,18,6
2021-04-18,20,5
2021-04-25,20,5
2021-05-02,15,3
2021-05-09,16,5
2021-05-16,15,5
2021-05-23,13,4
2021-05-30,16,4
2021-06-06,8,2
2021-06-13,11,3
2021-06-20,9,2
2021-06-27,3,0
2021-07-04,4,2
2021-07-11,5,2
2021-07-18,4,0
2021-07-25,3,0
2021-08-01,4,0
2021-08-08,4,0
2021-08-15,4,2
2021-08-22,5,0
2021-08-29,5,0
2021-09-05,3,0
2021-09-12,4,0
2021-09-19,5,0
2021-09-26,6,0
2021-10-03,4,0
2021-10-10,3,0
2021-10-17,4,0
2021-10-24,5,0
2021-10-31,6,0
2021-11-07,6,0
2021-11-14,5,0
2021-11-21,6,0
2021-11-28,5,0
2021-12-05,5,3
2021-12-12,8,2
2021-12-19,6,0
2021-12-26,7,0
2022-01-02,8,3
2022-01-09,12,5
2022-01-16,14,7
2022-01-23,11,5
2022-01-30,8,2
2022-02-06,12,5
2022-02-13,9,3
2022-02-20,9,2
2022-02-27,11,3
2022-03-06,9,2
2022-03-13,16,4
2022-03-20,16,3
2022-03-27,17,4
2022-04-03,22,5
2022-04-10,25,6
2022-04-17,34,9
2022-04-24,42,11
2022-05-01,40,11
2022-05-08,46,11
2022-05-15,27,6
2022-05-22,35,9
2022-05-29,27,9
2022-06-05,27,8
2022-06-12,20,7
2022-06-19,18,5
2022-06-26,21,7
2022-07-03,17,6
2022-07-10,16,6
2022-07-17,13,4
2022-07-24,11,3
2022-07-31,12,4
2022-08-07,9,3
2022-08-14,10,4
2022-08-21,11,2
2022-08-28,9,0
2022-09-04,8,2
2022-09-11,8,2
2022-09-18,7,2
2022-09-25,6,0
2022-10-02,8,2
2022-10-09,8,3
2022-10-16,10,4
2022-10-23,12,4
2022-10-30,9,3
2022-11-06,14,5
2022-11-13,13,5
2022-11-20,16,6
2022-11-27,15,5
2022-12-04,16,5
2022-12-11,17,5
2022-12-18,18,6
2022-12-25,17,5
2023-01-01,15,5
2023-01-08,20,6
2023-01-15,17,4
2023-01-22,20,5
2023-01-29,22,5
2023-02-05,26,7
2023-02-12,36,11
2023-02-19,35,10
2023-02-26,39,11
2023-03-05,47,13
2023-03-12,46,14
2023-03-19,59,15
2023-03-26,66,19
2023-04-02,59,17
2023-04-09,65,19
2023-04-16,66,18
2023-04-23,66,14
2023-04-30,54,14
2023-05-07,53,14
2023-05-14,42,10
2023-05-21,39,11
2023-05-28,29,7
2023-06-04,21,5
2023-06-11,15,4
2023-06-18,17,3
2023-06-25,13,4
2023-07-02,15,3
2023-07-09,10,2
2023-07-16,8,3
2023-07-23,8,2
2023-07-30,8,3
2023-08-06,7,0
2023-08-13,7,0
2023-08-20,6,0
2023-08-27,9,2
2023-09-03,6,0
2023-09-10,8,2
2023-09-17,8,0
2023-09-24,6,2
2023-10-01,10,2
2023-10-08,6,2
2023-10-15,13,2
2023-10-22,8,0
2023-10-29,8,2
2023-11-05,10,4
2023-11-12,9,4
2023-11-19,10,0
2023-11-26,8,2
2023-12-03,9,3
2023-12-10,9,3
2023-12-17,11,2
2023-12-24,10,3
2023-12-31,13,3
2024-01-07,16,4
2024-01-14,16,4
2024-01-21,21,5
2024-01-28,27,6
2024-02-04,37,6
2024-02-11,54,9
2024-02-18,60,12
2024-02-25,60,11
