Categoria: Todas as categorias

Semana,dengue: (Mato Grosso),sintomas dengue: (Mato Grosso)
2020-02-09,44,11
2020-02-16,46,9
2020-02-23,43,10
2020-03-01,48,12
2020-03-08,65,16
2020-03-15,81,21
2020-03-22,61,14
2020-03-29,43,12
2020-04-05,39,11
2020-04-12,40,9
2020-04-19,36,7
2020-04-26,34,9
2020-05-03,33,9
2020-05-10,36,10
2020-05-17,26,5
2020-05-24,31,9
2020-05-31,30,9
2020-06-07,30,11
2020-06-14,34,12
2020-06-21,34,13
2020-06-28,29,10
2020-07-05,23,9
2020-07-12,18,6
2020-07-19,19,5
2020-07-26,16,5
2020-08-02,15,4
2020-08-09,13,4
2020-08-16,13,0
2020-08-23,10,0
2020-08-30,7,3
2020-09-06,7,0
2020-09-13,7,2
2020-09-20,11,0
2020-09-27,8,0
2020-10-04,6,0
2020-10-11,6,0
2020-10-18,7,0
2020-10-25,7,3
2020-11-01,9,0
2020-11-08,8,0
2020-11-15,5,0
2020-11-22,11,0
2020-11-29,12,3
2020-12-06,9,3
2020-12-13,12,3
2020-12-20,11,4
2020-12-27,16,5
2021-01-03,18,7
2021-01-10,20,7
2021-01-17,17,6
2021-01-24,17,5
2021-01-31,21,7
2021-02-07,21,6
2021-02-14,19,7
2021-02-21,21,8
2021-02-28,24,7
2021-03-07,27,9
2021-03-14,30,8
2021-03-21,28,10
2021-03-28,23,6
2021-04-04,26,9
2021-04-11,27,8
2021-04-18,27,6
2021-04-25,21,5
2021-05-02,20,5
2021-05-09,23,5
2021-05-16,22,3
2021-05-23,21,8
2021-05-30,22,6
2021-06-06,21,4
2021-06-13,16,5
2021-06-20,16,4
2021-06-27,11,0
2021-07-04,12,3
2021-07-11,12,3
2021-07-18,8,4
2021-07-25,8,3
2021-08-01,5,0
2021-08-08,11,3
2021-08-15,7,3
2021-08-22,9,0
2021-08-29,10,0
2021-09-05,8,0
2021-09-12,8,0
2021-09-19,7,0
2021-09-26,8,0
2021-10-03,4,0
2021-10-10,6,0
2021-10-17,10,0
2021-10-24,10,0
2021-10-31,7,0
2021-11-07,11,0
2021-11-14,11,3
2021-11-21,16,3
2021-11-28,18,5
2021-12-05,23,6
2021-12-12,31,9
2021-12-19,36,10
2021-12-26,40,12
2022-01-02,46,14
2022-01-09,41,12
2022-01-16,50,16
2022-01-23,50,14
2022-01-30,36,10
2022-02-06,32,10
2022-02-13,34,7
2022-02-20,33,7
2022-02-27,32,7
2022-03-06,30,7
2022-03-13,35,8
2022-03-20,37,9
2022-03-27,35,8
2022-04-03,41,10
2022-04-10,38,9
2022-04-17,45,10
2022-04-24,43,11
2022-05-01,36,10
2022-05-08,38,10
2022-05-15,32,8
2022-05-22,29,9
2022-05-29,28,6
2022-06-05,23,7
2022-06-12,21,9
2022-06-19,25,8
