Categoria: Todas as categorias

Semana,dengue: (Rondônia),sintomas dengue: (Rondônia)
2019-08-25,5,0
2019-09-01,7,0
2019-09-08,10,0
2019-09-15,7,0
2019-09-22,0,0
2019-09-29,0,0
2019-10-06,6,0
2019-10-13,8,0
2019-10-20,6,0
2019-10-27,8,0
2019-11-03,8,0
2019-11-10,11,0
2019-11-17,9,0
2019-11-24,11,0
2019-12-01,7,0
2019-12-08,8,0
2019-12-15,16,0
2019-12-22,12,0
2019-12-29,11,0
2020-01-05,15,0
2020-01-12,16,6
2020-01-19,16,8
2020-01-26,16,0
2020-02-02,15,5
2020-02-09,25,10
2020-02-16,20,6
2020-02-23,30,6
2020-03-01,30,8
2020-03-08,34,7
2020-03-15,39,10
2020-03-22,35,8
2020-03-29,24,11
2020-04-05,19,7
2020-04-12,21,6
2020-04-19,18,4
2020-04-26,18,5
2020-05-03,22,7
2020-05-10,19,0
2020-05-17,25,6
2020-05-24,25,7
2020-05-31,21,6
2020-06-07,19,0
2020-06-14,19,6
2020-06-21,13,0
2020-06-28,16,0
2020-07-05,17,5
2020-07-12,14,0
2020-07-19,12,0
2020-07-26,10,0
2020-08-02,11,0
2020-08-09,8,0
2020-08-16,8,0
2020-08-23,7,0
2020-08-30,7,0
2020-09-06,8,0
2020-09-13,10,0
2020-09-20,8,4
2020-09-27,8,0
2020-10-04,7,0
2020-10-11,6,0
2020-10-18,6,0
2020-10-25,8,0
2020-11-01,7,0
2020-11-08,11,0
2020-11-15,9,0
2020-11-22,10,0
2020-11-29,11,0
2020-12-06,11,0
2020-12-13,8,0
2020-12-20,11,7
2020-12-27,13,6
2021-01-03,17,0
2021-01-10,17,7
2021-01-17,16,0
2021-01-24,19,7
2021-01-31,12,5
2021-02-07,19,7
2021-02-14,16,5
2021-02-21,25,9
2021-02-28,22,8
2021-03-07,26,8
2021-03-14,23,8
2021-03-21,24,5
2021-03-28,22,0
2021-04-04,22,6
2021-04-11,15,0
2021-04-18,15,5
2021-04-25,13,0
2021-05-02,13,0
2021-05-09,11,0
2021-05-16,16,0
2021-05-23,16,0
2021-05-30,10,0
2021-06-06,10,0
2021-06-13,10,0
2021-06-20,12,0
2021-06-27,6,0
2021-07-04,0,0
2021-07-11,6,0
2021-07-18,0,0
2021-07-25,0,0
2021-08-01,5,0
2021-08-08,4,0
2021-08-15,6,0
2021-08-22,0,0
2021-08-29,7,0
2021-09-05,7,0
2021-09-12,5,0
2021-09-19,7,0
2021-09-26,7,0
2021-10-03,6,0
2021-10-10,10,0
2021-10-17,7,0
2021-10-24,10,0
2021-10-31,7,0
2021-11-07,11,0
2021-11-14,8,0
2021-11-21,12,0
2021-11-28,12,0
2021-12-05,9,0
2021-12-12,12,0
2021-12-19,14,0
2021-12-26,15,0
2022-01-02,26,8
2022-01-09,29,14
2022-01-16,35,11
2022-01-23,29,10
2022-01-30,30,11
2022-02-06,31,6
2022-02-13,27,10
2022-02-20,31,6
2022-02-27,29,11
2022-03-06,29,6
2022-03-13,33,7
2022-03-20,40,8
2022-03-27,46,8
2022-04-03,37,10
2022-04-10,41,11
2022-04-17,33,8
2022-04-24,41,10
2022-05-01,34,5
2022-05-08,39,10
2022-05-15,35,12
2022-05-22,33,7
2022-05-29,28,6
2022-06-05,29,6
2022-06-12,29,9
2022-06-19,27,7
2022-06-26,28,8
2022-07-03,22,7
2022-07-10,21,7
2022-07-17,14,6
2022-07-24,14,5
2022-07-31,11,5
2022-08-07,14,0
2022-08-14,14,5
2022-08-21,12,0
2022-08-28,12,4
2022-09-04,8,0
2022-09-11,12,0
2022-09-18,9,0
2022-09-25,7,0
2022-10-02,9,3
2022-10-09,11,0
2022-10-16,14,4
2022-10-23,12,0
2022-10-30,17,4
2022-11-06,15,4
2022-11-13,25,6
2022-11-20,25,7
2022-11-27,29,7
2022-12-04,24,8
2022-12-11,35,9
2022-12-18,38,13
2022-12-25,46,14
2023-01-01,45,16
2023-01-08,50,14
2023-01-15,56,16
2023-01-22,47,15
2023-01-29,48,15
2023-02-05,43,12
2023-02-12,59,13
2023-02-19,49,13
2023-02-26,53,17
2023-03-05,54,15
2023-03-12,52,12
2023-03-19,48,13
2023-03-26,48,11
2023-04-02,40,11
2023-04-09,31,10
2023-04-16,32,8
2023-04-23,25,5
2023-04-30,23,7
2023-05-07,20,6
2023-05-14,19,6
2023-05-21,19,5
2023-05-28,18,7
2023-06-04,13,0
2023-06-11,14,5
2023-06-18,11,0
2023-06-25,10,0
2023-07-02,13,0
2023-07-09,5,0
2023-07-16,7,0
2023-07-23,6,0
2023-07-30,5,0
2023-08-06,6,0
2023-08-13,7,0
2023-08-20,6,0
2023-08-27,6,0
2023-09-03,6,0
2023-09-10,10,0
2023-09-17,7,0
2023-09-24,10,0
2023-10-01,6,0
2023-10-08,9,0
2023-10-15,9,0
2023-10-22,15,0
2023-10-29,7,0
2023-11-05,10,0
2023-11-12,8,0
2023-11-19,7,0
2023-11-26,11,0
2023-12-03,11,0
2023-12-10,11,0
2023-12-17,16,0
2023-12-24,18,6
2023-12-31,22,10
2024-01-07,25,6
2024-01-14,27,7
2024-01-21,31,14
2024-01-28,45,11
2024-02-04,73,20
2024-02-11,97,19
2024-02-18,100,18
2024-02-25,100,24
2024-03-03,83,16
2024-03-10,92,19
2024-03-17,73,14
2024-03-24,55,7
2024-03-31,58,11
2024-04-07,49,10
2024-04-14,46,8
2024-04-21,43,10
2024-04-28,37,7
2024-05-05,26,0
2024-05-12,19,0
2024-05-19,18,0
2024-05-26,14,0
2024-06-02,17,0
2024-06-09,9,0
2024-06-16,12,0
2024-06-23,10,0
2024-06-30,13,0
2024-07-07,12,5
2024-07-14,9,0
2024-07-21,7,0
2024-07-28,7,0
2024-08-04,6,0
2024-08-11,11,<1
2024-08-18,9,2
2024-08-25,8,1
