Categoria: Todas as categorias

Semana,dengue: (Mato Grosso do Sul),sintomas dengue: (Mato Grosso do Sul)
2019-06-16,33,9
2019-06-23,25,0
2019-06-30,20,5
2019-07-07,10,0
2019-07-14,10,0
2019-07-21,11,0
2019-07-28,12,0
2019-08-04,8,0
2019-08-11,13,0
2019-08-18,11,0
2019-08-25,10,0
2019-09-01,7,0
2019-09-08,9,0
2019-09-15,10,5
2019-09-22,9,0
2019-09-29,9,0
2019-10-06,6,0
2019-10-13,7,0
2019-10-20,13,0
2019-10-27,7,0
2019-11-03,8,0
2019-11-10,12,0
2019-11-17,14,0
2019-11-24,12,0
2019-12-01,12,0
2019-12-08,15,0
2019-12-15,16,6
2019-12-22,23,6
2019-12-29,23,0
2020-01-05,33,8
2020-01-12,48,12
2020-01-19,66,15
2020-01-26,57,17
2020-02-02,68,15
2020-02-09,78,19
2020-02-16,78,18
2020-02-23,84,24
2020-03-01,87,23
2020-03-08,100,22
2020-03-15,90,21
2020-03-22,87,18
2020-03-29,66,18
2020-04-05,61,15
2020-04-12,54,9
2020-04-19,47,9
2020-04-26,46,11
2020-05-03,32,5
2020-05-10,21,5
2020-05-17,30,8
2020-05-24,22,5
2020-05-31,15,3
2020-06-07,20,4
2020-06-14,21,0
2020-06-21,21,5
2020-06-28,15,5
2020-07-05,18,5
2020-07-12,15,0
2020-07-19,17,4
2020-07-26,17,5
2020-08-02,12,0
2020-08-09,14,4
2020-08-16,11,4
2020-08-23,7,0
2020-08-30,11,0
2020-09-06,11,4
2020-09-13,10,0
2020-09-20,13,0
2020-09-27,6,0
2020-10-04,7,0
2020-10-11,7,0
2020-10-18,8,0
2020-10-25,9,0
2020-11-01,12,4
2020-11-08,9,0
2020-11-15,12,4
2020-11-22,13,5
2020-11-29,13,5
2020-12-06,13,0
2020-12-13,12,7
2020-12-20,13,5
2020-12-27,15,5
2021-01-03,19,6
2021-01-10,13,6
2021-01-17,18,9
2021-01-24,17,8
2021-01-31,25,8
2021-02-07,26,11
2021-02-14,25,7
2021-02-21,22,5
2021-02-28,31,12
2021-03-07,27,12
2021-03-14,30,8
2021-03-21,28,11
2021-03-28,30,10
2021-04-04,28,9
2021-04-11,24,7
2021-04-18,27,5
2021-04-25,27,5
2021-05-02,18,0
2021-05-09,18,4
2021-05-16,18,0
2021-05-23,17,4
2021-05-30,19,5
2021-06-06,13,0
2021-06-13,13,5
2021-06-20,14,0
2021-06-27,6,0
2021-07-04,7,0
2021-07-11,0,0
2021-07-18,7,0
2021-07-25,5,0
2021-08-01,5,0
2021-08-08,7,0
2021-08-15,4,0
2021-08-22,6,0
2021-08-29,7,0
2021-09-05,0,0
2021-09-12,5,0
2021-09-19,8,0
2021-09-26,9,0
2021-10-03,0,0
2021-10-10,6,0
2021-10-17,0,0
2021-10-24,5,0
2021-10-31,7,0
2021-11-07,8,0
2021-11-14,6,0
2021-11-21,9,0
2021-11-28,8,0
2021-12-05,8,0
2021-12-12,13,0
2021-12-19,9,0
2021-12-26,7,0
2022-01-02,12,0
2022-01-09,17,6
2022-01-16,18,8
2022-01-23,17,5
2022-01-30,9,0
2022-02-06,17,8
