Categoria: Todas as categorias

Semana,dengue: (Amazonas),sintomas dengue: (Amazonas)
2019-06-16,11,0
2019-06-23,7,0
2019-06-30,0,0
2019-07-07,7,0
2019-07-14,8,0
2019-07-21,7,0
2019-07-28,0,0
2019-08-04,0,0
2019-08-11,0,0
2019-08-18,7,0
2019-08-25,7,0
2019-09-01,6,0
2019-09-08,0,0
2019-09-15,8,0
2019-09-22,10,0
2019-09-29,0,0
2019-10-06,10,0
2019-10-13,7,0
2019-10-20,8,0
2019-10-27,11,0
2019-11-03,13,0
2019-11-10,9,0
2019-11-17,8,0
2019-11-24,13,0
2019-12-01,8,0
2019-12-08,8,0
2019-12-15,10,0
2019-12-22,0,0
2019-12-29,12,0
2020-01-05,13,0
2020-01-12,9,0
2020-01-19,6,0
2020-01-26,15,6
2020-02-02,13,0
2020-02-09,16,0
2020-02-16,13,0
2020-02-23,13,0
2020-03-01,17,0
2020-03-08,23,0
2020-03-15,25,8
2020-03-22,22,0
2020-03-29,20,5
2020-04-05,29,9
2020-04-12,26,9
2020-04-19,24,10
2020-04-26,21,8
2020-05-03,10,0
2020-05-10,19,0
2020-05-17,9,0
2020-05-24,12,4
2020-05-31,13,0
2020-06-07,10,0
2020-06-14,9,0
2020-06-21,11,0
2020-06-28,7,0
2020-07-05,12,0
2020-07-12,6,0
2020-07-19,10,0
2020-07-26,8,0
2020-08-02,7,0
2020-08-09,6,0
2020-08-16,0,0
2020-08-23,6,5
2020-08-30,6,0
2020-09-06,7,0
2020-09-13,5,0
2020-09-20,8,0
2020-09-27,6,0
2020-10-04,8,0
2020-10-11,7,0
2020-10-18,6,0
2020-10-25,6,0
2020-11-01,7,0
2020-11-08,8,0
2020-11-15,10,0
2020-11-22,12,0
2020-11-29,13,0
2020-12-06,11,0
2020-12-13,11,0
2020-12-20,11,0
2020-12-27,21,9
2021-01-03,27,11
2021-01-10,18,9
2021-01-17,19,7
2021-01-24,22,7
2021-01-31,13,0
2021-02-07,18,0
2021-02-14,18,7
2021-02-21,23,7
2021-02-28,24,9
2021-03-07,16,5
2021-03-14,19,6
2021-03-21,23,0
2021-03-28,19,0
2021-04-04,16,0
2021-04-11,19,5
2021-04-18,24,6
2021-04-25,18,7
2021-05-02,20,0
2021-05-09,17,0
2021-05-16,21,6
2021-05-23,18,7
2021-05-30,15,0
2021-06-06,13,5
2021-06-13,15,0
2021-06-20,15,0
2021-06-27,9,6
2021-07-04,11,0
2021-07-11,12,0
2021-07-18,10,0
2021-07-25,8,0
2021-08-01,10,0
2021-08-08,10,0
2021-08-15,13,0
2021-08-22,10,0
2021-08-29,7,0
2021-09-05,8,0
2021-09-12,8,0
2021-09-19,6,0
2021-09-26,10,0
2021-10-03,0,0
2021-10-10,0,0
2021-10-17,8,0
2021-10-24,6,0
2021-10-31,6,0
2021-11-07,5,0
2021-11-14,7,0
2021-11-21,10,0
2021-11-28,6,0
2021-12-05,5,0
2021-12-12,7,0
2021-12-19,0,0
2021-12-26,0,0
2022-01-02,0,0
2022-01-09,10,0
2022-01-16,7,0
2022-01-23,8,0
2022-01-30,8,0
2022-02-06,6,0
2022-02-13,10,4
2022-02-20,13,4
2022-02-27,10,0
2022-03-06,11,0
2022-03-13,14,0
2022-03-20,18,6
2022-03-27,17,0
2022-04-03,16,0
2022-04-10,14,4
2022-04-17,16,4
2022-04-24,15,0
2022-05-01,17,5
2022-05-08,16,0
2022-05-15,19,0
2022-05-22,20,4
2022-05-29,15,4
2022-06-05,17,4
2022-06-12,16,0
2022-06-19,10,0
2022-06-26,9,5
2022-07-03,9,0
2022-07-10,6,0
2022-07-17,11,0
2022-07-24,8,0
2022-07-31,9,0
2022-08-07,10,0
2022-08-14,7,0
2022-08-21,7,0
2022-08-28,8,0
2022-09-04,6,0
2022-09-11,6,0
2022-09-18,6,0
2022-09-25,7,0
2022-10-02,5,0
2022-10-09,7,0
2022-10-16,10,0
2022-10-23,7,0
2022-10-30,8,0
2022-11-06,12,0
2022-11-13,8,0
2022-11-20,11,0
2022-11-27,12,0
2022-12-04,7,0
2022-12-11,8,0
2022-12-18,10,0
2022-12-25,9,0
2023-01-01,10,0
2023-01-08,10,5
2023-01-15,8,0
2023-01-22,9,0
2023-01-29,10,0
2023-02-05,13,0
2023-02-12,17,4
2023-02-19,17,0
