Categoria: Todas as categorias

Semana,dengue: (Alagoas),sintomas dengue: (Alagoas)
2020-07-26,9,0
2020-08-02,10,0
2020-08-09,10,0
2020-08-16,8,0
2020-08-23,10,0
2020-08-30,8,0
2020-09-06,6,0
2020-09-13,7,0
2020-09-20,6,0
2020-09-27,6,0
2020-10-04,5,0
2020-10-11,6,0
2020-10-18,5,0
2020-10-25,7,0
2020-11-01,6,0
2020-11-08,4,0
2020-11-15,3,0
2020-11-22,7,0
2020-11-29,5,0
2020-12-06,4,0
2020-12-13,4,0
2020-12-20,3,0
2020-12-27,4,0
2021-01-03,4,0
2021-01-10,3,0
2021-01-17,6,0
2021-01-24,4,0
2021-01-31,0,0
2021-02-07,4,0
2021-02-14,4,0
2021-02-21,4,0
2021-02-28,6,0
2021-03-07,8,0
2021-03-14,5,0
2021-03-21,8,0
2021-03-28,7,0
2021-04-04,7,0
2021-04-11,6,0
2021-04-18,6,0
2021-04-25,9,0
2021-05-02,10,0
2021-05-09,13,0
2021-05-16,14,0
2021-05-23,19,0
2021-05-30,19,0
2021-06-06,18,4
2021-06-13,18,8
2021-06-20,15,3
2021-06-27,14,3
2021-07-04,20,5
2021-07-11,23,0
2021-07-18,21,5
2021-07-25,20,7
2021-08-01,25,7
2021-08-08,19,5
2021-08-15,22,6
2021-08-22,21,4
2021-08-29,22,4
2021-09-05,18,0
2021-09-12,13,5
2021-09-19,15,4
2021-09-26,12,4
2021-10-03,11,3
2021-10-10,9,0
2021-10-17,14,0
2021-10-24,12,4
2021-10-31,11,3
2021-11-07,13,4
2021-11-14,9,0
2021-11-21,11,0
2021-11-28,8,0
2021-12-05,10,5
2021-12-12,8,5
2021-12-19,7,0
2021-12-26,5,0
2022-01-02,11,4
2022-01-09,8,0
2022-01-16,11,5
2022-01-23,7,0
2022-01-30,8,0
2022-02-06,7,0
2022-02-13,8,2
2022-02-20,9,3
2022-02-27,7,0
2022-03-06,7,0
2022-03-13,11,0
2022-03-20,13,4
2022-03-27,17,5
2022-04-03,20,5
2022-04-10,20,7
2022-04-17,28,9
2022-04-24,51,15
2022-05-01,56,18
2022-05-08,82,23
2022-05-15,98,33
2022-05-22,97,30
2022-05-29,97,29
2022-06-05,89,27
2022-06-12,85,30
2022-06-19,98,38
2022-06-26,92,37
2022-07-03,75,28
2022-07-10,67,19
2022-07-17,61,19
2022-07-24,46,13
2022-07-31,35,10
2022-08-07,34,11
2022-08-14,31,13
2022-08-21,22,4
2022-08-28,19,6
2022-09-04,13,4
2022-09-11,17,4
2022-09-18,17,3
2022-09-25,11,3
2022-10-02,8,0
2022-10-09,8,0
2022-10-16,11,2
2022-10-23,10,3
2022-10-30,8,0
2022-11-06,8,0
2022-11-13,9,0
2022-11-20,8,3
2022-11-27,9,4
2022-12-04,4,0
2022-12-11,10,3
2022-12-18,7,0
2022-12-25,5,4
2023-01-01,8,0
2023-01-08,6,0
2023-01-15,8,0
2023-01-22,5,0
2023-01-29,0,0
2023-02-05,6,0
2023-02-12,9,0
2023-02-19,7,0
2023-02-26,10,0
2023-03-05,9,0
2023-03-12,9,0
2023-03-19,13,4
2023-03-26,18,4
2023-04-02,13,3
2023-04-09,16,4
2023-04-16,12,4
2023-04-23,14,4
2023-04-30,14,5
2023-05-07,12,4
2023-05-14,14,2
2023-05-21,15,4
2023-05-28,17,6
2023-06-04,11,4
2023-06-11,13,5
2023-06-18,11,4
2023-06-25,8,3
2023-07-02,16,4
2023-07-09,13,0
2023-07-16,14,4
2023-07-23,10,4
2023-07-30,9,0
2023-08-06,10,0
2023-08-13,7,0
2023-08-20,8,0
2023-08-27,9,0
2023-09-03,8,0
2023-09-10,8,0
2023-09-17,8,0
2023-09-24,9,0
2023-10-01,6,0
2023-10-08,8,0
2023-10-15,9,0
2023-10-22,6,0
2023-10-29,8,0
2023-11-05,6,3
2023-11-12,6,0
2023-11-19,7,0
2023-11-26,8,0
2023-12-03,10,0
2023-12-10,7,0
2023-12-17,6,0
2023-12-24,8,0
2023-12-31,8,0
2024-01-07,7,0
2024-01-14,7,0
2024-01-21,10,0
2024-01-28,21,5
2024-02-04,27,6
2024-02-11,41,13
2024-02-18,85,21
2024-02-25,94,17
2024-03-03,89,22
2024-03-10,99,23
2024-03-17,100,21
2024-03-24,60,20
2024-03-31,69,15
2024-04-07,72,17
2024-04-14,65,15
2024-04-21,67,15
2024-04-28,59,16
2024-05-05,53,13
2024-05-12,55,14
2024-05-19,53,13
2024-05-26,40,10
2024-06-02,44,9
2024-06-09,69,18
2024-06-16,48,13
2024-06-23,54,13
2024-06-30,44,10
2024-07-07,34,7
2024-07-14,34,7
2024-07-21,43,10
2024-07-28,27,6
2024-08-04,27,4
2024-08-11,22,6
2024-08-18,21,4
2024-08-25,19,4
2024-09-01,19,4
2024-09-08,16,0
2024-09-15,12,0
2024-09-22,12,0
2024-09-29,10,0
2024-10-06,11,0
2024-10-13,12,3
2024-10-20,12,0
2024-10-27,10,0
2024-11-03,13,0
2024-11-10,12,0
2024-11-17,10,0
2024-11-24,9,0
2024-12-01,8,0
2024-12-08,8,0
2024-12-15,6,0
2024-12-22,5,0
2024-12-29,6,0
2025-01-05,7,0
2025-01-12,7,0
2025-01-19,6,0
2025-01-26,8,0
2025-02-02,8,0
2025-02-09,13,0
2025-02-16,15,0
2025-02-23,10,0
2025-03-02,10,0
2025-03-09,18,0
2025-03-16,13,0
2025-03-23,16,0
2025-03-30,14,0
2025-04-06,15,4
