Categoria: Todas as categorias

Semana,dengue: (Mato Grosso),sintomas dengue: (Mato Grosso)
2019-08-11,9,0
2019-08-18,9,3
2019-08-25,9,0
2019-09-01,7,0
2019-09-08,6,0
2019-09-15,7,0
2019-09-22,8,0
2019-09-29,6,0
2019-10-06,8,0
2019-10-13,9,0
2019-10-20,7,3
2019-10-27,12,0
2019-11-03,14,0
2019-11-10,12,4
2019-11-17,11,3
2019-11-24,13,0
2019-12-01,12,4
2019-12-08,14,4
2019-12-15,18,5
2019-12-22,16,4
2019-12-29,23,7
2020-01-05,32,8
2020-01-12,43,12
2020-01-19,43,8
2020-01-26,39,9
2020-02-02,43,9
2020-02-09,45,11
2020-02-16,47,9
2020-02-23,44,10
2020-03-01,48,14
2020-03-08,64,16
2020-03-15,81,23
2020-03-22,64,15
2020-03-29,44,11
2020-04-05,43,9
2020-04-12,41,9
2020-04-19,35,7
2020-04-26,34,10
2020-05-03,34,8
2020-05-10,35,8
2020-05-17,27,5
2020-05-24,31,9
2020-05-31,32,9
2020-06-07,29,13
2020-06-14,35,12
2020-06-21,35,12
2020-06-28,30,10
2020-07-05,24,10
2020-07-12,19,5
2020-07-19,16,7
2020-07-26,16,4
2020-08-02,15,5
2020-08-09,13,4
2020-08-16,13,3
2020-08-23,10,2
2020-08-30,8,0
2020-09-06,7,0
2020-09-13,6,2
2020-09-20,11,0
2020-09-27,9,0
2020-10-04,6,0
2020-10-11,7,0
2020-10-18,9,3
2020-10-25,7,0
2020-11-01,9,0
2020-11-08,9,0
2020-11-15,5,0
2020-11-22,10,3
2020-11-29,11,3
2020-12-06,10,3
2020-12-13,12,5
2020-12-20,12,4
2020-12-27,15,6
2021-01-03,18,6
2021-01-10,21,7
2021-01-17,19,7
2021-01-24,18,6
2021-01-31,21,8
2021-02-07,23,8
2021-02-14,20,7
2021-02-21,24,10
2021-02-28,24,7
2021-03-07,27,9
2021-03-14,29,8
2021-03-21,28,10
2021-03-28,25,7
2021-04-04,26,9
2021-04-11,27,9
2021-04-18,26,6
2021-04-25,21,5
2021-05-02,20,5
2021-05-09,23,5
2021-05-16,23,4
2021-05-23,22,7
2021-05-30,24,6
2021-06-06,21,4
2021-06-13,15,5
