Categoria: Todas as categorias

Semana,dengue: (Amazonas),sintomas dengue: (Amazonas)
2019-09-15,9,0
2019-09-22,8,0
2019-09-29,6,0
2019-10-06,8,0
2019-10-13,7,0
2019-10-20,9,0
2019-10-27,9,0
2019-11-03,11,0
2019-11-10,11,0
2019-11-17,10,0
2019-11-24,13,0
2019-12-01,10,0
2019-12-08,9,0
2019-12-15,7,0
2019-12-22,7,0
2019-12-29,11,0
2020-01-05,10,0
2020-01-12,12,0
2020-01-19,8,0
2020-01-26,14,4
2020-02-02,13,0
2020-02-09,15,5
2020-02-16,15,4
2020-02-23,15,4
2020-03-01,18,3
2020-03-08,21,0
2020-03-15,28,6
2020-03-22,24,7
2020-03-29,21,6
2020-04-05,28,12
2020-04-12,28,9
2020-04-19,25,10
2020-04-26,18,8
2020-05-03,12,4
2020-05-10,12,4
2020-05-17,9,0
2020-05-24,14,0
2020-05-31,13,4
2020-06-07,11,4
2020-06-14,11,3
2020-06-21,11,0
2020-06-28,7,0
2020-07-05,11,0
2020-07-12,11,0
2020-07-19,9,4
2020-07-26,8,0
2020-08-02,8,0
2020-08-09,6,3
2020-08-16,5,0
2020-08-23,6,0
2020-08-30,7,0
2020-09-06,6,0
2020-09-13,8,0
2020-09-20,7,0
2020-09-27,6,0
2020-10-04,8,0
2020-10-11,8,0
2020-10-18,10,0
2020-10-25,8,0
2020-11-01,8,0
2020-11-08,10,0
2020-11-15,10,0
2020-11-22,12,0
2020-11-29,11,0
2020-12-06,11,0
2020-12-13,13,4
2020-12-20,14,4
2020-12-27,17,7
2021-01-03,22,10
2021-01-10,18,7
2021-01-17,22,8
2021-01-24,22,7
2021-01-31,17,6
2021-02-07,18,4
2021-02-14,21,7
2021-02-21,23,6
2021-02-28,26,9
2021-03-07,19,5
2021-03-14,19,5
2021-03-21,25,7
2021-03-28,21,6
2021-04-04,20,5
2021-04-11,20,4
2021-04-18,25,6
2021-04-25,20,6
2021-05-02,19,5
2021-05-09,19,5
2021-05-16,24,7
2021-05-23,19,5
2021-05-30,14,0
2021-06-06,16,3
2021-06-13,16,0
2021-06-20,13,4
2021-06-27,11,3
2021-07-04,9,0
2021-07-11,13,0
2021-07-18,8,4
2021-07-25,11,3
2021-08-01,11,0
2021-08-08,14,4
2021-08-15,12,0
2021-08-22,11,0
2021-08-29,9,0
2021-09-05,10,0
2021-09-12,10,0
2021-09-19,9,0
2021-09-26,11,0
2021-10-03,6,0
2021-10-10,7,0
2021-10-17,8,0
2021-10-24,5,0
2021-10-31,6,0
2021-11-07,6,3
2021-11-14,11,0
2021-11-21,8,3
2021-11-28,7,0
2021-12-05,6,0
2021-12-12,9,0
2021-12-19,8,0
2021-12-26,4,0
2022-01-02,5,5
2022-01-09,9,0
2022-01-16,12,4
2022-01-23,8,0
2022-01-30,8,0
2022-02-06,7,0
2022-02-13,10,0
2022-02-20,13,3
2022-02-27,10,0
2022-03-06,11,0
2022-03-13,15,2
2022-03-20,19,3
2022-03-27,17,3
2022-04-03,16,0
2022-04-10,16,2
2022-04-17,15,4
2022-04-24,15,0
2022-05-01,17,4
2022-05-08,16,5
2022-05-15,19,4
2022-05-22,17,3
2022-05-29,18,7
2022-06-05,18,7
2022-06-12,17,2
2022-06-19,13,4
2022-06-26,10,0
2022-07-03,10,0
2022-07-10,8,3
2022-07-17,12,3
2022-07-24,13,3
2022-07-31,9,0
2022-08-07,9,0
2022-08-14,9,0
2022-08-21,7,0
2022-08-28,9,2
2022-09-04,8,0
2022-09-11,9,0
2022-09-18,9,3
2022-09-25,8,2
2022-10-02,5,2
2022-10-09,6,0
2022-10-16,11,0
2022-10-23,9,0
2022-10-30,7,0
2022-11-06,14,0
2022-11-13,11,3
2022-11-20,11,3
2022-11-27,13,0
2022-12-04,11,0
2022-12-11,11,4
2022-12-18,10,4
2022-12-25,12,0
2023-01-01,8,3
2023-01-08,9,0
2023-01-15,10,3
2023-01-22,11,0
2023-01-29,13,3
2023-02-05,12,0
2023-02-12,17,5
2023-02-19,17,4
2023-02-26,19,3
2023-03-05,16,4
2023-03-12,16,4
2023-03-19,19,4
2023-03-26,20,4
2023-04-02,14,3
2023-04-09,17,4
2023-04-16,15,4
2023-04-23,17,3
2023-04-30,14,3
2023-05-07,17,5
2023-05-14,17,6
2023-05-21,15,3
2023-05-28,14,3
2023-06-04,10,3
2023-06-11,13,3
2023-06-18,11,3
2023-06-25,9,0
2023-07-02,13,0
2023-07-09,12,0
2023-07-16,9,0
2023-07-23,9,0
2023-07-30,8,0
2023-08-06,10,0
2023-08-13,11,4
2023-08-20,8,0
2023-08-27,10,0
2023-09-03,5,0
2023-09-10,9,3
2023-09-17,10,3
2023-09-24,8,0
2023-10-01,6,0
2023-10-08,7,0
2023-10-15,5,0
2023-10-22,6,0
2023-10-29,6,0
2023-11-05,10,0
2023-11-12,12,0
2023-11-19,9,0
2023-11-26,12,0
2023-12-03,14,3
2023-12-10,20,6
2023-12-17,27,9
2023-12-24,53,15
2023-12-31,90,30
2024-01-07,86,24
2024-01-14,87,27
2024-01-21,89,23
2024-01-28,67,17
2024-02-04,79,23
2024-02-11,82,24
2024-02-18,100,24
2024-02-25,96,20
2024-03-03,85,16
2024-03-10,71,13
2024-03-17,61,17
2024-03-24,45,10
2024-03-31,48,15
2024-04-07,41,13
2024-04-14,49,10
2024-04-21,41,7
2024-04-28,27,7
2024-05-05,22,4
2024-05-12,17,3
2024-05-19,20,4
