Categoria: Todas as categorias

Semana,dengue: (Mato Grosso),sintomas dengue: (Mato Grosso)
2019-07-21,8,0
2019-07-28,7,0
2019-08-04,6,0
2019-08-11,7,0
2019-08-18,10,0
2019-08-25,9,0
2019-09-01,6,0
2019-09-08,5,0
2019-09-15,7,0
2019-09-22,9,0
2019-09-29,8,0
2019-10-06,8,0
2019-10-13,9,0
2019-10-20,8,0
2019-10-27,11,0
2019-11-03,14,0
2019-11-10,13,3
2019-11-17,9,0
2019-11-24,14,0
2019-12-01,14,4
2019-12-08,15,5
2019-12-15,16,5
2019-12-22,16,4
2019-12-29,23,7
2020-01-05,32,6
2020-01-12,42,12
2020-01-19,42,12
2020-01-26,37,9
2020-02-02,45,10
2020-02-09,45,10
2020-02-16,43,11
2020-02-23,44,11
2020-03-01,50,14
2020-03-08,66,17
2020-03-15,84,22
2020-03-22,63,16
2020-03-29,46,10
2020-04-05,42,10
2020-04-12,42,10
2020-04-19,37,7
2020-04-26,35,8
2020-05-03,35,7
2020-05-10,32,8
2020-05-17,26,5
2020-05-24,34,8
2020-05-31,30,9
2020-06-07,30,12
2020-06-14,33,12
2020-06-21,35,14
2020-06-28,30,10
2020-07-05,24,9
2020-07-12,19,5
2020-07-19,19,7
2020-07-26,16,5
2020-08-02,15,5
2020-08-09,14,4
2020-08-16,13,0
2020-08-23,10,0
2020-08-30,6,0
2020-09-06,8,0
2020-09-13,7,0
2020-09-20,10,0
2020-09-27,10,0
2020-10-04,7,0
2020-10-11,7,0
2020-10-18,7,0
2020-10-25,6,0
2020-11-01,10,0
2020-11-08,9,0
2020-11-15,8,0
2020-11-22,10,3
2020-11-29,11,3
2020-12-06,10,4
2020-12-13,14,4
2020-12-20,13,5
2020-12-27,16,7
2021-01-03,18,6
2021-01-10,20,7
2021-01-17,20,5
2021-01-24,17,7
2021-01-31,22,7
2021-02-07,22,7
2021-02-14,19,9
2021-02-21,24,8
2021-02-28,26,9
2021-03-07,29,10
2021-03-14,30,10
2021-03-21,30,11
2021-03-28,27,8
2021-04-04,30,10
2021-04-11,27,9
2021-04-18,25,6
2021-04-25,20,5
2021-05-02,21,5
2021-05-09,24,4
2021-05-16,24,4
2021-05-23,23,7
2021-05-30,26,6
2021-06-06,21,3
2021-06-13,16,5
2021-06-20,17,5
2021-06-27,10,0
2021-07-04,11,4
2021-07-11,13,3
2021-07-18,9,3
2021-07-25,8,0
2021-08-01,8,0
2021-08-08,12,2
2021-08-15,7,0
2021-08-22,9,0
2021-08-29,10,0
2021-09-05,8,0
2021-09-12,8,0
2021-09-19,10,0
2021-09-26,9,0
2021-10-03,6,0
2021-10-10,7,0
2021-10-17,10,0
2021-10-24,11,0
2021-10-31,8,0
2021-11-07,10,0
2021-11-14,11,0
2021-11-21,16,3
2021-11-28,20,4
2021-12-05,23,6
2021-12-12,32,9
2021-12-19,37,9
2021-12-26,42,14
