Categoria: Todas as categorias

Semana,dengue: (Rio Grande do Norte),sintomas dengue: (Rio Grande do Norte)
2020-03-22,23,4
2020-03-29,17,2
2020-04-05,17,3
2020-04-12,14,3
2020-04-19,13,2
2020-04-26,15,4
2020-05-03,12,3
2020-05-10,19,7
2020-05-17,19,6
2020-05-24,20,7
2020-05-31,19,6
2020-06-07,19,7
2020-06-14,18,5
2020-06-21,17,5
2020-06-28,15,4
2020-07-05,18,5
2020-07-12,15,4
2020-07-19,13,4
2020-07-26,10,4
2020-08-02,10,2
2020-08-09,9,2
2020-08-16,5,0
2020-08-23,7,3
2020-08-30,5,0
2020-09-06,7,0
2020-09-13,5,0
2020-09-20,4,0
2020-09-27,4,0
2020-10-04,5,0
2020-10-11,4,0
2020-10-18,4,0
2020-10-25,3,0
2020-11-01,4,0
2020-11-08,5,0
2020-11-15,4,0
2020-11-22,4,0
2020-11-29,6,0
2020-12-06,6,0
2020-12-13,5,0
2020-12-20,0,0
2020-12-27,4,0
2021-01-03,4,0
2021-01-10,4,0
2021-01-17,4,0
2021-01-24,5,3
2021-01-31,6,0
2021-02-07,6,0
2021-02-14,5,0
2021-02-21,6,0
2021-02-28,6,0
2021-03-07,8,2
2021-03-14,7,0
2021-03-21,9,0
2021-03-28,8,3
2021-04-04,8,0
2021-04-11,8,0
2021-04-18,10,3
2021-04-25,9,3
2021-05-02,9,0
2021-05-09,10,3
2021-05-16,11,3
2021-05-23,13,2
2021-05-30,11,6
2021-06-06,8,2
2021-06-13,10,0
2021-06-20,6,2
2021-06-27,9,0
2021-07-04,7,0
2021-07-11,6,0
2021-07-18,7,0
2021-07-25,6,0
2021-08-01,6,0
2021-08-08,7,0
2021-08-15,5,0
2021-08-22,6,0
2021-08-29,4,0
2021-09-05,3,0
2021-09-12,4,0
2021-09-19,5,0
2021-09-26,5,0
2021-10-03,5,0
2021-10-10,3,0
2021-10-17,5,0
2021-10-24,4,0
2021-10-31,3,0
2021-11-07,6,0
2021-11-14,5,0
2021-11-21,3,0
2021-11-28,5,0
2021-12-05,5,0
2021-12-12,5,0
2021-12-19,0,0
2021-12-26,4,0
2022-01-02,9,4
2022-01-09,7,3
2022-01-16,8,3
2022-01-23,7,0
2022-01-30,7,2
2022-02-06,6,0
2022-02-13,6,2
2022-02-20,8,3
2022-02-27,7,2
2022-03-06,12,0
2022-03-13,17,4
2022-03-20,22,5
2022-03-27,27,8
2022-04-03,33,9
2022-04-10,40,13
2022-04-17,63,25
2022-04-24,83,24
2022-05-01,78,22
2022-05-08,78,27
2022-05-15,100,31
2022-05-22,96,26
