Categoria: Todas as categorias

Semana,dengue: (Rondônia),sintomas dengue: (Rondônia)
2020-03-08,33,7
2020-03-15,40,8
2020-03-22,34,6
2020-03-29,27,4
2020-04-05,19,5
2020-04-12,21,0
2020-04-19,21,4
2020-04-26,18,6
2020-05-03,23,5
2020-05-10,19,4
2020-05-17,23,5
2020-05-24,23,7
2020-05-31,19,5
2020-06-07,20,0
2020-06-14,19,8
2020-06-21,14,0
2020-06-28,13,5
2020-07-05,17,6
2020-07-12,12,5
2020-07-19,12,5
2020-07-26,10,0
2020-08-02,12,5
2020-08-09,9,0
2020-08-16,8,0
2020-08-23,5,0
2020-08-30,8,0
2020-09-06,8,0
2020-09-13,5,0
2020-09-20,8,0
2020-09-27,7,0
2020-10-04,8,0
2020-10-11,6,0
2020-10-18,8,0
2020-10-25,8,5
2020-11-01,5,0
2020-11-08,11,0
2020-11-15,9,0
2020-11-22,7,0
2020-11-29,10,0
2020-12-06,11,0
2020-12-13,11,0
2020-12-20,14,6
2020-12-27,12,0
2021-01-03,14,5
2021-01-10,15,0
2021-01-17,16,5
2021-01-24,18,7
2021-01-31,12,6
2021-02-07,19,7
2021-02-14,16,0
2021-02-21,23,9
2021-02-28,22,8
2021-03-07,24,7
2021-03-14,25,7
2021-03-21,24,5
2021-03-28,20,6
2021-04-04,20,6
2021-04-11,15,0
2021-04-18,14,5
2021-04-25,14,0
2021-05-02,11,0
2021-05-09,11,0
2021-05-16,18,0
2021-05-23,16,0
2021-05-30,10,0
2021-06-06,10,0
2021-06-13,12,0
2021-06-20,12,8
2021-06-27,6,0
2021-07-04,7,0
2021-07-11,6,8
2021-07-18,0,0
2021-07-25,5,0
2021-08-01,7,0
2021-08-08,4,0
2021-08-15,8,0
2021-08-22,0,0
2021-08-29,0,0
2021-09-05,7,0
2021-09-12,7,0
2021-09-19,0,0
2021-09-26,5,0
2021-10-03,7,0
2021-10-10,8,0
2021-10-17,9,0
2021-10-24,7,0
2021-10-31,7,0
2021-11-07,9,0
2021-11-14,9,0
2021-11-21,12,0
2021-11-28,12,0
2021-12-05,9,0
2021-12-12,13,0
2021-12-19,14,0
2021-12-26,16,0
2022-01-02,25,7
2022-01-09,29,12
2022-01-16,32,10
2022-01-23,27,12
2022-01-30,28,9
2022-02-06,30,10
2022-02-13,25,8
2022-02-20,30,6
2022-02-27,27,9
2022-03-06,29,9
2022-03-13,33,5
2022-03-20,38,7
2022-03-27,44,7
2022-04-03,35,9
2022-04-10,40,8
2022-04-17,34,8
2022-04-24,40,11
2022-05-01,32,6
2022-05-08,37,10
2022-05-15,33,12
2022-05-22,34,6
2022-05-29,28,6
2022-06-05,28,5
2022-06-12,28,7
2022-06-19,26,7
2022-06-26,27,11
2022-07-03,20,7
2022-07-10,17,6
2022-07-17,15,7
2022-07-24,16,7
2022-07-31,11,5
2022-08-07,13,4
2022-08-14,12,6
2022-08-21,10,0
2022-08-28,12,0
2022-09-04,6,0
2022-09-11,11,0
2022-09-18,8,3
2022-09-25,9,0
2022-10-02,8,0
2022-10-09,8,0
2022-10-16,14,4
2022-10-23,11,0
2022-10-30,17,0
2022-11-06,13,0
2022-11-13,23,6
2022-11-20,23,7
2022-11-27,29,7
2022-12-04,24,7
2022-12-11,36,11
2022-12-18,43,13
2022-12-25,43,13
2023-01-01,44,14
2023-01-08,51,14
2023-01-15,53,15
2023-01-22,46,15
2023-01-29,42,14
2023-02-05,41,12
2023-02-12,58,14
2023-02-19,47,12
2023-02-26,53,17
2023-03-05,52,14
2023-03-12,51,13
2023-03-19,44,12
2023-03-26,46,11
2023-04-02,39,11
2023-04-09,30,5
2023-04-16,32,7
2023-04-23,25,0
2023-04-30,23,5
2023-05-07,20,6
2023-05-14,19,6
2023-05-21,17,5
2023-05-28,17,6
2023-06-04,12,0
2023-06-11,14,0
2023-06-18,10,0
2023-06-25,8,0
2023-07-02,12,0
2023-07-09,7,0
2023-07-16,6,0
2023-07-23,6,0
2023-07-30,0,0
2023-08-06,6,0
2023-08-13,7,0
2023-08-20,7,0
2023-08-27,7,0
2023-09-03,5,0
2023-09-10,9,0
2023-09-17,7,0
2023-09-24,8,0
2023-10-01,6,0
2023-10-08,10,0
2023-10-15,9,0
2023-10-22,11,5
2023-10-29,6,0
2023-11-05,9,4
2023-11-12,9,0
2023-11-19,7,0
2023-11-26,9,0
2023-12-03,10,0
2023-12-10,10,0
2023-12-17,17,5
2023-12-24,17,0
2023-12-31,19,8
2024-01-07,24,7
2024-01-14,27,6
2024-01-21,32,10
2024-01-28,45,11
2024-02-04,69,20
2024-02-11,93,19
2024-02-18,96,20
2024-02-25,100,23
2024-03-03,82,15
2024-03-10,86,19
2024-03-17,72,11
2024-03-24,53,6
2024-03-31,57,12
2024-04-07,47,11
2024-04-14,44,9
2024-04-21,42,8
2024-04-28,42,8
2024-05-05,28,0
2024-05-12,19,0
2024-05-19,17,5
